sample_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.7970747,0.54403687,0.255177,-0.0044220975,-0.45777774,-0.18624596,-0.1927668,0.16817795,-0.23964162,-0.40516675,-0.7331793,0.5447529,-0.0004404082,0.095783316,0.006250371,0.12839204,0.26357245,0.07432351,-0.32211745,0.25931823,0.50551116,-0.2736666,-0.37788022,-0.79534733,-0.013285805,-0.25611806,0.762464,0.045090783,-0.38229737,-0.0031342001,-0.63696736,-0.7692747,-0.43367755,-0.04621106,-0.6110165,0.50643116,0.01245916,0.047906533,0.18010788,-0.6353138,-0.3598749,-0.12632722,-0.6915619,0.28621957,0.3069127,0.1909397,-0.33777362,-0.33481714,-0.22139946,-0.65853804,0.61259216,0.633212,0.30225587,0.4390091,0.22596985,0.69919354,0.36794922,-0.7161959,-0.24898152,0.2466036,0.046894677,0.24013561,0.1522564,0.22530344,0.52905256,0.56131,-0.13633026,0.23447281,0.5511385,0.14414889,-0.6666031,-0.81398225,0.29189426,0.18798761,-0.17562173,-0.47767997,-0.42363265,-0.15938069,-0.2804534,-0.092192374,-0.46663332,-0.13489866,-0.73410004,-0.34214127,-0.047759507,0.6384559,0.24754226,0.008204958,0.24430871,-0.30945888,0.41852325,-0.18751466,-0.52479506,0.5018273,-0.19119458,0.36488312,-0.48015907,-0.1012708,0.086086094,-0.4958302,-0.2271992,-0.50173753,0.17750657,0.37404025,0.86405873,0.14524187,0.55777144,-0.68999034,-0.38760623,-0.68753743,-0.27131423,-0.0033510618,-0.18253347,0.093244985,-0.019654987,0.22096597,-0.359372,0.7654384,0.8541853,-0.6154016,0.2562837,-0.022789925,0.23822671,0.50583524,0.10591681,0.90827787,0.05281147,-0.15159327
1,0.37079552,0.5948235,-0.6678746,-0.166564,0.10907444,-0.3132828,-0.009154365,0.085251845,-0.5512781,-0.4527792,0.13502744,0.055876825,-0.02537564,-0.27740175,0.10379787,-0.034147926,0.16305336,-0.6401245,-0.077716246,0.10349666,-0.5015704,0.08899322,0.026424753,-0.6100782,-0.28822938,-0.1590171,-0.25071084,-0.43246228,0.5978418,-0.29491758,-0.35418877,-0.744462,0.6124639,-0.010858373,-0.6247486,-0.37670648,-0.76574606,0.26355144,0.23014425,0.008172372,-0.1184922,0.5907828,0.35403848,0.18308091,0.25088787,0.48207173,-0.122650005,-0.024405785,-0.25557515,-0.53284425,0.68770707,0.20885038,1.1651137,-0.403487,0.3514387,0.19237173,0.2703276,-0.020894729,-0.026605101,0.92976993,0.22786285,-0.0008551005,0.5301074,0.12690389,0.8780593,-0.1949151,-0.5058496,0.53889054,0.18352555,-0.7912289,-0.25201687,0.25821045,0.40094623,-0.15343143,0.5729929,-1.3528423,-0.114663385,-0.41164702,-0.05558369,0.67872816,0.24312842,0.123957604,-0.0621652,-0.44286472,0.24158548,-0.49134427,0.0569908,0.2890819,0.7331168,-0.78586805,-0.15055184,0.5351777,-0.24270077,-0.38129058,0.28846437,0.25994828,0.4535179,0.031106608,1.3853462,-1.3003824,0.5849857,-0.10002622,-0.3676971,-0.5079107,0.5650965,-1.0737841,1.0205153,-0.27483395,0.30533993,-0.18752484,-0.39080304,-0.30909988,0.108554,-0.40636984,-0.7454392,-0.17278716,-0.36420298,0.5096236,0.18085288,0.18648861,-0.23019122,0.29065326,0.08781543,0.84429884,-0.46668336,0.015481732,-0.0025038158,-0.08168477
2,0.86649054,0.05922336,-0.6379818,0.7295443,0.5690487,-0.8714668,0.4819372,-0.41849366,-0.60447127,-0.43204314,-1.0645055,-0.08079975,0.00586005,-0.11318407,0.43136644,0.17751715,0.7467789,-0.010902152,-0.3717034,-0.33703738,-0.52071995,-0.31819403,0.20526433,-0.792523,-0.015565042,0.18066645,0.52501583,-0.25589442,0.15746017,0.07870362,0.06601745,0.28078288,0.391228,-0.17313325,-0.397625,0.69633585,0.38079807,-0.17220068,0.10822931,-0.68712515,-0.0759083,0.47886539,0.36847565,-0.23275231,0.15928084,-0.32937652,0.12132187,0.33771232,-0.5340625,0.18332869,1.1324102,0.18013453,0.16870819,-0.29680413,0.3203326,0.4516251,-0.11174876,0.48146585,-0.41511625,0.14894834,-0.40778425,-0.28007987,0.46118543,0.1462232,0.04577721,-0.22989464,-0.31400704,-0.35877237,0.42631775,0.1337731,-0.54883415,0.08044705,-0.24504079,0.4145104,-0.03832114,-1.1690781,-0.39745405,0.2260257,0.44470668,0.25337884,-0.66326034,-0.81467324,-1.0374732,-0.44036284,-0.09686808,0.72852963,0.5070288,-0.04639371,0.03470231,-1.2382997,-0.22052759,-0.37489492,0.3874623,-0.15173675,-0.20486249,0.6179632,0.70988834,-0.5143935,0.46035516,-0.7980111,-0.2584927,-0.5835806,-0.18865313,-0.38883993,-0.30661765,-0.5031319,0.32662842,-0.6600848,0.12536716,-0.6193704,-0.21267846,0.035236225,0.3756928,0.16186279,0.41654792,0.12078685,-1.0660664,-0.4656965,0.49640262,-0.19547269,-0.32209644,-0.53555435,-0.21932301,0.04615489,0.25890067,-0.6066415,-0.4767702,0.5322922
3,0.72804564,-0.17735277,-0.46291813,-0.237469,-0.271518,0.022039082,0.5029526,-0.24118115,-0.6804951,-0.401637,0.5661664,0.5190454,-0.1934385,0.21240649,0.06476142,-0.20284246,0.07891202,-0.4754154,0.014471994,0.6020147,-0.9386246,-0.25736886,-0.0026065724,0.0027999198,-0.19763705,-0.38188088,0.7683199,-0.6279051,-0.758807,0.19619627,0.3527604,0.36610284,0.13090764,-0.15325095,-0.16195752,-0.12846152,0.307733,0.022074865,0.27768338,-0.2177589,-0.007325363,-0.4723222,-0.7528756,0.70045745,0.75735956,-0.20935695,-0.15021665,0.16661397,0.45291066,-1.0207525,0.92813706,-0.17480235,0.09109775,0.32579893,0.22187583,1.0568173,-0.3157391,0.7124021,-0.62938094,0.57722586,0.44229707,-0.29048148,0.32600233,-0.12117486,-0.0033148474,0.47862267,-0.8311144,-0.21117464,0.61640656,-0.11791236,0.1711672,-0.036323264,0.15037748,-0.37483218,-0.12640865,-0.9723579,0.24598019,-0.1904397,0.54583603,0.19450447,0.82427514,-0.4163281,-0.57508546,0.6058597,0.14882465,0.24574998,0.17686431,0.35690027,0.39089668,0.032846246,0.071913965,-0.10810173,-0.52519286,0.582046,0.10970111,0.44647732,0.3581038,0.00016466773,1.1425937,-0.6061401,-0.18279903,-0.58989054,-0.38963872,-0.59324276,1.0101417,-0.9045958,-0.10043977,0.012482186,0.49934304,0.1122106,0.33302963,-0.065235406,0.83829856,0.3942444,0.013473859,-0.33452627,-0.9463274,0.0035030209,0.6002672,-0.06489727,-0.09415802,0.02294396,-0.301305,-0.36068556,-0.12749226,0.55494595,-0.5324873,-0.40326363
4,0.66698855,-0.2829775,-0.73829985,0.1428306,0.15081382,0.053221922,0.093108185,-0.17884801,0.22619449,-0.33818614,0.44145676,0.07448258,0.38374406,0.491577,-0.0012361831,0.07498932,0.49515957,-0.2517309,-0.544341,-0.40067142,-0.122023545,-0.30983287,0.010012269,-0.5839614,0.506087,-0.5076445,0.60519105,0.15130952,0.11394551,-0.04655231,-0.29200184,-0.4497398,0.07487484,0.010516674,0.022857059,0.59320086,0.18148367,-0.15296958,0.5643232,0.29867166,-0.58425313,0.011243708,-0.13145553,0.42322525,0.007865979,-0.15172039,0.24998899,-0.5926226,0.04774175,-0.1457965,-0.1753157,0.16533218,0.41342276,0.3954107,0.028122328,0.16791178,-0.77336013,-0.09246852,-0.32194456,0.31416133,-0.01832221,0.05038478,0.4495552,0.63572013,0.22160427,-0.53220755,-0.74642134,-0.5950295,0.2064985,0.3789096,-0.43033013,-0.22897893,0.1461927,0.570026,-0.34829646,-0.41652754,-0.10859601,0.16902305,-0.36242557,0.21391216,0.42882788,-0.44690406,-0.8188373,-0.5473713,0.043749504,0.4188372,-0.2659192,0.3471401,-0.3567287,-0.5814265,-0.13026446,0.083886795,-0.15024056,0.25821143,0.008426477,-0.18212895,-0.09577087,0.44773826,0.8049687,-0.36286268,0.43086502,-0.11353367,-0.3716047,-0.08988507,0.025087435,-0.42243552,-0.1835865,-0.2030187,-0.3244612,-0.036213934,0.03108941,0.016250923,0.30326656,0.058277756,-0.10178458,0.30142498,0.21915247,0.5572695,1.0142509,-0.32043576,-0.5127488,0.023293048,-0.42130542,0.43776032,0.3647134,0.07320384,-0.36024868,-0.5282536
5,0.85820335,0.02954208,-0.52967745,0.08180568,-0.16091536,0.1298645,0.097028114,-0.4923054,0.4611781,0.4038535,-0.27598363,0.4140238,-0.21815294,0.46127817,-0.23797433,-0.03113616,0.38301662,-0.920818,-0.2750447,0.4261322,-0.15434329,-0.5958417,-0.17804867,-0.49715102,-0.16839288,-0.19494064,0.35584408,0.4759336,0.19047819,-0.3649304,-0.67470545,0.25934416,0.27094004,-0.10604609,-0.6750329,0.14333393,0.32695812,0.034758642,0.46507424,-0.09590462,-0.2222507,0.23743936,-0.30289692,0.8712253,-0.15699305,-0.45630205,0.6444346,-0.44439897,0.15925635,0.023951469,-0.48577845,0.85207075,0.11836284,0.44858852,0.16012043,0.21772806,0.06843929,-0.39417163,-0.6969287,0.15987155,-0.34446263,-0.19697939,0.59853226,0.12064786,0.91425556,-0.3450946,-0.22957267,0.016830327,-0.05368546,-0.3826413,0.052346602,-0.14464626,0.21903798,0.32396305,0.029651687,-0.83112127,-0.74783164,0.048396736,-0.22041304,0.009313764,0.20674697,0.18582258,-0.20945744,0.18246916,0.061291702,0.06867173,0.6046763,0.56055635,0.21914528,-0.6856619,-0.13456896,0.1146559,-0.37045896,-0.08985093,-0.28846806,0.086334474,0.32850638,-0.27308995,0.47298646,-0.7284665,-0.15908417,-0.30824032,0.015075788,0.8648069,0.18407841,-0.5810053,0.4986354,0.26147723,-0.40133336,-0.28554577,0.464915,-0.14783598,0.34833544,0.10420863,0.39410862,0.14554666,-0.7512686,-0.11681767,0.5275089,0.07182258,0.04747745,-0.48798132,0.31473747,-0.3707517,-0.13041231,-0.34335485,0.027145818,-0.7273524
6,0.41028547,-0.4028259,-0.9330528,0.54376817,-0.44511262,0.4716094,0.46554452,0.38472757,0.33560503,-0.42763358,-0.3005545,0.35220712,-0.39478374,0.018207816,0.45482785,0.075739935,-0.09817099,-0.38293833,-0.36278516,-0.84305656,-0.19183567,-0.15584724,-0.73053557,0.23991367,-0.24831347,-0.35359165,0.3914601,-0.20599347,-0.04632575,0.641104,-0.57003653,-0.13859181,0.43637523,-0.16066006,-0.6910449,-0.2787238,0.8289649,-0.39958736,-0.61924696,0.73871493,0.07931818,-0.33749968,-0.6469034,0.6219328,-0.58145905,-0.3250068,-1.3345735,0.530173,-0.49539974,0.08672902,0.9072808,-0.1631578,1.018975,0.52667284,-0.42011362,0.7296141,0.548534,0.7756771,-1.3426365,0.33196956,-0.38934094,0.49465773,0.3211228,-0.07732217,-0.35301623,-0.3364536,0.13681443,0.07118494,0.5797099,0.28812537,-0.49026155,-0.08767231,0.25540087,0.61120933,0.21115758,-0.51713073,0.087915085,-0.07333364,-0.069780454,-0.11113754,0.38665196,-1.0348948,-0.9348331,-0.086852364,1.0557446,-0.5681305,0.17838502,0.52609754,0.8111936,-0.72373474,0.26048544,0.7536464,-0.4288619,-0.1181924,-0.6106393,0.83127195,-0.11947527,0.05228642,1.3727965,-0.85280764,0.24287574,-0.21744034,0.124687366,0.11660492,0.7045706,-0.104109086,0.86289686,-0.12758936,-0.501315,0.14458372,0.47402266,-0.14635412,-0.3201193,0.92025924,0.3806222,-0.08631743,-1.1231604,0.4573495,0.20767486,-0.048511945,-0.24353403,-0.48219898,0.3947013,0.58148456,0.20451762,0.18259522,0.38773987,0.3455207
7,0.6135624,-0.43154284,-0.003921741,0.078503385,-0.25449118,0.19135906,-0.074322455,0.059052926,0.61728364,0.27651146,0.17829724,-0.22538261,-0.38968745,0.80057627,-0.11648126,-0.45454693,0.8393246,-0.8967354,0.1022891,-0.618312,0.09817967,-0.028438324,-0.09502152,0.078294374,-0.21354124,-0.5228775,0.6156647,-0.5411397,-0.34897035,-0.76863724,-0.73763776,-0.21413939,0.52576023,0.46059024,-0.52507997,0.23927549,0.13678479,0.2832685,0.6048023,-0.21791951,-0.45847538,0.29496345,-0.27666408,0.63938195,1.0180951,0.69977844,0.5871062,0.4243801,0.2097173,-0.021692552,0.7863681,-0.23927943,0.22182788,-0.19990002,0.3477359,-0.05344714,0.79563504,0.27925834,-0.33242998,0.44985548,-0.15681979,0.2617656,0.5792949,-0.16273873,-0.552102,0.4615417,-0.09822879,-0.21744195,-0.2499462,-0.0046721105,-0.7102996,-0.15184076,0.3698713,0.5493436,0.45098934,-0.9776216,-0.56316507,0.4050894,-0.4191509,-0.07297797,0.51373595,-0.50703526,-0.73110694,0.22179212,0.107456975,0.2928095,0.1600109,-0.69201905,-0.19958538,-0.7009462,-0.8515702,0.241485,0.50922173,0.6509739,-0.36002627,-0.05856375,-0.42421198,0.7456449,0.29089573,-0.7139081,0.2996742,-0.6119099,0.30763823,0.077771924,0.9036927,-0.5483041,0.18108265,0.009799659,0.19600837,-0.07996792,-0.21513729,0.42629656,-0.26200947,0.7923386,0.06821347,0.48935845,-0.39316657,-0.39559278,0.5626365,-0.26948693,0.035632137,-0.31533524,0.6544595,-0.03581886,-0.3300593,0.39980856,-0.07513815,-0.33984566
8,0.848843,0.46750635,-0.47404322,-0.2972634,-0.56242794,-0.21163006,0.45662755,0.06751937,0.48632562,-0.24561122,0.30313882,0.14010844,-0.93111235,0.42818087,0.38482982,0.29524764,0.46814436,-0.23470558,-0.18756382,0.57814837,-0.09508139,0.48681527,0.15776919,0.4891709,-0.42043355,-0.0068398425,0.22989786,-0.8472586,-0.16579078,-0.40709057,-0.3064057,-0.013846702,-0.21239483,0.16063409,-0.3456302,-0.30327436,0.35608807,-0.28962862,0.32875916,-0.22407718,-0.40512657,0.4473295,-0.3223026,0.24285845,0.14919452,0.32442826,-0.33952597,0.29368216,-0.6408813,-0.08178829,0.4264302,0.55115765,0.37239176,0.08976706,0.4427847,0.20997667,0.012197257,-0.3190188,-0.6023716,0.8822012,-0.40079588,-0.0466324,0.29364392,-0.2415335,0.8160389,-0.08954998,-0.57697016,-0.08388701,0.2715079,-0.0057985196,-0.4508983,0.4491531,0.20839395,0.549001,0.16883324,-0.46272194,-0.17490028,0.59703356,0.27597046,0.22210833,0.14039104,-0.6472638,-0.564148,0.43980742,0.090428874,0.9623002,-0.10007561,0.7479453,0.2996439,-0.41618615,-0.30745837,-0.33848912,-0.66246146,0.3593484,-0.7487704,-0.71167076,0.28753132,-0.053475603,0.8001791,-0.36095965,-0.25590593,0.17655405,-0.36972773,-0.35977092,0.3283144,0.2746244,0.2702006,0.011834951,-0.6768818,0.24307446,-0.37807623,0.62688595,0.22339557,0.15997611,-0.113105714,-0.48287374,-0.16002025,0.21721563,0.30775848,-0.60725623,-0.39364824,-0.6427021,-0.3670792,-0.1438776,-0.23055683,0.4902456,-0.46430323,-0.5078091
9,0.6860222,0.4688501,-0.59843427,0.0710602,0.799348,0.106609896,0.08893387,-0.6025208,0.42411768,-0.8765919,0.33763322,-0.47619385,-0.119992375,0.7043492,0.055936787,0.5571036,-0.2262016,0.04811014,0.43484625,0.05036759,-0.740713,-0.39781263,-0.75296086,-0.19357206,0.30049914,-0.008046852,0.5159591,-0.1379598,0.029355938,0.16987833,-0.5484333,-1.0711862,-0.34646937,-0.71437764,-0.79328436,0.15657008,0.2684206,0.062876835,-0.57252,-0.1501232,-0.075875744,-0.26409233,0.16147874,0.31358352,0.24819411,-0.29984927,-0.55493474,-0.033365306,-0.088891044,-0.49715257,0.3918047,0.012442799,0.46622765,-0.20630984,-0.05736648,-0.10270649,0.23571528,-0.30493435,-0.9256204,0.6543986,-0.80925894,0.7089012,0.42763358,0.51816267,-0.16633102,0.43664566,-0.12897035,0.10164423,-0.069661796,-0.46226993,0.64427596,-0.17965743,0.37117648,0.3555776,-0.26888222,-1.3819767,-0.6408802,0.13849792,-0.040046073,0.47552142,-0.11745556,-0.7908262,-0.117498405,-0.34409225,-0.09117689,0.44883317,-0.074737206,0.32578984,0.41155156,-0.4605517,0.008860913,0.34595504,0.001987397,0.514051,0.052623324,0.30797467,-0.009732894,0.70016116,0.66228807,-0.82960635,-0.11140277,-0.21689463,0.011692164,-0.12997779,0.27036178,-0.9200737,-0.02666461,0.16025756,0.31328297,-0.49715087,-0.48018673,-0.26032844,0.21266285,0.8229613,-0.30987957,-0.06448096,-0.26846474,-0.12768637,1.0711395,-0.6428105,0.6160486,-0.38091102,-0.21649675,-0.05494338,-0.7034483,-0.48665193,0.52536917,0.31363648
