,APAF1,ARID1A,ATM,BAP1,EPAS1,ERBB2,GSTP1,HSPB1,HSPD1,IL6,MAPK8,MTOR,NDRG1,NF2,PAK1,PIK3CA,PTEN,PTGS2,RELA,RNF139,SETD2,SLC2A1,SOD2,TGM2,TP53,TSC1,TSC2,VHL,Y
20,32.5476053,34.35690807,35.31571305,32.38072384,36.31018,33.72511,37.05651,37.91671,37.02668,31.33716,32.15013,33.14262,40.59969,33.03855,33.45814,32.42398,36.09633,31.26332,34.34286,32.0561,34.14218,37.38279,35.50802,36.46737,34.73591,33.27613,35.22188,32.64736,1
21,32.75499698,33.2961977,36.10040351,32.73490529,37.82743,32.40563,34.68745,36.782,36.34248,33.04247,32.09565,32.64441,39.29835,34.42555,34.06981,33.03055,36.58067,32.34541,33.07637,32.0086,32.89062,34.55874,39.73582,35.98337,34.4433,34.03645,35.70448,32.61222,1
22,33.06553176,34.1001631,35.67324164,34.2082506,38.2906,34.48587,36.53081,39.13465,37.16266,28.26596,32.13727,32.74635,39.98079,34.03796,34.13755,32.72122,35.14085,30.93453,33.91114,31.95994,32.74779,35.4391,39.3764,36.5677,34.56879,32.99361,35.30795,32.12949,1
23,32.72004705,34.08150478,35.25027246,33.59551682,38.0228,32.09354,36.11718,38.24236,36.09756,34.54201,33.19773,33.90466,40.55833,33.30063,33.92979,32.56972,35.98864,33.02151,33.47264,32.05511,33.14098,35.95192,37.56299,35.03114,33.6812,32.89121,35.14331,32.03143,0
24,33.35208964,33.62891907,37.60053307,32.74452131,35.66616,33.45492,34.27804,35.45598,36.55662,32.50834,34.90624,33.50727,37.66261,33.95919,35.37664,34.5593,36.17544,27.95526,33.58672,32.51403,33.93477,34.05934,39.44401,35.89599,35.33226,32.66428,35.75997,33.92074,1
25,31.76018756,33.64217926,35.03192831,32.71060828,38.07107,33.25974,33.79311,37.7489,35.20556,33.20111,33.3978,32.98304,39.82679,33.34139,34.35955,32.91759,36.85031,32.24754,34.3038,31.00062,33.12842,35.20717,39.0166,36.45644,35.21132,32.17923,35.52023,31.39375,0
26,34.18598081,33.51771546,36.20924656,32.2240865,37.26878,33.13265,34.93691,38.93311,36.60154,26.45394,33.00956,33.6217,40.49306,33.39728,34.36007,33.2255,37.02355,29.05276,32.8455,34.02099,32.52339,33.06049,38.55076,36.98851,33.90713,31.39947,35.42548,31.32365,1
27,31.69616737,34.04327284,36.28491755,33.23384051,39.31331,34.53039,35.78801,37.21911,36.38217,31.91482,33.56019,33.97665,39.18754,34.56479,34.43691,33.09261,36.77963,32.92765,34.03135,32.06894,33.16204,34.24951,38.08069,36.63381,33.89237,33.85497,35.86151,32.36932,0
28,32.90764023,33.96020862,37.01765579,33.68443072,37.72016,32.39182,36.1424,36.58153,36.40897,24.29608,32.46885,34.19899,38.48677,34.30464,34.63093,34.60932,36.16043,28.48728,31.78239,32.46247,34.15359,31.77207,37.68494,34.52512,33.90675,32.31233,34.75589,33.07403,0
29,33.0531755,34.07987918,35.82717378,33.49284232,37.91654,33.89563,35.5893,37.5163,35.69157,30.78242,33.62352,34.22337,37.9511,33.83947,33.2432,33.23847,35.71361,31.63241,33.99434,31.63059,33.77916,33.32342,36.64623,36.38101,35.6213,32.72354,35.1555,32.26444,0
30,33.64440839,33.81854681,36.4251727,32.89257041,37.06045,33.81135,35.29076,37.56756,36.92248,30.50102,33.79979,33.24428,39.79833,32.99015,34.42196,33.11406,36.97114,29.33154,32.70856,32.84129,33.33105,32.85885,38.72241,36.27262,34.77403,32.89436,34.89663,32.18444,0
31,32.13744576,34.05896209,35.51042474,33.92418113,38.88147,34.29627,36.2924,37.80952,36.43979,33.31571,32.91157,33.45795,40.77444,32.42807,34.62536,32.44021,35.27228,33.70217,33.28523,31.26782,33.39691,34.94231,37.57024,34.99056,36.5513,33.38167,36.15458,29.55647,1
32,32.69047766,34.33464031,35.4191848,33.48215132,36.74275,34.74669,36.76224,37.60916,35.87817,30.40736,32.40612,33.79023,38.22338,34.14983,33.06661,33.03581,36.49972,30.05611,33.92521,32.33853,32.90743,33.29177,37.69522,36.61159,33.46325,32.70867,35.57148,32.07804,0
33,32.95241358,33.91170624,36.18760125,32.49201018,37.95201,32.47482,35.74118,37.46501,36.04547,30.94604,33.37871,32.43436,40.04164,33.34783,34.54315,33.49249,36.89801,31.84872,33.40941,33.64744,33.43511,34.0561,38.5424,33.24322,35.62678,33.39661,34.82624,32.19045,0
34,33.08146906,33.31112796,34.58048162,33.38601925,37.04465,33.84459,36.28965,38.08506,37.52539,32.2074,33.99083,32.87964,38.52023,33.93609,35.19004,33.32984,37.58374,32.56198,33.16559,33.5604,32.97898,34.67576,40.2601,35.01177,34.34409,31.78938,34.2,31.0072,0
35,32.15053755,34.05614214,35.6265055,33.16089491,38.31093,33.46668,36.17764,38.21896,35.78074,34.48801,33.8527,33.68001,39.7003,33.92941,34.63602,33.68339,36.6287,31.09901,33.02478,31.83364,33.00757,35.18912,39.16216,35.65874,34.66919,32.72168,34.90889,31.90031,1
36,33.45804675,34.9537067,36.47688371,32.87289636,38.49299,30.70377,35.21012,37.99049,35.942,33.346,32.76571,33.72647,40.53389,33.90075,31.69179,32.70673,37.1101,33.98265,33.00066,33.21646,33.22673,35.75184,37.47927,36.85929,33.48096,33.53046,34.51236,31.35354,1
37,33.27913096,34.20825978,37.70359131,33.0926036,38.30625,33.26534,36.35967,37.76111,36.71159,32.13692,33.07517,32.98039,40.2016,33.59144,34.93133,32.50788,37.6299,32.45242,34.04913,32.37365,33.51507,33.90722,36.88568,33.22821,34.35794,33.33124,35.96253,30.8842,1
38,32.84486986,33.12652983,36.10116953,30.62522282,37.93276,32.8475,35.89483,37.93825,36.10208,33.31508,33.04684,32.63446,40.3062,33.25872,34.30773,33.14868,36.26911,32.5938,32.92397,32.49066,33.25497,34.99934,37.49115,36.39832,35.88948,32.73166,33.80004,31.17131,1
39,33.37719079,33.02667405,36.10470919,33.06658648,37.57839,33.06746,35.58861,37.4925,35.35656,29.45396,33.14815,33.589,39.96953,34.18658,33.25914,32.9767,36.85926,30.44623,32.86075,33.5531,32.97091,33.9383,36.14906,34.77159,33.06034,32.87974,35.14273,32.3053,1
40,32.93078448,34.45945238,35.50924774,32.57990639,35.23492,35.68377,36.32542,38.63554,38.02708,24.29608,31.83553,33.30874,36.11471,34.84638,33.19528,32.81433,37.70073,28.73119,33.00013,32.90856,33.52124,30.85643,35.89994,34.01602,34.61866,33.07849,35.34515,30.89403,0
41,33.07682283,34.12878827,36.63692229,32.50566564,38.4452,33.48815,35.51222,37.87147,37.10294,31.81679,34.82685,33.69631,39.89516,33.60426,33.2176,34.20215,37.95014,30.76521,33.24348,33.36947,32.93344,33.7496,38.66722,36.37458,32.99527,32.80056,35.38017,31.16832,0
42,34.40977279,33.23584501,35.40827872,32.60498455,36.61642,31.92299,32.26697,39.06934,37.55218,34.89661,32.73182,32.88711,40.58143,34.0974,33.61085,30.91756,36.74205,32.74399,32.52824,32.14281,32.57248,34.4999,38.88016,35.11495,34.01316,32.37043,34.93594,30.68011,1
43,32.74575497,34.62830147,35.09397636,34.61933815,38.00481,32.98295,36.14214,37.53683,35.55743,32.11174,32.67199,33.94408,39.01966,34.03372,33.93179,33.09723,35.13166,30.93117,34.21175,31.34658,33.82452,33.90584,37.55104,37.26843,34.39162,32.82349,35.49249,32.08039,1
44,33.52503324,33.35795877,36.66304664,32.58586389,37.89336,32.87087,33.46962,37.17653,36.77722,30.75427,33.32718,33.46656,39.35613,34.11393,34.03345,32.68197,36.58375,31.38885,32.8685,33.41232,33.44724,33.60191,38.92892,36.06673,34.48647,33.29182,34.99147,32.71556,0
45,32.87135343,34.05732813,36.13931747,32.18714302,36.9876,33.73597,34.01085,37.50698,36.88722,30.52482,32.88587,33.56956,39.85025,34.23243,34.00374,31.78535,35.74978,30.21234,33.30386,31.91383,33.34949,35.29404,39.53418,36.98772,34.42311,32.65885,35.25119,31.87425,0
46,32.12005773,33.69223209,35.73293852,33.58688429,38.35481,34.36034,36.12837,37.33442,36.01531,27.97473,32.12006,33.25962,39.84867,34.0885,33.93217,32.46032,35.82186,29.04552,33.88932,31.56153,32.93132,33.98745,38.0097,36.59557,33.81581,33.82437,35.62517,32.35922,0
47,32.54110929,33.96109989,35.36794528,33.3055895,38.89628,33.76615,35.64933,39.41761,36.82377,36.06162,33.32642,34.02103,37.99016,33.57292,33.84398,33.5826,36.89413,34.72579,33.52055,32.52915,34.15246,32.34285,37.27455,36.46121,33.06353,33.66321,35.21581,32.10457,1
48,33.24161936,33.56645231,36.77353862,33.18902523,38.46163,34.64565,36.30616,37.25707,36.68184,28.14811,33.67507,33.7697,40.5768,34.05693,34.71478,33.47121,36.33043,29.09394,33.38135,32.54575,32.72412,33.61375,38.70526,34.37399,34.17134,33.45978,34.83739,32.45241,1
49,33.60339346,34.00674964,36.14926077,33.65028971,35.79973,33.2726,36.08687,37.9663,36.83099,33.72567,32.94489,34.02742,39.32286,34.00034,34.42791,32.83667,36.31583,31.93464,33.0429,32.34733,33.70162,33.12969,39.1851,36.30155,34.72803,33.79821,35.7106,32.98937,0
50,32.17130849,33.42917462,35.91288584,32.56502892,37.5741,32.86803,35.31237,37.75264,35.6195,29.87476,31.58446,34.10431,39.32466,33.8805,33.14033,31.65675,35.55455,31.52603,33.08841,30.96881,33.23599,35.10475,37.07829,35.97766,35.53983,32.87109,35.08271,30.56966,1
51,33.28957492,34.33534983,36.80279439,34.12939857,37.04982,34.09086,36.75221,37.57966,37.82969,30.52786,32.65294,33.82666,40.34571,34.70098,33.98818,32.77767,36.26757,28.97176,33.96416,32.49568,33.94799,37.2513,37.98147,38.26032,36.36869,31.94609,35.48934,33.23535,1
52,32.46508497,33.99888072,36.92952934,32.97349465,37.61854,33.45093,35.74372,36.94477,36.30732,32.07428,33.02622,34.35173,40.06459,33.61291,33.65585,32.9067,37.12633,32.02082,32.93394,33.68848,33.41468,34.20041,37.59136,34.96561,35.91553,34.43402,35.14838,32.50433,1
53,33.91920921,34.43601934,36.09020895,31.76926458,37.64033,30.99916,36.23675,38.4813,36.80438,32.32241,33.88701,32.21819,38.16508,32.92764,34.52077,33.99002,38.57364,31.67471,33.10203,33.61421,34.18038,33.28996,38.25728,36.47881,32.58365,32.54128,34.41385,31.63315,0
54,32.23027754,33.64838157,35.51944257,33.51371062,37.87352,33.77379,36.48711,37.98224,36.19008,31.15824,32.73591,33.46926,39.54529,33.62313,33.29909,32.17161,35.84871,29.27569,33.32115,31.24336,33.25014,34.34834,39.04573,36.10774,33.82773,33.29085,35.37715,32.31606,1
55,32.81279119,33.22108421,36.28046809,34.16001659,38.75519,33.70703,35.69155,38.03176,36.90205,34.02529,33.65838,33.25096,39.61199,34.15293,34.01637,33.80337,38.08415,32.55913,33.50249,33.01735,34.3144,34.80845,37.89801,35.85538,35.35425,33.29908,35.27012,28.14961,1
56,32.38397289,34.08870719,34.90934805,34.08720581,39.57933,34.29997,36.2249,36.7998,35.21306,31.56961,32.13501,33.57493,38.79663,34.17307,32.31976,32.24168,35.75165,33.51586,33.22791,32.03599,33.38379,33.47283,37.106,36.93795,32.66038,32.66897,35.27932,32.96794,1
57,33.38797739,33.81566318,36.68355873,32.6354152,36.22042,33.57211,35.23306,36.89555,36.15489,29.33757,32.99081,33.30892,39.0916,34.55777,34.18433,32.95735,36.33206,30.898,33.28425,32.20159,33.31024,35.63485,38.86039,36.29509,34.55579,33.05159,35.36601,32.72543,1
58,32.76818677,34.10015591,35.95990558,33.65426379,38.67991,32.63946,36.24434,36.42324,35.61437,32.99078,33.19575,33.83684,37.01405,33.21675,33.8857,33.60576,37.35644,33.06141,32.74084,33.79887,34.05858,30.03156,37.11774,34.14095,36.09736,34.18644,35.10072,32.82193,1
59,33.14999789,34.20637991,36.08001508,33.23357565,37.43247,33.10699,35.38133,38.43354,35.84502,32.25103,32.3805,33.2801,40.06897,34.44878,33.87475,32.13877,35.27672,30.97734,33.47201,31.38464,33.39758,35.75048,39.42024,38.32834,34.85328,32.61467,35.28282,31.96733,1
60,32.82257046,33.83192455,36.80114394,32.69287125,38.51066,33.35095,36.27179,37.92138,37.16166,29.86122,33.49161,32.98315,40.54641,33.50326,34.02201,33.22491,37.04182,30.04982,33.14258,31.99999,33.27502,33.69101,38.43032,33.92317,33.94407,33.26828,35.37673,32.08517,0
61,32.50413546,33.7322962,34.89710103,33.31073448,38.90965,33.91538,35.41633,37.19895,35.74385,34.57514,33.47727,33.26508,40.70963,33.14441,34.64145,31.65169,35.63967,30.67912,33.56099,31.31352,33.71687,35.17192,38.55478,35.67543,34.01062,33.18978,35.10279,30.60934,1
62,33.4387796,34.15250058,36.49081947,33.92542032,38.46541,33.40448,35.55642,37.48086,36.78656,25.81958,33.38737,34.23937,39.40947,34.62161,34.53366,33.56208,36.63175,30.78731,34.16039,32.77395,33.39922,34.0029,37.89177,36.12441,33.67613,33.34938,35.6251,31.25543,0
63,32.86212473,33.32518663,36.2804428,33.37628873,37.82288,32.55852,35.42357,38.00448,36.66577,33.73139,31.95788,33.21358,39.55425,33.66074,34.61488,32.58785,36.32098,31.20997,33.90206,32.41373,33.78959,34.02243,38.90704,37.80006,35.54351,32.56093,34.90331,31.93458,1
64,33.44459568,34.15440115,36.17298096,33.3187346,38.40417,33.84687,35.82956,37.38758,36.43775,28.73603,32.74658,33.92666,38.75333,33.69261,33.06484,32.92958,35.64189,29.38814,32.92286,32.67176,33.27405,33.82519,36.05144,34.72729,33.75687,33.13687,35.56433,32.01212,1
65,32.82162176,33.86365008,36.94362001,33.0694473,37.75583,35.05517,35.4979,38.0522,36.14006,27.01261,33.6539,33.30602,40.35469,34.13897,33.50261,33.27894,36.38814,28.56285,32.78078,32.6693,33.45096,32.92309,38.35606,34.69913,34.04007,34.16652,35.4004,32.21729,0
66,33.19717271,34.63324904,36.69973835,33.29049007,39.05518,33.95187,34.71737,37.14651,36.21075,26.56634,33.66156,33.56573,38.90571,33.72929,35.05159,32.71889,36.22927,31.52996,33.8123,30.65186,32.8774,34.02453,37.24325,36.35653,36.06187,33.07771,35.62313,31.44407,1
67,33.84505132,33.61236996,37.29731704,33.03107947,38.88413,34.14629,32.67868,37.02294,36.95014,30.65827,34.18815,33.29722,40.13441,34.18379,35.15671,33.58104,37.28206,31.02171,33.50215,32.35308,34.20264,33.36824,39.04253,35.11906,35.35577,33.13779,35.78907,32.11154,1
68,32.88902124,34.13115746,36.0255581,33.36681775,36.82536,35.08038,37.23266,37.30789,36.31153,28.71551,33.11996,34.16336,37.00346,34.76848,33.79306,32.8339,36.09734,28.94653,32.55648,32.49802,33.50058,31.17399,35.9898,34.77996,32.79931,33.33153,35.48975,32.7919,1
69,32.12463274,33.5439799,35.39103594,34.26226534,38.59968,33.50327,34.89806,37.68186,35.75863,33.77719,32.17058,33.47533,40.43669,34.65996,34.02164,31.26533,34.86892,30.54903,33.8782,30.47383,32.90753,36.62314,37.33097,38.85373,33.45069,33.87982,36.09556,32.81428,1
70,34.13968083,35.00909335,36.29780241,33.17832614,38.43102,34.70927,36.57537,36.49331,36.34867,30.29053,33.78909,34.46672,37.27143,33.56508,34.30478,32.63057,36.34673,31.55982,33.28298,33.3495,35.0842,30.86838,37.0403,34.65647,35.11615,33.77679,35.75871,34.248,1
71,33.89728651,33.51978696,36.53666871,32.73590047,36.29691,33.2994,35.4388,37.32846,36.92396,28.02116,33.70745,33.80422,36.36996,34.22396,32.6895,33.65665,37.15841,27.24636,32.33524,33.30413,33.84581,30.69321,37.07707,34.12545,35.23777,33.2127,35.54191,32.52093,0
72,32.50233443,33.26354434,35.1084102,34.28301329,38.32758,34.81563,36.53432,37.76031,35.35103,27.95268,31.41454,33.58405,40.49603,34.59316,34.2484,32.10168,34.53776,29.74559,33.52795,30.03562,32.18579,35.44245,36.87208,35.76889,33.33365,33.17304,36.22592,32.5418,1
73,33.48507641,35.48254897,35.29167774,34.5520859,35.82046,33.55914,35.95603,38.74308,36.8867,32.44702,34.24339,33.69765,38.42907,34.92875,35.49979,33.9859,36.94862,32.31604,34.06558,31.22714,34.70187,33.41086,37.48208,34.05195,35.1487,33.03811,35.8254,32.80961,1
74,33.09947845,34.24171057,36.72096649,32.95840513,37.0014,32.65144,34.98146,37.67143,37.18562,33.51901,33.12662,33.70844,39.86441,33.49172,34.062,32.19044,36.42737,28.13685,33.45918,31.88631,33.3535,33.61564,39.41123,36.34724,35.34724,33.31362,35.00694,32.05989,0
75,33.08457627,34.45026137,35.81338509,34.17763604,38.96583,30.84293,35.63489,37.31003,35.59285,36.91295,33.01839,34.67108,41.11357,33.54988,34.05995,32.98494,38.18412,32.31492,33.84321,31.993,33.53237,36.61049,36.02829,37.95678,34.07554,33.01577,35.84823,32.36286,1
76,32.4670974,33.73008478,35.15211576,34.03974263,39.8096,33.74157,35.67261,36.20224,34.85516,32.43001,32.50293,33.33195,38.1275,33.37723,32.99545,32.798,35.70237,33.83495,33.47176,31.79484,33.46657,32.93653,35.61717,36.19121,32.66838,33.43912,35.34587,32.03419,1
77,33.15555317,34.15995787,35.9837546,32.38650324,37.92872,32.96831,36.44624,38.68206,37.07063,33.98038,33.34837,32.86041,40.35335,33.47433,34.37373,33.54134,37.21806,30.98252,33.81511,32.14202,33.61631,36.12453,40.33355,36.39692,34.34241,32.8186,35.30189,30.49254,1
78,33.39828287,33.6186045,36.15475938,32.99649992,38.65327,34.1038,36.36897,36.91456,35.65239,27.88446,33.15193,33.23533,39.62322,33.74632,33.90931,32.58867,35.97244,30.57652,32.58737,32.2783,33.01482,33.62948,37.01037,36.06291,33.6308,33.0421,35.28397,31.94063,0
79,32.71060391,35.01557852,34.94956301,34.86485689,38.27605,31.33221,36.89588,38.61459,35.86208,35.17341,32.20815,34.63616,40.06667,34.77988,36.22777,32.09836,34.45281,33.08542,34.50062,31.52744,33.60898,37.13279,35.02123,33.49568,34.31895,33.10088,36.9355,32.52772,0
80,32.68972997,34.14050072,36.01497259,33.74145712,39.6193,32.87947,35.11326,36.81492,35.8711,31.99734,33.44412,33.68734,39.5501,33.5835,33.4342,33.01368,36.65923,30.25509,33.36052,32.51365,33.55131,33.64538,36.82333,34.71782,33.81702,33.60715,35.71642,32.45828,1
81,32.32722682,34.27150897,35.97488196,34.08906636,38.33406,34.72887,34.80801,36.65332,36.22457,26.23374,35.00637,34.47341,38.94044,33.24561,34.28521,32.99918,37.08126,31.17965,34.11369,32.58187,34.03615,31.9154,36.51162,32.86218,33.35766,32.48108,34.78954,32.66118,1
82,33.12528296,34.7704352,36.81890033,30.62737136,37.05733,35.4093,38.05862,39.04221,37.78212,31.09248,33.91721,32.71973,36.88626,34.60269,34.17857,33.99473,38.42009,31.05233,33.16821,33.87347,34.15174,32.85193,39.77169,35.0338,35.99596,35.1261,34.56488,31.66193,0
83,32.83258441,33.46603133,36.20024159,33.40513629,37.04721,32.37328,37.28441,38.25191,36.52349,35.26206,33.17534,33.8174,40.77507,34.66412,34.58208,33.13107,36.17264,29.87485,33.55821,32.57871,33.2205,34.65754,39.36739,37.26519,34.81239,32.52145,35.1957,32.27549,0
84,32.7576809,33.94521339,35.64255635,32.96255194,38.6133,33.63389,36.44878,38.29379,36.1428,29.17769,33.16193,33.50868,40.16192,33.98953,34.01545,33.34988,36.8944,30.08276,33.23125,32.74535,33.16198,33.82717,39.49914,36.04689,34.16262,33.46131,34.6734,32.23248,0
85,32.57001768,33.13681665,35.59813837,32.11924786,37.97258,35.09026,37.06196,38.20131,37.51665,25.84534,33.68205,34.20988,40.1008,34.81726,33.63976,33.96631,36.57712,29.7252,34.17813,32.61104,32.92341,35.64639,39.14665,35.12602,34.93107,32.95042,35.61127,32.42409,0
86,33.24608982,33.11722278,36.35723171,32.75240305,36.78216,33.02697,35.783,37.72934,36.95368,33.07141,33.26379,33.60875,40.40203,33.93851,34.83369,33.32327,36.11155,31.25663,33.56268,32.39492,32.86426,34.43408,39.35972,37.15025,34.79643,33.53603,34.94716,32.05164,1
87,32.74198179,33.03575131,35.41387039,33.02993186,37.39869,33.71064,35.87893,37.97478,36.41334,29.79557,33.05091,33.80179,40.23382,34.04512,34.28573,33.03772,36.76966,31.02731,34.0426,33.0803,33.59617,36.43283,37.61744,37.85882,34.89437,32.6395,34.61707,32.33634,0
88,31.60966003,33.57865001,35.50548374,34.9643336,37.89946,34.52621,35.35189,38.8419,36.98932,31.17076,33.60127,33.00406,41.37164,34.55969,34.93551,31.47737,36.18277,29.51893,33.87916,31.3777,33.30127,33.31812,38.92548,36.16539,36.22918,33.68291,35.73282,30.22936,0
89,32.83956707,33.73524904,35.30171544,32.24311453,37.37068,35.45841,35.30403,36.86014,36.18282,30.73992,31.66146,33.81692,39.56635,34.53973,33.10174,32.73772,35.98807,31.166,34.23304,31.51048,33.6305,33.98781,36.95437,35.85609,35.05117,33.7627,35.47638,29.58428,1
90,32.20432195,34.35008126,35.74556595,33.1961024,38.29092,33.68475,36.08805,37.68311,35.93088,35.45606,32.9226,33.79581,40.26891,33.69616,33.72668,33.48997,37.03893,33.89935,33.75244,32.52178,33.39326,33.68927,39.03716,36.25971,34.30918,32.6623,34.85682,31.42001,1
