,APAF1,ARID1A,ATM,BAP1,EPAS1,ERBB2,GSTP1,HSPB1,HSPD1,IL6,MAPK8,MTOR,NDRG1,NF2,PAK1,PIK3CA,PTEN,PTGS2,RELA,RNF139,SETD2,SLC2A1,SOD2,TGM2,TP53,TSC1,TSC2,VHL,Y
91,32.14704953,33.05989112,35.23180632,33.48499487,37.31241,33.02124,36.06055,38.5425,36.45847,30.26243,31.98784,32.95161,40.92014,34.31815,33.51905,32.22252,35.08758,30.64841,32.99566,31.72677,32.70731,37.56295,39.09542,38.65142,34.84309,33.35873,35.60393,31.48752,0
92,33.1518263,33.59142952,36.57257424,33.05068767,37.21082,32.36597,36.04098,37.84756,36.56591,28.88874,32.70346,33.37514,40.53864,33.8424,34.00407,32.82007,35.92146,30.10766,32.94712,32.00527,33.04194,34.21254,38.72455,36.4753,33.23192,33.36301,35.12198,31.61144,0
93,33.45572117,33.77796264,36.72997884,33.30937391,38.48588,34.60457,36.64972,38.3087,37.76455,33.68218,34.00712,33.28405,41.08163,34.14889,34.8788,33.62691,37.18132,33.01476,33.49249,33.12648,33.27627,33.66134,39.91482,36.33065,34.57746,33.79499,34.70076,32.14381,1
94,32.74305229,34.88659681,36.46924917,34.74917766,38.78327,35.95603,34.69813,38.25048,36.64874,30.8655,34.94831,33.59027,41.54789,34.89126,34.7375,33.56009,36.68112,27.78768,34.01058,33.27137,34.01877,35.95849,38.69016,36.36011,34.72599,34.88136,35.75634,30.75471,1
95,32.54590583,33.56788673,36.59310798,33.26302006,39.06744,33.97058,33.98597,37.63759,36.67184,25.73696,33.61166,34.19837,40.22813,34.01918,34.11433,31.72595,36.44905,27.4973,33.68135,32.25407,32.89642,33.39434,37.04529,35.84656,34.92621,33.18921,36.17165,32.29419,0
96,33.07119895,33.80368139,35.83594342,33.68651899,36.93605,32.36724,34.93205,37.42872,35.83696,31.90987,32.42985,33.74754,39.69978,33.63608,34.04939,32.46266,35.83951,31.13347,33.39621,31.83699,33.28546,35.57856,39.00546,36.13266,34.46347,32.95898,35.39044,32.24201,0
97,32.35125103,33.33737024,35.79317658,33.3104705,37.99282,33.40287,36.55063,38.5432,35.78192,31.75433,33.25926,33.04792,39.92636,33.53556,34.23976,32.75665,36.60599,30.98245,33.62296,31.25422,33.14876,35.71482,38.6157,33.78197,34.3781,33.15884,35.25574,29.89866,1
98,32.99288818,33.55634901,35.5403499,33.51777852,36.84995,33.79963,33.40416,38.42748,35.99051,35.81854,33.23439,33.36822,38.09606,33.55628,32.97124,31.85745,35.34237,33.61921,32.85318,30.97422,33.12518,33.77768,37.36739,37.40311,33.41211,32.76926,35.83719,33.11616,1
99,32.7502206,33.80011805,36.40008402,33.08351917,38.27938,34.17019,36.51559,37.92877,36.50178,26.72387,32.92066,33.17059,40.61448,34.10863,34.25499,32.85003,36.13302,31.13091,33.33756,31.45533,32.89764,33.73378,38.05993,35.34173,33.56879,33.84952,35.52858,31.75488,0
100,33.60588108,33.93122013,36.30460905,32.53938701,37.52104,33.17438,33.48025,37.58907,36.35792,29.26836,33.13181,33.39429,38.82427,34.24087,34.66368,33.0103,36.6719,30.49126,33.09766,32.29259,33.5286,33.75477,39.0791,34.9816,34.88799,33.04245,35.17652,32.31481,1
101,32.9838074,33.72809631,36.10844265,33.4367367,39.23004,33.54981,35.00506,36.46514,35.35979,33.38143,32.91982,33.53147,39.25446,33.44905,33.51568,32.48797,35.7243,33.97577,32.90935,32.1683,33.47137,34.22627,38.20687,36.88495,33.52977,33.86829,35.44395,31.63886,1
102,32.83393335,34.07214084,36.51709978,32.86122103,37.67463,32.14526,35.01146,37.64873,35.7559,30.81559,34.18341,33.11592,40.02981,34.53322,33.76628,33.40651,37.41702,29.84758,33.01299,33.59045,33.50821,33.20158,39.73036,36.26207,34.11458,32.39313,34.69977,32.03623,1
103,32.85885468,33.86134965,36.34689241,33.45453034,37.59915,33.68353,34.13375,36.24721,35.14777,35.14464,32.01778,32.92998,38.96878,33.40235,33.34388,32.30821,36.20743,31.19019,32.81001,31.93697,33.44532,34.46818,36.40514,37.07229,35.44828,33.48525,35.38744,32.92398,0
104,33.10263857,34.05386963,36.13891668,33.2851086,39.32126,33.17688,36.18342,37.41239,36.86212,32.66169,32.76837,33.82153,39.51986,34.02058,34.1762,33.19077,36.57855,32.5293,32.85403,32.09678,33.04142,34.30828,37.87773,35.25263,33.85185,32.87676,35.28851,31.91397,1
105,32.81162,33.84649949,35.80749154,32.77510153,37.55998,35.21807,33.15739,38.02903,37.05009,26.30331,33.20665,34.14616,41.31478,34.92833,32.8045,33.04829,35.97182,28.96311,33.6504,32.57913,33.29523,33.95247,38.66976,34.09743,33.55935,33.85345,35.13972,31.73043,0
106,33.16940698,34.26859744,35.90915438,33.63734516,37.32366,32.15176,34.07004,36.39073,35.19543,32.14429,33.25612,34.09226,38.34053,33.53045,33.59599,32.27357,35.63999,29.1597,32.86536,31.45516,33.97034,34.31332,36.83816,36.00135,33.74286,33.21647,35.41242,32.57188,0
107,33.11154353,33.74800911,36.49465454,32.39084714,37.66942,33.6327,35.60459,36.02401,35.09112,29.7711,33.44757,32.48611,40.38073,32.9544,34.57798,32.78433,36.37707,24.53212,33.05527,32.60136,33.19969,33.44965,37.54492,36.43039,32.14179,33.59925,35.17477,31.71282,1
108,32.6017929,34.26300401,35.51613664,34.07264467,38.38842,34.74623,35.36804,37.66577,35.238,30.52317,32.53276,33.45793,40.56722,33.93179,33.09266,32.89393,35.68548,31.78149,33.66567,31.20937,33.24517,34.06472,38.48457,35.97319,34.20534,34.03508,36.34232,32.65344,0
109,33.46453993,33.93778748,35.9960215,33.40124987,37.65662,32.49673,36.19816,38.10864,35.86132,32.80515,33.27876,33.34867,39.76494,34.50716,33.83209,33.03438,36.28409,31.06175,33.45653,32.0326,33.36515,34.90651,38.8748,36.95298,34.13129,33.71803,35.95623,32.4382,0
110,32.18835283,34.49195081,36.05704221,33.45462494,38.50824,32.46796,34.76112,37.08422,35.76242,31.81089,32.81958,33.70393,38.97248,33.32883,32.50789,33.5332,37.24268,31.41639,33.04743,31.7264,33.55678,33.53058,37.40544,36.43138,35.14118,32.76001,35.33538,31.75438,1
111,32.7636166,33.60494864,35.99141487,33.43174688,37.2883,34.09311,36.02013,37.80389,36.26102,29.91545,31.27356,34.11175,40.87355,34.73716,33.33755,32.43275,36.70972,32.71145,32.98909,31.4166,33.12641,33.00321,38.29034,35.87153,33.46485,33.65682,35.71796,31.89459,0
112,33.17028999,33.81523237,36.75239245,32.38504595,37.96332,33.36476,34.43781,37.22764,36.02392,28.6386,33.32729,33.42897,39.01728,33.94316,33.64564,32.84079,36.8763,30.52787,32.88896,32.52812,33.45031,33.56053,36.72839,34.99039,34.15723,33.46323,35.33245,31.72456,1
113,32.91571348,34.46564451,36.56669174,33.50229509,38.97151,33.26656,34.9541,37.20795,36.43856,27.86971,33.97427,33.67073,38.86818,33.81769,34.52381,33.67084,37.60411,30.50273,32.78211,33.05536,33.66018,33.30221,37.36785,33.45698,34.82508,33.53278,34.99674,32.17025,0
114,32.96094698,33.52003597,35.27419721,33.52941692,37.57963,34.53648,36.01376,39.82873,37.89024,33.26771,31.02496,33.21178,42.12932,33.94863,34.19026,32.21802,35.48098,31.08662,34.15276,31.98942,33.53201,36.48923,38.41083,38.56542,33.56026,32.63767,34.92269,31.94041,1
115,32.97054981,33.78953561,36.36023508,32.77011586,38.07266,33.63143,34.61655,36.66619,36.5623,29.64538,33.62147,33.39232,39.9347,33.55748,33.84761,33.13873,36.45442,28.66399,33.23568,32.56691,33.00004,34.38135,37.0732,35.84241,34.9218,33.36483,35.48412,31.32521,0
116,32.75767957,33.41648367,35.87389909,32.84745723,35.67956,34.00978,38.30488,37.40788,37.41807,28.69887,33.75505,32.90937,38.23677,33.55129,34.76162,33.01355,36.44109,28.9766,33.46503,33.81127,32.82706,33.63713,37.12986,33.8255,32.79264,33.97402,34.82181,32.42861,0
117,32.99594025,34.18611299,36.79845322,33.04256406,37.53006,32.06875,34.98004,36.80075,35.74165,34.27379,33.40943,33.85817,38.339,33.92175,33.97509,33.46334,37.64543,32.57786,33.24008,32.99709,33.62452,33.89665,37.79961,35.84351,34.44467,32.36012,34.37703,32.7842,1
118,32.78833559,33.8563309,36.3831444,32.20574551,37.47726,34.20465,36.15457,37.62358,35.91382,30.31133,32.82936,32.95064,40.08477,33.59857,33.02043,32.04175,36.38799,32.26357,33.32243,32.16694,33.51938,34.15315,38.18365,35.74653,34.9011,32.3928,34.90196,31.30706,1
119,33.54453913,33.62473925,36.50311474,33.58118204,37.37288,34.59463,36.23902,37.71174,35.78805,32.04559,32.55555,33.04058,39.54095,33.86715,34.05582,31.92434,36.95066,28.42757,33.41228,31.63006,34.20298,33.04756,38.06782,35.65926,32.71065,33.95055,35.91219,31.6633,0
120,34.05985702,34.01297575,36.29452733,33.17636785,38.16432,34.46207,36.19738,37.95185,36.3577,29.53223,33.89865,33.33055,38.88366,33.79424,34.6923,33.54185,37.28594,31.91863,32.89089,31.93161,33.58572,32.95628,38.45466,36.10391,34.97155,32.60673,34.96437,32.4917,1
121,33.00615491,33.82037214,36.24134674,32.67289278,37.89326,33.48902,35.95822,37.83894,35.66904,30.73931,32.92747,33.43481,39.88423,33.72244,34.10249,32.96841,36.32164,29.59332,33.4158,31.93856,33.1972,34.04181,38.59671,36.17276,33.86867,32.91363,35.32464,31.5165,1
122,32.35167737,34.0923801,36.72413676,33.08085915,38.6275,34.58811,35.57778,37.93208,36.14594,31.40354,33.51605,33.31664,40.85133,34.42309,33.89975,32.68642,36.59053,29.14846,33.30076,32.08049,32.70356,34.51199,38.82133,35.71626,33.8288,33.56574,35.92776,31.66316,0
123,32.36952628,33.83857396,35.37948042,33.61117564,38.10011,33.80152,37.31285,38.54357,37.40439,28.4351,32.44127,34.12378,40.53052,34.47783,33.8765,32.78191,36.03239,29.47035,33.71729,32.3778,32.72872,35.0766,40.0326,37.42042,34.27348,32.49516,35.14896,32.5051,1
124,32.91010226,33.96427921,35.07102433,32.29040075,37.09323,34.98587,35.58455,38.62304,37.23294,28.58238,32.58635,33.37689,40.7537,34.41565,34.53951,31.97512,35.5678,29.57495,33.92214,31.72856,32.84141,34.77767,39.08968,35.79328,34.83143,33.64374,35.44295,30.94975,1
125,33.33006762,34.06602093,37.19706588,32.27666349,37.6336,33.47073,35.27319,36.66349,35.93924,26.98311,33.67953,33.77589,38.7725,34.10548,33.39244,33.52686,37.85229,30.19065,32.2143,33.44387,33.68684,33.31212,38.24017,34.69619,34.03698,33.24758,34.61598,31.19006,0
126,29.94252434,33.50491551,33.62020702,34.96286492,37.65101,32.7628,36.39522,37.39641,38.57577,25.11812,32.26271,33.77443,39.39497,34.41833,32.00622,32.70363,34.98491,31.98291,34.88724,32.07659,33.75565,35.26981,36.10601,36.43494,33.94682,32.98214,36.20999,30.84443,0
127,32.72542586,33.8887342,36.09577942,33.42356035,38.35865,32.82454,35.25033,37.27163,36.24462,29.02682,33.24528,33.16767,39.60746,32.75566,33.96775,32.61149,36.59868,30.15897,33.46722,32.24889,33.20784,34.78053,38.3034,36.40793,36.00277,31.79625,34.98042,31.69395,0
128,32.85729893,34.10302758,35.83447536,33.35598867,37.64952,33.8037,35.10438,37.13939,35.9131,34.74756,33.26542,33.45802,39.33762,34.3514,33.78892,33.0539,36.787,32.6678,33.25165,32.03672,33.72033,34.43155,38.79722,36.05558,34.06603,32.64737,35.08841,32.13149,1
129,31.46327029,33.51890507,34.76691972,34.27007127,38.79035,34.21747,36.74475,39.65987,37.41981,32.00544,31.70623,33.06156,41.92932,34.24519,32.33764,32.93885,35.26078,28.95648,34.90472,31.293,33.34748,36.19351,38.00517,37.00616,35.22453,33.03847,36.0492,33.00361,0
130,32.59074507,34.06247243,35.30944893,33.56043816,38.86848,33.44585,36.62095,37.91103,36.3777,32.24876,31.60972,34.13382,40.81756,34.39628,34.52728,32.10043,35.52357,31.48607,34.22024,32.61463,33.09985,35.39391,38.97909,38.35193,33.65036,32.48402,35.56573,32.3342,0
131,32.37722066,33.91777844,34.79771483,33.61220415,38.62162,34.23024,36.24571,38.14755,35.69918,32.58077,32.50038,33.58751,40.01496,34.18696,33.09986,33.11662,36.0275,30.97708,34.4611,31.44245,32.81314,36.0122,38.18595,37.50413,34.82605,32.99333,35.0858,31.96082,1
132,32.98720256,33.27142348,37.38277711,33.02325325,37.05952,31.90182,35.18898,37.3649,36.80287,31.41989,32.59903,32.93561,39.37661,32.32269,34.48022,33.32867,36.74495,30.21008,33.01587,32.6896,33.18185,33.87355,37.95916,35.60776,33.88669,33.47414,34.64061,32.07053,0
133,32.67373175,34.03163417,36.27143672,33.12673855,39.26052,33.74558,35.23417,37.26012,36.14337,29.15728,33.3283,33.64637,39.45282,33.7866,33.34832,32.92268,36.79048,27.86086,33.46743,32.68966,33.44969,33.71716,36.43474,33.80076,33.74211,33.48919,36.15955,30.87483,1
134,32.57286343,33.4155342,35.68912156,34.03352911,38.91987,35.18857,34.80641,37.75732,35.99004,27.39291,33.60599,32.94606,39.66945,34.26415,33.93227,33.85622,36.45352,28.45525,33.90977,31.57645,33.19499,34.05683,37.00075,33.77433,35.48092,33.54532,35.40653,29.4119,1
135,32.54476916,34.73713485,35.69153717,31.77915233,38.65278,31.1882,35.9774,39.07088,36.79901,35.74304,34.32061,34.06351,39.98164,32.34344,34.84678,34.03503,38.90838,32.9347,33.22314,34.23333,34.02696,35.25299,38.5874,34.0963,35.88396,32.03623,33.55522,30.21203,1
136,33.11933869,33.96198756,36.03825407,33.14150817,37.87763,33.84516,35.97261,37.53194,36.0752,30.91364,33.07951,33.62405,38.69,34.05954,34.10924,33.12564,36.77402,33.37263,33.06537,32.45119,33.56349,32.88194,37.87188,35.36712,33.74497,33.19547,35.21609,32.26589,1
137,32.51130056,34.35624968,36.0570704,32.8925538,38.7551,34.04153,36.12558,38.82542,37.4065,33.04862,33.98935,33.50037,40.65691,34.19458,33.88359,33.21226,37.065,31.75834,33.44637,32.97148,32.94755,35.73874,38.36105,36.69992,34.38284,33.05363,34.89206,32.21194,1
138,33.33904098,33.53487804,36.02968632,32.77407632,37.57177,31.76968,33.47895,38.59132,37.22373,36.09935,32.89709,33.65675,41.12685,34.31653,33.06144,33.39167,36.9981,32.03216,33.91448,33.77523,33.31859,35.82371,39.10554,37.32508,35.11894,32.59069,34.39477,31.8472,1
139,33.43647007,33.73669063,37.19872314,32.92969412,38.3032,33.68881,35.18529,36.78747,35.70274,24.79016,33.37258,33.79225,39.52535,33.56061,33.59812,33.43097,36.63263,29.60499,32.42465,33.23338,33.59804,32.75397,36.23115,34.97469,33.82559,33.79558,35.48779,32.10331,1
140,32.15157927,34.58959441,36.91324703,34.2412321,38.05036,35.22091,35.20877,37.17203,36.79803,25.53195,34.34369,33.15428,39.38996,33.81562,35.7451,33.07321,36.82525,32.06554,33.10362,32.72296,33.92306,33.80645,37.92024,34.49843,33.78216,32.55074,35.26739,32.94352,1
141,33.10846535,33.60687243,36.24694168,33.77063252,37.91295,32.44092,35.86324,37.37697,36.55958,29.6046,33.67402,33.38621,40.21623,34.09613,33.57529,32.72741,36.90906,31.39421,34.68291,33.07783,33.15418,35.48481,39.28865,37.19628,33.57369,33.81338,36.029,32.23903,0
142,32.64477295,33.96121664,35.96434316,32.03187541,36.30102,33.41492,34.87895,38.12101,37.9786,28.35517,33.742,33.16136,39.678,31.87125,34.19112,33.64364,37.95243,30.37841,32.24948,33.04827,33.48286,34.23082,38.65137,35.41404,35.65805,32.7817,34.52622,30.72246,1
143,32.00247333,34.25457625,35.90235283,32.15310428,37.12478,31.54766,35.68357,38.23392,37.68565,33.69813,34.12051,33.88527,40.23399,34.69677,34.05571,33.89106,37.51162,30.95017,34.56316,33.26381,33.08047,35.72883,40.062,38.1816,35.21328,33.43814,33.98146,32.94954,0
144,32.72091617,32.97733955,37.66287981,32.69979761,37.29073,32.29007,34.98847,37.20502,36.68392,30.74292,32.21947,32.63143,39.32918,32.09383,34.54009,33.35754,36.84141,30.09135,33.12001,32.72778,33.08811,34.00366,37.66251,35.457,33.3599,33.5372,34.2793,31.36942,1
145,32.49680104,33.82562706,36.57641025,32.40708232,37.25287,32.5362,36.71356,36.96187,37.37503,33.1141,33.69097,33.4987,38.43129,33.91201,35.48444,33.91546,37.48099,32.39775,33.46775,33.18109,34.38121,35.55054,38.42595,34.95969,33.64502,33.79259,36.27665,33.42649,1
146,32.71658648,34.18280199,35.91952769,32.67614938,39.0574,34.2641,34.52826,37.69354,36.53622,26.32531,34.03496,33.26544,39.71853,34.05801,33.81878,33.88523,37.81229,30.84218,32.7749,32.80846,33.27025,33.41359,37.11875,34.48205,34.28293,32.90719,35.15545,31.81819,1
147,33.03466381,34.03535238,36.96207317,32.94072226,37.12998,32.21942,34.66884,37.24146,35.81424,31.79455,32.85908,33.89463,38.08178,34.0173,33.84377,32.97068,36.64473,28.9013,32.41486,32.80751,33.37112,32.81393,37.89508,36.53612,34.17004,33.03152,34.51541,32.78187,1
148,32.99780044,33.00091765,34.48144706,33.1534069,37.15047,34.18125,37.34132,38.9145,36.21947,24.97191,33.11217,34.13204,40.26191,33.94758,33.98023,33.26579,36.1582,31.1985,34.10862,32.58552,33.01669,36.21928,38.28305,37.12621,35.38378,33.43866,34.61443,31.67908,1
149,33.96004522,34.35155087,36.24782699,33.6756914,35.00093,34.05259,35.71724,37.28679,36.30682,29.33017,33.348,33.90316,39.49519,33.53788,34.23232,33.28652,36.37985,27.73951,33.35491,34.47188,33.69714,33.48859,37.83624,34.77718,34.88776,33.47421,34.8468,33.42758,1
150,32.76983243,33.25755713,35.7889874,33.18774128,36.58449,33.85234,33.37711,39.41028,37.11162,32.22151,33.28117,33.28648,38.68688,35.55171,34.80997,33.47643,36.06082,31.24314,33.05121,32.57983,32.96196,32.37703,39.82783,37.04759,35.03465,33.96017,35.49047,32.42761,1
151,33.29799923,34.2631677,36.04309685,34.09291748,38.11065,32.50225,35.12542,38.34623,37.02225,29.20366,32.07378,33.22208,39.79477,34.00996,33.93533,33.0913,36.13747,31.60897,35.35126,32.13971,33.26041,35.30339,37.26663,35.09066,33.42502,33.04021,35.91755,30.37936,1
152,32.93188581,33.86694662,36.40662427,32.48168416,36.5278,34.08623,33.54175,38.46889,37.53952,31.61313,33.83778,33.81666,40.10703,34.72607,34.13971,33.55637,36.85509,30.45505,33.18268,32.92632,33.38305,36.02347,41.75615,35.60074,35.16721,32.10992,35.49509,32.57092,0
153,33.1375758,33.22163812,34.93638974,32.7781361,38.51488,34.69893,37.4675,39.12936,38.26389,33.69135,34.01584,33.54318,40.0918,34.41642,34.68556,33.45945,36.84917,30.57652,33.98415,32.59456,33.5293,35.14843,39.01142,33.84859,34.88632,33.77151,35.56649,32.64742,0
154,33.03339078,34.65195999,37.51786064,33.02478408,38.52523,32.11593,35.49321,37.17245,37.20148,35.85428,34.21106,34.15395,37.90273,33.49275,34.31271,34.54255,38.6934,34.40376,33.75387,34.35968,34.85888,31.64818,37.6327,35.15991,33.04185,33.93046,35.82599,33.25149,1
155,32.9659866,34.1825343,36.13613719,32.52432022,38.38029,31.92753,33.77525,38.85857,37.04837,33.21859,33.94058,32.88509,39.02669,32.88201,35.22764,33.86863,38.25746,31.80629,33.31125,33.55349,33.88353,34.2572,40.57686,37.19949,35.875,32.20036,34.11322,30.66794,0
156,33.65036423,33.82502875,37.20826269,32.98298534,38.17688,32.85074,33.99845,35.68467,35.10303,26.33714,33.38444,34.23417,37.86754,33.27345,33.74936,33.42085,36.4032,32.07741,31.84761,32.92793,33.90767,31.79752,35.13762,34.66138,33.33985,34.04882,35.52394,32.11148,1
157,33.25085216,33.91737962,36.58144824,33.3292746,37.65692,33.29502,36.33529,37.39093,36.76719,31.02566,33.06941,33.48296,39.65475,34.23953,33.7917,33.44695,36.62402,29.87202,33.07514,33.24595,32.932,34.74626,37.76297,35.40135,35.04253,32.99442,35.09746,32.08989,0
158,32.0455454,33.74156855,35.97447477,33.54357175,38.28107,34.26541,35.861,37.18571,35.8062,28.81243,31.83163,33.36498,40.0207,34.28565,34.12747,31.9591,35.43727,29.87005,33.18932,31.51756,33.07093,34.07464,37.92876,34.60709,33.98799,33.4191,35.36205,30.90626,0
159,32.52778455,34.31917283,37.05275704,33.21599261,37.33006,33.62865,35.84578,37.62557,35.61646,24.67455,31.65637,33.19219,39.71967,33.01284,32.60964,31.79574,35.27898,28.16886,32.94445,32.53884,32.77924,32.78031,37.75184,36.14127,32.70201,32.47974,35.27299,31.3271,1
160,33.00164715,32.94455876,34.77380338,33.70913229,37.521,33.59523,35.1406,37.81268,36.11635,34.23098,32.52595,33.4204,42.01881,33.63283,31.85619,28.71806,32.62036,33.17053,34.40947,30.39399,31.17031,38.01495,38.50589,38.29856,33.02982,32.08699,35.30551,30.96515,1
161,31.99470197,34.20067712,36.31556547,32.84733637,37.16699,34.0452,35.78831,36.71779,35.93317,30.58312,33.09685,33.43809,39.09767,33.48693,33.20383,32.17143,36.12823,31.61106,33.07861,32.36573,33.25172,33.4044,37.34648,35.62121,32.98159,32.82853,35.3652,32.85534,0
162,33.44453189,34.49627473,36.36490322,33.13121156,38.39118,32.72194,35.47579,37.79787,36.95583,29.31864,33.51075,33.0237,40.74098,33.34108,34.75862,33.51643,37.1176,31.092,33.40566,33.21121,32.81194,34.70762,39.22768,35.92909,35.36972,33.38039,34.53701,32.2787,1
163,32.98192247,34.35774653,36.56121797,32.98998278,38.61251,32.84912,34.28371,38.29725,37.13106,29.47928,32.60522,33.12043,39.88952,33.08606,34.57894,32.79605,36.95032,31.20474,33.8843,32.44673,33.58067,34.52436,38.97469,35.95555,34.27262,32.94056,34.99853,31.52947,0
164,33.58061737,35.28765469,37.8340408,32.92721606,37.85943,31.25195,34.06346,36.1411,35.35606,30.92269,33.70773,34.39027,37.93694,33.87111,33.91579,33.91813,37.61499,30.60007,32.87298,33.7194,34.46663,32.06448,37.14875,34.59289,34.90054,33.64906,35.39645,33.03129,0
165,31.41524976,33.30143884,34.61780764,34.32398963,38.52064,34.33714,36.83428,38.64375,35.2008,29.73626,32.07414,33.55807,39.66354,34.79205,33.66696,31.6762,35.90204,29.61807,34.23934,30.8537,32.43318,33.39907,36.988,35.52423,34.89301,33.36062,35.89639,31.4547,1
166,33.45471556,33.89005313,35.93747831,34.04725434,36.79424,35.8256,35.98797,38.22021,36.78351,29.25735,33.12226,33.68501,39.39239,34.99658,34.22484,31.8792,36.54647,29.37773,33.1809,33.21443,33.54304,33.86754,39.82475,36.75644,35.67458,32.70412,35.3865,32.71924,0
167,33.12604094,34.50897688,36.77593342,32.85747964,38.9794,33.39628,35.54696,35.88066,35.49029,31.88843,33.26335,33.56888,39.24024,33.70966,34.03866,33.74188,36.7019,28.95483,33.64794,32.08977,33.66378,33.34774,37.06388,35.52339,33.77323,33.66058,35.41691,32.5293,1
168,32.64360727,34.33880525,36.03126363,32.52294843,37.19439,33.68875,35.97294,37.41285,36.77642,30.02102,33.48067,32.91388,37.29937,32.16326,34.3962,33.65767,36.36035,30.39687,32.98248,32.25236,33.73695,32.44591,37.76298,35.42411,34.33944,33.11623,35.74621,33.338,0
169,32.67583033,33.38826874,35.56498488,33.92076518,36.77437,34.13628,35.79763,37.68055,36.07971,28.74127,32.40496,34.02893,39.82711,34.1437,34.66261,32.30921,35.36049,27.44097,33.77628,32.01984,33.40865,31.73952,38.02661,35.227,34.54417,33.81385,35.72302,32.18815,0
170,33.14282355,34.08720445,35.47645613,32.76569397,37.10062,33.24008,35.25357,37.95486,36.42849,31.65615,31.53562,33.34004,39.66196,34.14801,34.46453,32.42968,37.57667,31.16132,33.68802,32.62659,32.99812,34.42627,38.85948,35.84413,34.78178,32.52777,34.66026,31.28225,1
171,32.87290551,33.85704222,35.86418489,32.93146682,38.47459,34.04123,34.16276,36.79453,37.11077,30.90701,32.78918,33.98086,37.90493,33.86803,32.90698,33.41274,36.96615,31.35021,33.35368,32.801,33.5221,33.54502,37.36648,34.79756,33.60998,31.87314,35.00751,31.90567,0
172,32.44177064,34.03366117,36.20943496,32.93145497,37.43979,33.02422,35.39727,37.73997,36.40161,32.83083,33.885,33.27459,39.3616,33.51794,34.07357,34.26713,35.96517,31.98922,34.14496,32.32207,33.59191,36.2489,38.24973,37.35754,34.5018,32.82055,35.40778,32.28514,0
173,33.94238588,34.14934208,36.5395243,32.71803867,38.36265,33.07225,34.91963,36.7943,35.89901,35.78229,34.06649,33.72058,40.55115,33.5573,33.49522,33.38382,36.79856,31.82695,32.31389,31.78659,33.60608,33.26634,39.99646,35.70811,34.77624,33.21663,34.87844,32.32059,0
174,32.97548931,33.99254508,36.7630485,32.2260695,37.04234,33.49258,36.20682,36.90924,37.1838,30.22521,32.87159,33.56291,40.32061,33.84841,34.25966,33.75391,36.72289,30.41775,32.83231,33.27873,33.36457,32.46139,39.38016,37.12325,33.82182,32.9574,34.99687,31.49184,0
175,32.80929808,33.77233159,35.07321574,32.8677124,37.81606,33.90471,36.34133,38.73875,36.06747,23.18001,32.52136,32.86948,38.60704,33.56764,34.55719,32.23931,36.52887,31.34742,33.43537,31.87428,33.15523,35.20028,37.67237,35.3029,34.73828,32.54517,34.63635,30.98642,0
176,32.60376865,34.13394031,35.31861247,33.84387246,39.13826,33.62978,35.75912,37.34151,35.52103,34.47504,33.95702,33.8451,40.72712,33.58214,32.45672,32.89218,37.99666,30.11854,33.45578,32.12573,33.34867,36.50807,35.15898,34.57504,35.39631,32.93248,35.12781,31.79913,0
177,33.61970136,32.37332982,35.77171067,32.51996749,35.86338,31.25871,37.02994,38.7108,36.75353,32.12763,33.33663,32.98942,37.17384,33.1042,33.2721,33.35177,34.65038,31.17902,32.33496,34.27276,32.16275,33.97705,38.85295,32.38354,32.04003,32.62658,33.78873,31.66344,0
178,33.3168105,34.11884255,36.0080906,33.11520938,37.9134,32.66502,35.47039,38.35448,35.94739,29.04315,32.19001,34.30048,39.93517,33.80118,33.8846,32.93922,36.77314,33.02287,33.26864,32.92305,34.01015,34.85694,37.96021,36.65499,33.34126,32.81059,35.24316,32.39461,1
179,33.0467821,33.83379591,37.00893561,32.89515069,37.9687,33.57688,33.76634,36.74006,35.82772,29.64267,33.70517,32.81197,40.53717,33.51366,34.12416,32.5942,36.08937,31.14709,33.53102,31.8716,33.23246,34.24055,37.24924,36.84744,34.98283,34.0481,35.60526,32.34561,0
180,32.17004209,33.73976419,35.93781151,33.40452558,38.75226,32.10887,33.23928,37.84644,37.90058,33.21729,33.70532,33.43997,40.83245,33.6789,35.09726,32.98728,36.87734,34.94678,33.56852,32.47268,32.81781,35.9962,38.54211,37.23935,33.82151,33.82576,35.13995,30.34566,0
