,ACPP,FOLH1,FRAT1,FRAT2,ICOS,ICOSLG,ITK,MTCP1,NFATC1,NFATC2,NFATC2IP,NFATC3,NFATC4,PATE1,PATE2,PATE3,PATE4,PDCD1,PDCD1LG2,PMEPA1,PRAC1,PRAC2,PSCA,PTCRA,STEAP1,TAL1,TAL2,TCF7,TCF7L1,TCIRG1,TCL1A,TCL1B,TLX1,TLX2,TLX3,WT1,WTAP,WTIP,Y
27,24.64326427,34.36908,25.10956,22.82728,27.75374,31.12195,31.39673,34.24013,33.65387,33.58505,32.45591,33.12805,32.71211,21.50007,21.18392,21.16984,21.28552,30.07057,28.316,33.68763,21.11579,21.05495,21.94579,21.95682,29.84171,32.43181,24.16529,31.61843,31.29815,33.66296,21.65301,21.31325,21.06706,21.09375,21.21067,31.78236,33.73112,32.71883,0
28,30.9351092,34.39035,22.86623,25.05312,31.23293,30.40677,33.80777,32.60798,31.68159,31.72112,32.00771,35.44608,31.31716,21.50007,21.18392,21.16984,21.28552,29.8439,30.64333,31.93563,21.11579,21.05495,21.94579,21.95682,25.33625,29.50517,21.52616,31.88169,30.43273,34.64931,21.65301,21.31325,21.06706,21.09375,21.21067,30.92182,32.37297,29.41276,0
29,32.34716547,32.6664,25.56447,27.22696,29.92254,31.09657,34.07433,30.4684,33.52694,33.82196,32.89799,32.8613,32.76207,30.10012,21.18392,21.16984,26.99803,30.20721,28.90185,32.99384,21.11579,21.05495,21.94579,21.95682,30.68455,30.10535,21.52616,32.9122,32.34485,35.11808,27.96125,21.31325,21.06706,21.09375,21.21067,25.36349,33.20398,30.62748,0
30,30.34095923,31.68573,26.8486,24.5225,30.76214,30.47481,33.74615,31.91346,30.67216,32.2004,32.08549,33.66386,30.68832,21.50007,27.45466,26.08148,24.25506,29.86614,31.11171,31.97459,21.11579,21.05495,21.94579,26.12527,29.69052,29.52789,27.62552,31.94984,30.72915,33.86585,26.39589,21.31325,21.06706,21.09375,21.21067,31.10593,33.75955,31.50668,0
31,29.50032378,31.99691,22.86623,22.82728,23.66478,30.07743,25.17366,33.91455,32.04257,31.7521,31.96449,33.43656,32.68845,21.50007,21.18392,21.16984,21.28552,22.59372,29.7712,32.8448,21.11579,21.05495,31.8233,21.95682,28.71788,30.07428,30.19224,32.02527,33.53613,32.24296,21.65301,21.31325,21.06706,21.09375,21.21067,34.19234,31.24236,30.45039,1
32,30.67176198,32.39946,26.07772,25.97182,26.91928,31.10821,33.55992,32.33114,31.87234,31.47899,32.52221,33.02864,32.40636,21.50007,21.18392,21.16984,21.28552,30.81539,29.27255,32.27511,21.11579,21.05495,28.97013,28.21544,28.83163,29.97408,21.52616,33.04969,31.19566,34.66625,26.74407,21.31325,21.06706,21.09375,21.21067,31.05222,32.44799,33.26972,0
33,24.64326427,32.09335,22.86623,27.02146,27.79819,30.68094,32.47137,33.58868,32.09329,32.14543,31.99268,34.85106,32.20419,21.50007,21.18392,21.16984,21.28552,30.62645,28.3901,32.66727,21.11579,21.05495,21.94579,21.95682,31.88431,30.07149,27.06641,31.89897,31.86808,33.75872,21.65301,21.31325,21.06706,21.09375,21.21067,22.9094,33.19057,30.80828,0
34,30.06090827,32.39468,24.62664,22.82728,30.77692,27.73076,32.03304,32.42235,31.34049,31.71609,31.2178,33.24666,28.24612,21.50007,21.18392,21.16984,21.28552,28.00123,28.335,31.53085,21.11579,21.05495,21.94579,21.95682,30.23043,25.72735,26.90743,32.32745,31.9564,31.67421,21.65301,21.31325,21.06706,21.09375,21.21067,32.79635,33.80875,32.27869,0
35,31.87469517,34.04607,26.16178,26.72689,25.14868,31.27528,31.98796,33.03447,31.16251,32.07726,32.3882,33.74436,31.03704,21.50007,21.18392,21.16984,21.28552,26.84588,28.68741,32.6049,21.11579,21.05495,28.64522,27.71478,30.01188,28.98268,21.52616,30.5157,31.29733,34.44751,28.13526,21.31325,21.06706,23.34639,21.21067,27.87294,33.94238,32.36175,1
36,28.58591801,34.31763,24.80261,22.82728,29.02445,31.22083,31.82931,34.79903,30.69454,32.17266,32.82575,34.13505,31.68886,21.50007,21.18392,26.7093,27.28055,28.98385,29.60928,35.39935,21.11579,21.05495,21.94579,21.95682,31.99501,28.93434,21.52616,30.31763,29.20063,34.64362,21.65301,21.31325,21.06706,21.09375,21.21067,30.76719,32.92092,29.97567,1
37,24.64326427,33.27686,26.62607,27.98742,30.58314,29.45921,32.09439,33.52336,32.25719,30.72017,32.62206,32.02579,33.16044,21.50007,21.18392,21.16984,21.28552,32.82434,30.63914,31.8567,21.11579,21.05495,21.94579,21.95682,28.72516,29.83153,21.52616,32.34482,29.83021,34.53337,21.65301,21.31325,21.06706,21.09375,21.21067,31.33108,32.7034,33.0552,1
38,30.39512621,32.24338,22.86623,22.82728,27.53375,31.14449,31.7705,34.09094,30.78319,31.74575,31.40595,34.45925,31.48371,21.50007,21.18392,21.16984,21.28552,30.72724,28.96247,34.76796,21.11579,21.05495,21.94579,21.95682,32.47271,28.90186,21.52616,31.09693,31.26177,33.09063,21.65301,21.31325,21.06706,28.42354,29.22178,29.6625,33.73339,32.49561,1
39,28.81001353,32.91402,27.96756,27.40736,23.66478,30.49151,30.50007,31.89973,31.14282,31.70804,32.02577,34.0692,32.02716,21.50007,21.18392,21.16984,21.28552,27.20819,28.84523,34.10259,21.11579,21.05495,21.94579,29.63292,30.8364,29.27688,28.26567,31.6245,29.82294,33.90484,21.65301,21.31325,21.06706,21.09375,21.21067,31.91604,32.44401,32.85552,1
40,24.64326427,26.59942,22.86623,29.85193,23.66478,31.74924,25.17366,31.1642,31.49025,31.8994,32.24315,32.54081,29.42873,21.50007,21.18392,21.16984,21.28552,22.59372,22.22978,30.17126,21.11579,21.05495,21.94579,21.95682,30.54218,24.23337,30.59104,32.08813,30.1238,32.14726,21.65301,21.31325,21.06706,21.09375,21.21067,31.03203,31.83336,31.45894,0
41,24.64326427,32.95037,26.36603,25.84599,29.75494,31.01094,32.04043,33.78569,31.62889,31.13655,31.39878,34.29372,32.09196,31.89917,21.18392,21.16984,21.28552,27.8963,30.08058,32.51827,21.11579,21.05495,29.0664,21.95682,30.21031,27.29622,21.52616,31.48997,31.52906,33.5949,21.65301,21.31325,21.06706,21.09375,21.21067,31.09243,33.23834,32.13529,0
42,31.86680182,34.44272,26.19938,26.37823,23.66478,31.53774,31.4208,32.86678,30.40588,31.0795,31.00495,33.80295,30.66985,21.50007,21.18392,21.16984,21.28552,30.21102,28.73913,32.47168,21.11579,21.05495,21.94579,21.95682,25.33625,27.36784,21.52616,31.37383,29.58557,34.27869,21.65301,21.31325,21.06706,21.09375,21.21067,22.9094,33.57693,23.23596,1
43,29.68597574,33.33329,26.69195,27.62631,26.93191,32.06843,31.84712,33.0731,33.56265,33.44431,32.69279,32.926,31.27421,21.50007,21.18392,21.16984,21.28552,31.11647,22.22978,33.88655,21.11579,21.05495,21.94579,21.95682,31.51462,24.23337,25.99655,32.33609,30.41386,35.17196,21.65301,21.31325,26.33985,21.09375,21.21067,29.80824,32.30804,30.61274,1
44,30.14575327,34.61438,24.30574,26.4209,27.94297,30.98165,32.30087,33.01994,31.21986,32.16143,30.57224,33.65728,31.89194,21.50007,21.18392,21.16984,21.28552,29.69908,27.24784,32.08699,21.11579,21.05495,21.94579,21.95682,30.40443,29.56273,27.98322,31.1953,30.66625,33.28736,21.65301,21.31325,21.06706,21.09375,21.21067,32.83073,33.41527,30.7692,0
45,28.92783496,35.45526,25.68227,26.12917,28.69555,32.42834,33.11558,31.91113,31.73194,32.45391,32.0876,33.13392,30.84594,20.39846,22.87281,22.53005,24.23049,31.17064,29.16936,33.27546,20.92977,20.97631,20.05889,23.74832,27.69023,28.04417,24.50239,31.3727,29.1949,35.11452,20.34962,20.83896,20.81345,20.74443,20.94977,27.19796,33.63024,29.27373,0
46,29.38887896,32.73331,27.59975,27.38682,29.53865,31.25343,34.41664,31.50946,32.73767,32.65793,32.77712,32.72766,31.31755,21.03956,20.98689,21.03643,21.03226,32.35682,30.00478,32.78721,20.98438,21.04606,23.4555,27.01708,29.94921,30.03072,27.93986,31.32621,30.66485,35.35855,25.48455,20.9865,21.02762,21.01461,20.94013,28.29555,33.1617,31.42608,0
47,28.93945855,28.68673,27.04722,25.72231,26.97989,29.92735,31.35853,31.41728,32.70736,32.35045,32.11248,33.28598,33.46973,27.68173,26.82073,21.03643,24.28986,29.20403,28.36962,32.57286,29.31901,21.04606,32.2367,21.16929,30.92385,28.89088,25.12446,31.44585,32.94304,33.74249,21.11217,20.9865,21.02762,21.01461,20.94013,30.97992,33.09991,33.64136,1
48,29.09429057,33.47738,25.54348,26.21161,28.63732,31.17668,31.6146,33.09342,31.11191,31.81818,32.04474,33.75445,30.22421,21.03956,20.98689,21.03643,21.03226,29.11575,29.89197,32.2615,20.98438,21.04606,20.98587,21.16929,31.31534,28.17986,30.4949,31.54326,30.17061,32.88918,21.11217,20.9865,21.02762,21.01461,20.94013,24.04022,33.16939,30.57778,1
49,32.68145442,30.68092,27.32012,27.47635,26.24301,30.86881,31.79608,31.45807,31.94622,32.23029,32.22545,32.68857,30.91375,25.02981,20.98689,23.39853,26.22553,29.79875,28.67238,30.88338,20.98438,21.04606,24.51564,25.56299,32.21722,24.84234,21.32133,31.82403,29.72905,35.73511,27.26047,20.9865,21.02762,21.01461,23.91171,34.74902,33.92844,32.56195,0
50,27.05954162,34.38404,24.69965,26.36975,28.89676,30.93231,32.93365,33.57205,31.37046,32.59784,31.92535,33.00982,32.22778,22.39341,20.82256,20.77313,25.4707,31.96146,29.79572,32.78975,20.92977,20.97631,20.05889,26.97006,30.2881,29.16937,24.2726,31.14913,29.96224,35.12292,20.34962,20.83896,20.81345,25.31573,20.94977,32.15417,31.73508,33.0452,1
51,29.60579172,32.76016,25.32753,25.49969,30.40634,31.3254,33.80554,31.50172,30.79763,33.01078,33.54234,33.23015,31.98338,21.03956,20.98689,21.03643,21.03226,32.59197,30.05324,33.44017,20.98438,21.04606,20.98587,28.42942,30.33811,23.41685,21.32133,30.06017,30.21138,36.5427,21.11217,20.9865,21.02762,28.25548,20.94013,33.14215,33.39991,32.4375,1
52,28.7818055,33.51952,25.12772,24.81819,29.30444,31.09307,28.97034,32.15334,31.1417,31.21413,31.74909,34.05596,31.46635,21.03956,20.98689,21.03643,21.03226,24.63155,24.44853,32.92606,20.98438,21.04606,24.51837,24.6936,31.65952,29.8261,28.92609,32.27172,32.00402,33.34457,21.11217,20.9865,21.02762,21.01461,20.94013,24.8496,32.61958,31.68855,1
53,26.19157754,33.02141,20.93823,21.38095,30.81618,30.76264,33.50931,33.75225,31.43079,31.408,30.27265,34.80217,32.54994,21.03956,20.98689,21.03643,21.03226,24.20233,30.63361,31.79895,20.98438,21.04606,24.96079,21.16929,30.75922,28.86295,21.32133,32.72817,32.17134,32.80581,21.11217,20.9865,24.44435,21.01461,20.94013,33.90739,32.22515,30.025,0
54,29.52552268,31.62742,26.6454,26.96881,27.94252,31.72403,32.92164,32.25113,31.7601,32.06381,32.32214,32.75946,32.1148,23.72807,26.49417,21.03643,21.03226,29.65385,29.26862,33.25402,20.98438,21.04606,20.98587,27.35559,30.21063,29.60449,21.32133,31.35288,30.35509,35.66307,21.11217,27.21103,21.02762,25.97124,20.94013,26.17021,33.21889,31.55894,1
55,27.47587034,34.11753,23.88318,21.38095,29.89284,29.62515,29.68351,35.91798,31.37209,32.48652,32.43406,34.85266,34.45127,21.03956,20.98689,21.03643,21.03226,30.42013,21.81965,32.90565,20.98438,21.04606,20.98587,21.16929,31.68674,30.56583,21.32133,31.87133,33.3988,32.99843,21.11217,20.9865,21.02762,21.01461,20.94013,25.51628,32.96877,32.37576,1
56,31.80474558,27.73024,26.87255,28.73008,28.19755,28.98595,33.50334,31.67334,33.61872,33.22029,32.64717,32.78372,31.47957,29.27281,23.1548,21.03643,21.03226,30.87393,30.36177,31.92376,20.98438,21.04606,26.98631,26.87888,29.57763,30.27703,27.01893,32.10198,32.01692,35.54111,21.11217,20.9865,21.02762,23.40046,20.94013,25.897,31.81104,33.20486,1
57,31.00249553,32.34375,26.3296,26.1861,28.91818,32.04594,33.09912,31.94195,32.10442,32.85139,31.78129,33.39135,29.54133,23.35186,20.98689,21.03643,21.03226,31.23039,30.49461,32.0478,20.98438,21.04606,20.98587,26.84527,25.97831,27.06363,21.32133,31.53277,29.42466,35.2062,27.7829,20.9865,21.02762,23.44117,20.94013,32.85688,33.14284,32.71038,1
58,31.76351991,32.17052,25.85922,27.03514,27.68604,28.79284,29.35632,31.68454,31.01168,31.26746,31.87517,34.06748,30.71351,20.39846,20.82256,20.77313,25.2874,26.60772,25.99981,29.96536,20.92977,20.97631,20.05889,19.47125,30.23248,31.20625,28.57662,31.39367,30.61315,33.35209,20.34962,20.83896,20.81345,20.74443,20.94977,19.27073,33.14833,33.0788,1
59,26.96882919,32.5002,25.60341,24.76693,29.64713,29.74901,35.58195,32.78494,32.41332,33.50242,32.04746,32.80513,31.11105,24.52444,20.82256,20.77313,20.6434,32.37419,27.07037,33.18106,20.92977,20.97631,20.05889,19.47125,29.35111,25.59501,26.33797,32.63387,29.87452,34.48588,25.04643,20.83896,20.81345,20.74443,20.94977,30.40926,33.26288,32.56501,1
60,30.34532981,34.54577,25.47022,21.38095,28.55026,31.6952,32.33951,32.81407,31.57291,31.56261,32.09708,33.60596,31.75725,28.19807,20.98689,21.03643,24.71895,29.7828,29.64255,32.25544,26.47485,21.04606,20.98587,27.02456,31.24751,28.01941,28.35958,31.80001,31.20215,33.83658,21.11217,20.9865,21.02762,21.01461,23.88126,29.93966,33.72753,31.56736,0
61,30.78210931,34.86623,25.44763,27.2861,21.23672,31.70114,31.05138,33.42582,32.81198,32.95273,31.67983,32.39138,32.48954,25.50179,27.08612,21.03643,21.03226,28.16292,30.61455,34.95256,20.98438,21.04606,24.96876,21.16929,32.23813,30.00437,21.32133,32.85716,30.28253,35.33361,21.11217,20.9865,21.02762,21.01461,20.94013,23.95603,33.12217,33.21822,1
62,29.95776442,33.94944,20.93823,24.33051,29.39108,30.66397,30.48254,33.00262,32.06319,31.59717,32.621,33.16347,29.74832,21.03956,20.98689,21.03643,21.03226,28.70242,29.51684,32.96509,20.98438,21.04606,29.20533,21.16929,29.32646,30.63315,29.25559,31.9971,30.50496,33.58788,21.11217,20.9865,25.59154,21.01461,20.94013,24.84135,34.93223,32.34437,0
63,27.63113484,32.63387,27.74889,24.51501,29.30277,31.57536,33.99281,33.70315,31.74345,32.62759,31.8933,33.04669,31.33668,21.03956,20.98689,21.03643,21.03226,28.24681,21.81965,33.43534,20.98438,21.04606,20.98587,21.16929,31.2574,29.8839,21.32133,32.10999,31.13303,34.40306,21.11217,20.9865,21.02762,21.01461,20.94013,27.64571,33.10562,31.22725,1
64,27.12362856,32.99007,24.19171,25.62427,28.57215,31.46475,32.24192,32.27291,32.10396,32.59284,32.18172,33.48399,33.6248,27.08657,20.98689,21.03643,25.00151,26.78839,30.3521,34.32774,20.98438,21.04606,23.64561,21.16929,30.3455,30.52605,25.94687,32.23797,31.37361,34.41608,21.11217,20.9865,21.02762,26.27299,23.54295,33.0122,32.54793,32.35504,1
65,29.20530773,32.42481,24.91997,25.11726,27.98822,31.62518,31.56687,32.37453,31.8921,31.84079,31.96423,33.15948,31.05505,21.03956,20.98689,23.68858,21.03226,25.86686,28.90404,31.85178,20.98438,21.04606,23.50528,21.16929,32.05783,28.76621,29.9477,31.38734,30.65402,33.31948,21.11217,20.9865,25.23473,21.01461,20.94013,21.27774,32.90285,30.57303,0
66,26.32416708,31.62796,23.71546,26.15288,23.95818,30.58459,31.97846,31.03236,32.10538,31.83091,33.31787,33.31753,31.8134,21.03956,20.98689,21.03643,21.03226,26.744,30.31495,32.9157,20.98438,21.04606,20.98587,21.16929,31.17964,30.14758,21.32133,31.70565,30.94516,33.58594,21.11217,20.9865,21.02762,21.01461,23.56109,23.98585,32.46724,32.96334,1
67,30.19376621,35.6532,24.86068,22.04595,26.47108,33.33913,29.41722,32.44566,31.38439,32.01054,32.21734,33.95217,31.47942,26.85746,20.82256,20.77313,24.72929,27.69729,27.35659,32.97827,20.92977,20.97631,20.05889,19.47125,30.54354,30.02701,28.11718,30.94947,30.85468,32.33514,20.34962,20.83896,20.81345,23.91701,20.94977,23.62585,34.33529,32.91876,1
68,28.3235149,31.96556,24.54325,23.51904,30.60592,31.04981,34.08232,32.01207,31.12796,33.72559,32.82709,33.08124,28.62128,21.03956,20.98689,21.03643,24.69682,32.38811,30.40607,29.36731,20.98438,21.04606,29.63463,27.30878,28.13433,27.35753,21.32133,31.71469,28.84886,36.22326,21.11217,20.9865,21.02762,21.01461,20.94013,28.30909,32.11282,31.19171,1
69,28.46444386,33.3246,27.26185,26.66257,28.06327,31.84736,34.2467,30.78661,32.32308,33.1964,32.90435,31.58482,33.67641,21.03956,20.98689,21.03643,21.03226,30.84612,29.40354,33.65547,20.98438,21.04606,20.98587,29.32379,31.22769,26.22307,25.57594,33.3553,31.54466,36.60927,30.71347,20.9865,21.02762,31.07757,24.02571,26.23231,32.88282,30.89439,1
70,29.48401629,28.17706,28.80071,28.58829,27.51025,30.12387,31.03323,30.17472,31.77667,32.11667,33.24877,34.19251,32.11145,20.39846,20.82256,20.77313,20.6434,31.23959,28.4982,32.38015,20.92977,20.97631,20.05889,24.94857,29.80823,28.26774,19.11857,31.31005,34.88199,34.92712,27.53423,20.83896,20.81345,20.74443,20.94977,26.98912,34.60887,33.10266,1
71,27.85765063,29.60857,26.03354,26.72435,27.86617,30.54648,31.94358,31.15474,32.72398,31.99207,31.3901,33.93749,31.60422,20.39846,20.82256,20.77313,20.6434,27.1733,30.3787,32.2205,20.92977,20.97631,20.05889,24.32598,31.69268,27.73111,25.95491,31.01169,30.4884,35.1511,20.34962,20.83896,22.66796,20.74443,20.94977,19.27073,33.35154,32.15852,0
72,30.39493684,33.34028,27.67735,27.05019,25.70593,31.61133,30.28064,33.00114,32.4504,31.66828,33.2859,31.74669,32.65872,21.03956,20.98689,21.03643,21.03226,30.80621,28.37953,33.24227,20.98438,21.04606,26.95067,21.16929,28.93649,28.98922,29.6262,31.89085,32.26925,35.3327,21.11217,20.9865,21.02762,21.01461,26.77731,27.55162,31.90716,31.77297,1
73,32.33901391,32.92926,25.72974,21.38095,24.52871,31.75813,24.89634,32.63894,30.99657,31.37227,31.43506,33.82938,32.17236,31.60851,20.98689,27.7493,29.68846,31.45789,28.73804,33.6834,20.98438,21.04606,20.98587,21.16929,31.95063,23.29404,21.32133,32.66624,31.86995,33.83477,21.11217,20.9865,21.02762,21.01461,20.94013,25.42546,33.78291,20.96865,1
74,28.86304251,33.06345,27.01007,26.04887,29.6668,30.66874,33.70541,33.049,31.0952,33.13573,31.98414,33.47557,30.24651,21.03956,20.98689,21.03643,25.45279,30.96542,30.95525,32.56533,20.98438,21.04606,20.98587,27.33286,30.1719,25.96829,26.71679,32.80164,29.33601,34.68351,27.12211,20.9865,21.02762,21.01461,23.93251,30.2029,33.49284,29.55205,0
75,28.86445342,35.54401,25.317,27.58009,24.04232,30.56122,29.95594,34.0432,31.28979,32.25387,32.4778,33.28314,32.97533,20.39846,20.82256,20.77313,20.6434,26.35792,29.65394,33.94816,20.92977,20.97631,30.06801,25.08813,32.91422,30.70262,19.11857,30.78635,31.26892,35.12306,20.34962,20.83896,20.81345,20.74443,20.94977,28.86254,31.83554,30.49411,1
76,31.41850033,30.52566,28.30988,27.90149,27.85098,29.23872,32.9912,31.46762,32.6392,32.24975,32.2276,33.43293,32.14389,20.39846,22.50753,20.77313,24.36119,27.734,28.95098,32.05437,20.92977,20.97631,26.78842,25.59225,29.85198,30.80354,19.11857,32.43662,31.74176,34.91588,20.34962,20.83896,20.81345,23.86574,20.94977,26.33568,32.6219,33.79403,1
77,23.81037249,34.88887,20.93823,28.53057,24.17727,29.66097,32.45693,33.3075,30.4897,31.43233,32.31029,32.96794,30.82985,21.03956,20.98689,21.03643,21.03226,32.64106,30.53004,34.21952,20.98438,21.04606,20.98587,21.16929,27.686,31.2021,21.32133,33.23974,31.14941,33.96754,21.11217,20.9865,21.02762,21.01461,24.5981,31.45605,34.21198,33.16377,1
78,30.50196482,30.91652,27.23155,26.55231,27.66844,29.54866,30.30816,32.36545,31.65084,31.67693,31.82967,33.59066,31.17307,21.03956,20.98689,21.03643,21.03226,25.5487,29.69833,32.61791,20.98438,21.04606,20.98587,26.54209,29.62359,28.71065,27.62134,30.75608,30.3475,34.11777,21.11217,20.9865,21.02762,21.01461,20.94013,26.32075,31.9567,31.51508,0
79,24.68537088,32.20323,25.06854,25.75561,25.92346,30.02845,31.62911,32.62944,32.03385,31.90424,32.83296,32.51777,36.32668,25.79648,20.82256,20.77313,20.6434,28.51578,31.89871,35.015,20.92977,20.97631,27.74339,27.90456,32.92172,26.80851,19.11857,31.54302,33.54276,35.03133,26.19655,20.83896,20.81345,24.89999,20.94977,29.86794,31.89415,30.47287,0
80,27.16748183,33.64929,27.79529,26.45331,26.56504,32.18403,31.05336,33.30473,32.92551,32.99587,32.40371,33.55307,33.09716,25.53478,25.05143,22.91735,20.6434,27.99781,27.58031,34.48831,20.92977,20.97631,25.73138,24.41268,30.21749,32.62553,27.25285,31.25072,31.71976,34.03611,23.10629,25.26639,20.81345,20.74443,20.94977,28.88297,32.68689,31.97258,1
81,33.83331945,34.82529,23.83439,21.38095,25.9719,31.02643,26.33408,33.33877,31.8302,30.98643,31.53724,34.60644,32.41972,30.10516,20.98689,21.03643,23.97626,30.57549,31.05122,27.91325,20.98438,21.04606,20.98587,21.16929,30.63996,23.67965,21.32133,32.17821,31.39086,29.6516,24.05654,20.9865,21.02762,21.01461,20.94013,32.17952,31.70563,33.3075,1
82,20.75960849,32.95183,20.93823,21.38095,27.30324,24.21675,29.98727,33.02828,28.74006,31.52116,32.74708,34.63922,31.46833,21.03956,20.98689,21.03643,21.03226,29.8166,21.81965,30.11388,20.98438,21.04606,20.98587,21.16929,30.31411,20.71618,21.32133,31.5861,29.52602,31.21479,21.11217,20.9865,21.02762,21.01461,20.94013,28.2777,34.79074,29.93386,0
83,30.79696417,32.83649,25.6869,26.71297,26.89665,30.99684,31.55769,33.35043,31.59553,32.00301,32.27608,33.3972,30.94825,21.03956,20.98689,21.03643,21.03226,30.32284,28.81111,32.36155,20.98438,21.04606,25.13478,27.49733,30.44471,27.8096,28.04897,30.49605,29.32689,35.13859,24.29137,20.9865,21.02762,21.01461,20.94013,29.28704,33.17874,28.91574,0
84,29.46613386,33.6083,27.07807,26.57898,28.36143,30.34054,32.96486,32.90213,31.64254,32.42925,31.7039,33.94534,31.09972,21.03956,20.98689,21.03643,25.17287,28.93127,29.49699,32.69222,20.98438,21.04606,20.98587,26.97949,30.90513,29.49626,27.49842,31.54568,31.50469,33.66156,26.18801,20.9865,21.02762,21.01461,20.94013,30.15082,33.27916,32.45804,0
85,20.75960849,30.68664,20.93823,27.96172,30.56006,31.08823,33.77111,34.20894,33.3799,31.49453,31.12268,33.21225,31.87208,21.03956,20.98689,21.03643,21.03226,29.72354,30.50741,33.58904,20.98438,21.04606,20.98587,21.16929,27.28077,20.71618,21.32133,31.87248,29.93307,33.28932,28.16235,20.9865,24.37201,21.01461,20.94013,21.27774,32.06541,30.35553,0
86,29.65324933,33.44414,26.91217,25.51848,29.03221,31.41679,32.72776,32.25697,31.15843,32.006,32.36663,33.31248,31.00626,21.03956,24.87031,21.03643,21.03226,29.22962,30.61399,31.8817,20.98438,21.04606,20.98587,21.16929,31.29919,27.33539,28.60389,31.31174,29.93698,33.78068,25.84091,20.9865,21.02762,21.01461,20.94013,29.63038,33.05065,30.17399,1
87,31.30136248,32.60474,26.54849,27.13391,29.25079,30.88027,33.56127,31.62862,30.78909,31.73336,32.17036,32.77516,31.14162,21.03956,20.98689,21.03643,21.03226,29.20087,29.84089,33.35137,20.98438,21.04606,30.09992,26.38072,29.65696,28.90079,25.55784,31.14418,30.87616,34.34221,27.21312,20.9865,21.02762,21.01461,20.94013,31.96958,33.75023,32.57201,0
88,29.08296276,34.41059,26.76808,25.48631,26.92512,31.9994,32.02528,31.13539,31.78167,32.34942,32.19512,32.55675,31.42842,20.39846,20.82256,24.50073,20.6434,29.50636,24.11193,33.20905,20.92977,20.97631,20.05889,19.47125,29.02417,29.4471,28.2672,32.64466,31.22118,33.31264,20.34962,20.83896,20.81345,20.74443,20.94977,33.2746,34.14965,29.57128,0
89,32.73004157,35.09316,27.40674,27.2306,26.24717,30.61745,31.54627,33.31454,30.93497,30.65537,31.70677,32.96194,32.48925,23.63131,20.98689,21.03643,21.03226,29.7294,30.78359,32.69261,20.98438,21.04606,20.98587,24.50567,30.9313,30.2106,21.32133,32.00385,31.78143,34.21602,21.11217,20.9865,21.02762,21.01461,20.94013,32.78721,34.33931,31.66321,1
90,32.7956167,31.07301,26.65194,25.37749,30.15341,31.10353,33.06812,32.36264,32.99322,32.99708,31.38886,33.53895,32.14776,20.39846,20.82256,20.77313,20.6434,29.16517,29.0203,32.83511,20.92977,20.97631,23.76138,26.30358,30.3914,28.42987,26.57937,32.60188,31.73556,33.32223,27.76887,20.83896,20.81345,20.74443,20.94977,33.10123,33.33523,31.84392,1
91,27.44712214,32.72595,25.88304,27.09667,25.55294,29.57624,31.31337,33.09459,30.68187,30.93127,32.0789,32.07995,31.59643,21.03956,20.98689,21.03643,21.03226,27.61262,28.63778,35.25128,20.98438,21.04606,27.11535,23.72183,30.91791,27.44708,27.44868,32.41158,30.17317,34.82666,21.11217,20.9865,21.02762,24.65357,20.94013,29.36834,33.14129,30.48124,0
92,30.05752283,33.68009,25.36003,25.95051,26.82676,31.13876,32.36474,33.61815,30.94083,32.38862,31.77722,33.52254,30.8867,21.03956,20.98689,21.03643,21.03226,28.30644,30.26785,32.4272,20.98438,21.04606,26.38252,21.16929,32.2398,29.54658,26.92494,31.10913,29.77017,33.68587,21.11217,20.9865,21.02762,23.5167,20.94013,29.10549,32.45767,30.85513,0
93,30.01734593,33.11679,24.4425,25.15944,27.38397,30.82268,31.1422,33.53943,31.56274,31.69338,31.91042,33.70956,30.48162,27.40628,23.49021,23.7297,21.03226,28.71711,29.09351,31.97298,20.98438,21.04606,20.98587,25.04349,31.33164,28.78792,28.57025,30.50352,30.28313,32.66001,21.11217,20.9865,23.83079,21.01461,20.94013,30.86872,34.35892,32.01599,1
94,27.68381565,33.11752,25.65761,25.86166,23.98961,31.31931,29.77386,33.41519,32.11379,30.49811,32.36376,34.71024,32.18471,20.39846,20.82256,20.77313,20.6434,22.42004,27.10887,34.33359,20.92977,20.97631,20.05889,19.47125,30.91869,27.39018,29.73809,29.95532,31.09949,32.14331,20.34962,20.83896,20.81345,20.74443,20.94977,24.24059,33.63736,32.68241,1
95,24.77807651,33.33036,20.93823,23.80789,21.23672,31.83474,27.73588,33.33805,31.43729,31.38533,32.27729,33.34063,32.73582,21.03956,20.98689,21.03643,21.03226,28.11156,21.81965,32.8215,20.98438,21.04606,26.05385,21.16929,29.04122,29.41594,28.22546,31.02553,30.14232,33.46872,21.11217,20.9865,21.02762,21.01461,20.94013,23.79973,33.05494,32.60224,0
96,29.27707871,33.43157,27.7765,27.50015,30.61111,31.55582,35.18176,32.86225,32.41115,33.96762,32.47737,33.25553,30.84184,21.03956,20.98689,23.51591,21.03226,33.07908,31.00274,31.9094,20.98438,21.04606,20.98587,28.49355,28.50879,27.76091,21.32133,32.11353,30.69475,35.77051,27.05388,20.9865,21.02762,27.18107,20.94013,30.66224,33.46807,32.30603,0
