,ANXA1,ANXA2,APAF1,ARID1A,ATM,BAP1,CASP2,CDKN2A,CRADD,CRYAB,DNMT1,DNMT3A,EPAS1,ERBB2,ERN1,FLT1,FLT4,GSTP1,HNF1A,HSPA9,HSPB1,HSPD1,IGF1R,IL6,IL6R,KDR,LRRK2,MAPK8,MTOR,MYC,NDRG1,NF2,PAK1,PIK3CA,PTEN,PTGS1,PTGS2,RELA,RNF139,SETD2,SLC2A1,SOD2,TGM2,TP53,TSC1,TSC2,VEGFA,VHL,Y
53,35.85949015,38.01905713,33.91920921,34.43601934,36.09020895,31.76926458,34.2327713,31.91721647,34.09565,40.04127,35.20345,31.89993,37.64033,30.99916,30.89656,34.48865,30.86836,36.23675,20.9802,36.48647,38.4813,36.80438,33.39159,32.32241,29.72078,31.9378,34.43356,33.88701,32.21819,32.01072,38.16508,32.92764,34.52077,33.99002,38.57364,30.14331,31.67471,33.10203,33.61421,34.18038,33.28996,38.25728,36.47881,32.58365,32.54128,34.41385,37.28534,31.63315,0
54,35.48825062,37.10235048,32.23027754,33.64838157,35.51944257,33.51371062,33.49908849,33.05262854,33.57432,38.39958,34.59987,32.76739,37.87352,33.77379,33.97583,34.61213,33.33144,36.48711,32.824,36.60381,37.98224,36.19008,34.88053,31.15824,33.59373,32.98302,34.2702,32.73591,33.46926,33.62546,39.54529,33.62313,33.29909,32.17161,35.84871,31.25702,29.27569,33.32115,31.24336,33.25014,34.34834,39.04573,36.10774,33.82773,33.29085,35.37715,39.35143,32.31606,1
55,35.87345163,37.22027731,32.81279119,33.22108421,36.28046809,34.16001659,34.58656279,32.37833605,33.94159,38.62374,34.98832,32.55614,38.75519,33.70703,30.704,35.34874,32.75966,35.69155,29.63272,36.72771,38.03176,36.90205,35.64212,34.02529,33.34673,33.89691,34.20882,33.65838,33.25096,31.30359,39.61199,34.15293,34.01637,33.80337,38.08415,32.69943,32.55913,33.50249,33.01735,34.3144,34.80845,37.89801,35.85538,35.35425,33.29908,35.27012,39.32985,28.14961,1
56,36.78927935,37.31236061,32.38397289,34.08870719,34.90934805,34.08720581,34.40153558,28.89721502,31.19168,36.11952,35.14781,32.77239,39.57933,34.29997,33.86782,32.99892,32.84235,36.2249,29.36062,35.18609,36.7998,35.21306,33.37931,31.56961,34.10262,31.96989,35.19887,32.13501,33.57493,32.64883,38.79663,34.17307,32.31976,32.24168,35.75165,31.49589,33.51586,33.22791,32.03599,33.38379,33.47283,37.106,36.93795,32.66038,32.66897,35.27932,38.31562,32.96794,1
57,35.70118251,37.14844486,33.38797739,33.81566318,36.68355873,32.6354152,34.20912049,30.05362304,32.53294,37.14157,36.01548,32.8374,36.22042,33.57211,33.14317,33.98551,31.84021,35.23306,31.72805,36.79105,36.89555,36.15489,33.64069,29.33757,33.69507,30.85199,33.69057,32.99081,33.30892,33.2345,39.0916,34.55777,34.18433,32.95735,36.33206,32.26774,30.898,33.28425,32.20159,33.31024,35.63485,38.86039,36.29509,34.55579,33.05159,35.36601,39.75214,32.72543,1
58,34.95447658,35.78550703,32.76818677,34.10015591,35.95990558,33.65426379,31.38879951,30.70695972,32.21884,39.14131,33.98215,33.46859,38.67991,32.63946,29.93689,33.21844,32.95532,36.24434,30.77377,35.79675,36.42324,35.61437,35.92547,32.99078,31.88132,33.3375,35.50806,33.19575,33.83684,30.83545,37.01405,33.21675,33.8857,33.60576,37.35644,30.20643,33.06141,32.74084,33.79887,34.05858,30.03156,37.11774,34.14095,36.09736,34.18644,35.10072,36.66576,32.82193,1
59,36.1790632,37.14453599,33.14999789,34.20637991,36.08001508,33.23357565,34.04772393,32.28037592,32.53917,39.34664,35.56463,32.33957,37.43247,33.10699,33.30255,32.79684,32.12424,35.38133,32.82627,36.32808,38.43354,35.84502,35.24111,32.25103,33.39927,30.65399,34.01853,32.3805,33.2801,33.55844,40.06897,34.44878,33.87475,32.13877,35.27672,30.40148,30.97734,33.47201,31.38464,33.39758,35.75048,39.42024,38.32834,34.85328,32.61467,35.28282,39.54657,31.96733,1
60,35.02717255,35.93356717,32.82257046,33.83192455,36.80114394,32.69287125,33.90791872,31.37202905,32.9588,39.35325,35.15565,31.95018,38.51066,33.35095,32.99272,35.93895,33.3806,36.27179,32.47666,37.67274,37.92138,37.16166,36.42298,29.86122,34.08579,32.84044,34.54013,33.49161,32.98315,33.68248,40.54641,33.50326,34.02201,33.22491,37.04182,29.24845,30.04982,33.14258,31.99999,33.27502,33.69101,38.43032,33.92317,33.94407,33.26828,35.37673,40.7403,32.08517,0
61,35.93753558,37.2809568,32.50413546,33.7322962,34.89710103,33.31073448,34.1113362,30.90477539,32.92358,37.3307,35.81043,32.51178,38.90965,33.91538,33.60569,34.07069,34.05688,35.41633,32.23368,36.46155,37.19895,35.74385,36.45477,34.57514,34.56483,32.56994,32.72607,33.47727,33.26508,33.10191,40.70963,33.14441,34.64145,31.65169,35.63967,35.51964,30.67912,33.56099,31.31352,33.71687,35.17192,38.55478,35.67543,34.01062,33.18978,35.10279,39.96604,30.60934,1
62,35.27604209,36.75720112,33.4387796,34.15250058,36.49081947,33.92542032,33.61624996,32.36529527,31.91493,38.59613,35.88298,32.0708,38.46541,33.40448,33.00074,35.68237,32.69337,35.55642,32.94123,37.90731,37.48086,36.78656,34.81211,25.81958,33.90334,34.19571,35.54872,33.38737,34.23937,32.31484,39.40947,34.62161,34.53366,33.56208,36.63175,31.5594,30.78731,34.16039,32.77395,33.39922,34.0029,37.89177,36.12441,33.67613,33.34938,35.6251,39.67705,31.25543,0
63,36.04944342,36.78771127,32.86212473,33.32518663,36.2804428,33.37628873,34.50344727,32.50688991,32.23414,38.40032,34.52768,32.08225,37.82288,32.55852,33.42144,32.68658,32.23761,35.42357,31.40115,37.32043,38.00448,36.66577,36.10376,33.73139,31.44361,30.36549,34.18256,31.95788,33.21358,34.6436,39.55425,33.66074,34.61488,32.58785,36.32098,32.38068,31.20997,33.90206,32.41373,33.78959,34.02243,38.90704,37.80006,35.54351,32.56093,34.90331,39.18907,31.93458,1
64,35.12463206,36.45408069,33.44459568,34.15440115,36.17298096,33.3187346,34.27596111,31.25832046,32.74031,36.68691,35.20701,33.61502,38.40417,33.84687,33.24247,34.04912,34.287,35.82956,31.94598,35.74722,37.38758,36.43775,35.05914,28.73603,33.98784,34.0279,33.40466,32.74658,33.92666,32.63302,38.75333,33.69261,33.06484,32.92958,35.64189,34.35339,29.38814,32.92286,32.67176,33.27405,33.82519,36.05144,34.72729,33.75687,33.13687,35.56433,37.85578,32.01212,1
65,35.02426566,36.47105299,32.82162176,33.86365008,36.94362001,33.0694473,34.43436488,31.01904084,33.27353,38.36142,35.23105,31.98843,37.75583,35.05517,32.6904,35.97145,33.37928,35.4979,33.9059,36.90004,38.0522,36.14006,36.17738,27.01261,33.83446,33.97219,35.24807,33.6539,33.30602,32.50181,40.35469,34.13897,33.50261,33.27894,36.38814,33.69435,28.56285,32.78078,32.6693,33.45096,32.92309,38.35606,34.69913,34.04007,34.16652,35.4004,39.95976,32.21729,0
66,34.98785054,35.00966966,33.19717271,34.63324904,36.69973835,33.29049007,33.53760523,28.74479178,33.49577,37.83786,35.0706,32.75672,39.05518,33.95187,32.80619,35.62815,33.95256,34.71737,33.06696,36.91921,37.14651,36.21075,34.6555,26.56634,32.61734,34.0932,35.30961,33.66156,33.56573,33.92129,38.90571,33.72929,35.05159,32.71889,36.22927,28.60172,31.52996,33.8123,30.65186,32.8774,34.02453,37.24325,36.35653,36.06187,33.07771,35.62313,41.2153,31.44407,1
67,36.09235722,35.70981235,33.84505132,33.61236996,37.29731704,33.03107947,34.33705823,32.56759793,33.01296,39.00187,36.07876,33.08833,38.88413,34.14629,31.9979,36.97331,33.94958,32.67868,33.22313,38.52361,37.02294,36.95014,36.05784,30.65827,33.0485,35.00213,35.90802,34.18815,33.29722,34.59602,40.13441,34.18379,35.15671,33.58104,37.28206,30.73211,31.02171,33.50215,32.35308,34.20264,33.36824,39.04253,35.11906,35.35577,33.13779,35.78907,40.7349,32.11154,1
68,34.46602302,36.25966208,32.88902124,34.13115746,36.0255581,33.36681775,34.74209651,32.4974844,33.18471,38.69623,35.28913,33.44831,36.82536,35.08038,32.34558,31.85533,30.85481,37.23266,33.05548,36.0265,37.30789,36.31153,35.19479,28.71551,33.57743,31.35009,35.19104,33.11996,34.16336,30.63982,37.00346,34.76848,33.79306,32.8339,36.09734,30.83263,28.94653,32.55648,32.49802,33.50058,31.17399,35.9898,34.77996,32.79931,33.33153,35.48975,36.90362,32.7919,1
69,36.14758846,37.74817137,32.12463274,33.5439799,35.39103594,34.26226534,34.71580852,34.83762846,31.85327,36.88375,35.59702,33.75314,38.59968,33.50327,34.71502,33.77036,33.35808,34.89806,32.57758,36.0453,37.68186,35.75863,34.48236,33.77719,34.438,33.19701,32.55787,32.17058,33.47533,32.9542,40.43669,34.65996,34.02164,31.26533,34.86892,32.92247,30.54903,33.8782,30.47383,32.90753,36.62314,37.33097,38.85373,33.45069,33.87982,36.09556,39.52221,32.81428,1
70,35.29312659,36.00473125,34.13968083,35.00909335,36.29780241,33.17832614,33.5870863,30.09279503,32.74631,34.88087,35.86988,33.57284,38.43102,34.70927,35.14565,33.37241,31.86223,36.57537,31.74872,37.0587,36.49331,36.34867,36.47769,30.29053,34.17099,31.35787,35.8577,33.78909,34.46672,32.66436,37.27143,33.56508,34.30478,32.63057,36.34673,29.96742,31.55982,33.28298,33.3495,35.0842,30.86838,37.0403,34.65647,35.11615,33.77679,35.75871,39.62473,34.248,1
71,36.09033106,37.01226376,33.89728651,33.51978696,36.53666871,32.73590047,33.76431077,30.42032627,31.42796,36.86798,36.18402,32.78305,36.29691,33.2994,32.21767,32.68254,32.48375,35.4388,31.30563,36.51163,37.32846,36.92396,35.49476,28.02116,32.06926,32.14282,35.25899,33.70745,33.80422,32.63484,36.36996,34.22396,32.6895,33.65665,37.15841,30.42105,27.24636,32.33524,33.30413,33.84581,30.69321,37.07707,34.12545,35.23777,33.2127,35.54191,34.64464,32.52093,0
72,35.55092384,36.68844603,32.50233443,33.26354434,35.1084102,34.28301329,34.99699048,34.42510646,33.65329,39.08375,34.73097,33.49383,38.32758,34.81563,33.2962,35.29769,34.77749,36.53432,34.15165,35.76643,37.76031,35.35103,35.31218,27.95268,34.65872,33.15001,34.53077,31.41454,33.58405,32.1882,40.49603,34.59316,34.2484,32.10168,34.53776,31.04982,29.74559,33.52795,30.03562,32.18579,35.44245,36.87208,35.76889,33.33365,33.17304,36.22592,41.81143,32.5418,1
73,35.87625889,36.70167687,33.48507641,35.48254897,35.29167774,34.5520859,33.88812754,33.42731462,32.70056,38.63336,36.20981,32.47687,35.82046,33.55914,28.29667,34.05773,31.97232,35.95603,26.04958,39.03192,38.74308,36.8867,36.61642,32.44702,31.19568,31.07787,31.62489,34.24339,33.69765,31.78855,38.42907,34.92875,35.49979,33.9859,36.94862,32.57773,32.31604,34.06558,31.22714,34.70187,33.41086,37.48208,34.05195,35.1487,33.03811,35.8254,38.41407,32.80961,1
74,34.31090462,37.27695359,33.09947845,34.24171057,36.72096649,32.95840513,33.91962069,32.00344232,32.48921,38.83311,36.44061,32.8156,37.0014,32.65144,33.11485,34.49101,32.60655,34.98146,32.2619,37.77425,37.67143,37.18562,34.75435,33.51901,33.95955,31.94567,33.72473,33.12662,33.70844,33.44372,39.86441,33.49172,34.062,32.19044,36.42737,31.00284,28.13685,33.45918,31.88631,33.3535,33.61564,39.41123,36.34724,35.34724,33.31362,35.00694,39.04923,32.05989,0
75,36.0263843,38.53727707,33.08457627,34.45026137,35.81338509,34.17763604,34.85491478,32.84287776,32.40642,38.74041,36.3316,33.47364,38.96583,30.84293,32.38493,35.50356,34.68878,35.63489,26.37598,36.86214,37.31003,35.59285,37.52585,36.91295,31.618,34.61017,32.95557,33.01839,34.67108,33.18488,41.11357,33.54988,34.05995,32.98494,38.18412,31.64837,32.31492,33.84321,31.993,33.53237,36.61049,36.02829,37.95678,34.07554,33.01577,35.84823,39.07831,32.36286,1
76,36.39730534,36.95951938,32.4670974,33.73008478,35.15211576,34.03974263,34.26448617,29.18417289,31.97883,35.16431,35.83702,32.64752,39.8096,33.74157,33.38777,34.46708,34.72895,35.67261,27.4387,35.33676,36.20224,34.85516,35.38919,32.43001,33.85301,33.96024,35.53945,32.50293,33.33195,31.46257,38.1275,33.37723,32.99545,32.798,35.70237,31.29794,33.83495,33.47176,31.79484,33.46657,32.93653,35.61717,36.19121,32.66838,33.43912,35.34587,37.89547,32.03419,1
77,35.74187239,37.95173461,33.15555317,34.15995787,35.9837546,32.38650324,34.43532734,34.00377598,34.61566,40.26381,36.1307,32.44833,37.92872,32.96831,31.47042,35.16942,31.79001,36.44624,33.2033,37.43207,38.68206,37.07063,35.44822,33.98038,35.36956,32.6819,34.93497,33.34837,32.86041,33.37136,40.35335,33.47433,34.37373,33.54134,37.21806,33.02916,30.98252,33.81511,32.14202,33.61631,36.12453,40.33355,36.39692,34.34241,32.8186,35.30189,40.83803,30.49254,1
78,35.35015464,36.57738709,33.39828287,33.6186045,36.15475938,32.99649992,33.84748255,30.84386186,33.3453,38.48055,34.62726,32.52556,38.65327,34.1038,33.14956,34.48812,32.90939,36.36897,33.34743,36.09394,36.91456,35.65239,35.34148,27.88446,33.27474,33.22159,35.30302,33.15193,33.23533,32.35571,39.62322,33.74632,33.90931,32.58867,35.97244,31.81494,30.57652,32.58737,32.2783,33.01482,33.62948,37.01037,36.06291,33.6308,33.0421,35.28397,39.31903,31.94063,0
79,36.04888008,38.09833745,32.71060391,35.01557852,34.94956301,34.86485689,35.74415485,36.5105258,29.75401,33.04748,35.90351,33.61575,38.27605,31.33221,32.56774,33.23846,31.50009,36.89588,23.9869,36.797,38.61459,35.86208,34.1471,35.17341,31.16291,33.34369,30.79222,32.20815,34.63616,32.9094,40.06667,34.77988,36.22777,32.09836,34.45281,29.44361,33.08542,34.50062,31.52744,33.60898,37.13279,35.02123,33.49568,34.31895,33.10088,36.9355,39.94736,32.52772,0
80,35.15647453,35.80031554,32.68972997,34.14050072,36.01497259,33.74145712,33.90462605,31.58672394,32.2404,37.60607,35.2527,32.00267,39.6193,32.87947,32.48569,37.2945,35.86464,35.11326,31.96232,36.42616,36.81492,35.8711,35.57155,31.99734,34.00826,35.3603,33.75409,33.44412,33.68734,33.78391,39.5501,33.5835,33.4342,33.01368,36.65923,33.68421,30.25509,33.36052,32.51365,33.55131,33.64538,36.82333,34.71782,33.81702,33.60715,35.71642,40.78005,32.45828,1
81,34.12725776,35.08745543,32.32722682,34.27150897,35.97488196,34.08906636,31.90845663,25.37677443,31.41066,38.15832,36.23343,31.422,38.33406,34.72887,32.08967,35.62773,32.73682,34.80801,33.25333,37.03311,36.65332,36.22457,36.00302,26.23374,31.3661,33.9622,34.95552,35.00637,34.47341,30.50934,38.94044,33.24561,34.28521,32.99918,37.08126,26.60207,31.17965,34.11369,32.58187,34.03615,31.9154,36.51162,32.86218,33.35766,32.48108,34.78954,39.999,32.66118,1
82,36.7562963,36.44483039,33.12528296,34.7704352,36.81890033,30.62737136,33.50099125,33.92409525,32.97512,41.20301,35.2186,32.45681,37.05733,35.4093,33.03359,34.05631,32.17481,38.05862,31.17799,37.55205,39.04221,37.78212,34.40844,31.09248,34.58254,31.18657,35.78108,33.91721,32.71973,31.69073,36.88626,34.60269,34.17857,33.99473,38.42009,20.879,31.05233,33.16821,33.87347,34.15174,32.85193,39.77169,35.0338,35.99596,35.1261,34.56488,38.50143,31.66193,0
83,36.02056473,38.02508651,32.83258441,33.46603133,36.20024159,33.40513629,33.71995694,32.39478998,32.4661,41.11782,35.48734,33.1158,37.04721,32.37328,33.7332,34.1556,31.75895,37.28441,32.45931,37.75713,38.25191,36.52349,35.66528,35.26206,34.61653,32.41237,34.39454,33.17534,33.8174,33.45539,40.77507,34.66412,34.58208,33.13107,36.17264,31.18115,29.87485,33.55821,32.57871,33.2205,34.65754,39.36739,37.26519,34.81239,32.52145,35.1957,38.12434,32.27549,0
84,36.25677111,37.19651661,32.7576809,33.94521339,35.64255635,32.96255194,33.84574018,31.98138441,32.96787,40.08503,34.23502,31.26918,38.6133,33.63389,33.63113,35.65359,32.94575,36.44878,31.79057,36.87423,38.29379,36.1428,35.4068,29.17769,34.25342,32.86426,34.17297,33.16193,33.50868,33.37067,40.16192,33.98953,34.01545,33.34988,36.8944,32.3433,30.08276,33.23125,32.74535,33.16198,33.82717,39.49914,36.04689,34.16262,33.46131,34.6734,38.52178,32.23248,0
85,35.79983792,37.28978683,32.57001768,33.13681665,35.59813837,32.11924786,35.38404131,31.2740202,34.21247,38.72597,35.81356,33.62005,37.97258,35.09026,33.91373,34.03604,32.74504,37.06196,33.34377,37.54496,38.20131,37.51665,34.68703,25.84534,33.67143,32.16952,35.95783,33.68205,34.20988,31.86131,40.1008,34.81726,33.63976,33.96631,36.57712,33.21775,29.7252,34.17813,32.61104,32.92341,35.64639,39.14665,35.12602,34.93107,32.95042,35.61127,38.5773,32.42409,0
86,36.24756209,37.60868921,33.24608982,33.11722278,36.35723171,32.75240305,34.1013171,31.8605209,31.87558,39.0481,35.27152,31.65994,36.78216,33.02697,32.56854,34.17426,31.43551,35.783,31.01527,37.48306,37.72934,36.95368,35.06451,33.07141,33.73617,33.39034,35.09177,33.26379,33.60875,33.76091,40.40203,33.93851,34.83369,33.32327,36.11155,30.91488,31.25663,33.56268,32.39492,32.86426,34.43408,39.35972,37.15025,34.79643,33.53603,34.94716,39.98772,32.05164,1
87,36.11042086,38.82768104,32.74198179,33.03575131,35.41387039,33.02993186,33.92348654,29.53024067,32.23639,38.56948,37.01707,32.5001,37.39869,33.71064,32.9361,34.08486,31.99415,35.87893,29.96825,37.51205,37.97478,36.41334,36.37391,29.79557,32.56882,32.62279,33.65095,33.05091,33.80179,32.91825,40.23382,34.04512,34.28573,33.03772,36.76966,31.06521,31.02731,34.0426,33.0803,33.59617,36.43283,37.61744,37.85882,34.89437,32.6395,34.61707,38.7236,32.33634,0
88,35.64109505,36.21277124,31.60966003,33.57865001,35.50548374,34.9643336,34.06297758,32.3020898,32.64536,40.26262,36.6848,32.68575,37.89946,34.52621,31.53864,35.92878,33.97853,35.35189,33.72281,38.53758,38.8419,36.98932,36.72992,31.17076,33.39537,34.49266,35.40691,33.60127,33.00406,34.50319,41.37164,34.55969,34.93551,31.47737,36.18277,31.5116,29.51893,33.87916,31.3777,33.30127,33.31812,38.92548,36.16539,36.22918,33.68291,35.73282,39.91713,30.22936,0
89,33.71353061,36.67144657,32.83956707,33.73524904,35.30171544,32.24311453,33.84114175,31.39276508,32.81436,38.43369,35.86087,31.54488,37.37068,35.45841,31.334,35.17317,33.65471,35.30403,32.70447,35.90838,36.86014,36.18282,35.59243,30.73992,33.06637,33.65795,34.25901,31.66146,33.81692,31.79987,39.56635,34.53973,33.10174,32.73772,35.98807,33.1444,31.166,34.23304,31.51048,33.6305,33.98781,36.95437,35.85609,35.05117,33.7627,35.47638,39.334,29.58428,1
90,36.08790268,36.59902801,32.20432195,34.35008126,35.74556595,33.1961024,33.68847497,29.31813763,32.63646,38.52372,35.46081,32.88861,38.29092,33.68475,32.61518,34.16581,33.0444,36.08805,31.96437,36.39412,37.68311,35.93088,35.59501,35.45606,33.36738,32.37216,33.75639,32.9226,33.79581,34.54333,40.26891,33.69616,33.72668,33.48997,37.03893,33.62195,33.89935,33.75244,32.52178,33.39326,33.68927,39.03716,36.25971,34.30918,32.6623,34.85682,38.92508,31.42001,1
91,36.23758137,37.75390444,32.14704953,33.05989112,35.23180632,33.48499487,34.82042836,34.32866455,32.30883,37.90869,36.12614,32.4,37.31241,33.02124,32.91147,33.86907,33.19508,36.06055,33.46383,36.75146,38.5425,36.45847,35.00275,30.26243,33.3909,31.43114,33.42316,31.98784,32.95161,33.32614,40.92014,34.31815,33.51905,32.22252,35.08758,32.70128,30.64841,32.99566,31.72677,32.70731,37.56295,39.09542,38.65142,34.84309,33.35873,35.60393,39.3703,31.48752,0
92,35.93147573,36.92854021,33.1518263,33.59142952,36.57257424,33.05068767,34.0938632,31.9958135,33.57158,39.2212,35.2584,32.20157,37.21082,32.36597,33.25247,35.8922,33.415,36.04098,32.6878,36.99217,37.84756,36.56591,35.14186,28.88874,32.95738,33.87619,34.66311,32.70346,33.37514,33.08376,40.53864,33.8424,34.00407,32.82007,35.92146,31.64126,30.10766,32.94712,32.00527,33.04194,34.21254,38.72455,36.4753,33.23192,33.36301,35.12198,38.69487,31.61144,0
93,36.94555872,37.34454901,33.45572117,33.77796264,36.72997884,33.30937391,33.58347324,30.59833631,33.89173,40.4518,34.86859,31.73636,38.48588,34.60457,32.43714,36.54233,32.73419,36.64972,32.70418,37.26812,38.3087,37.76455,35.90545,33.68218,34.19875,34.15614,35.53071,34.00712,33.28405,34.58262,41.08163,34.14889,34.8788,33.62691,37.18132,31.92696,33.01476,33.49249,33.12648,33.27627,33.66134,39.91482,36.33065,34.57746,33.79499,34.70076,40.45372,32.14381,1
94,34.66218477,36.51451097,32.74305229,34.88659681,36.46924917,34.74917766,34.90306736,32.36606249,34.22666,41.04935,34.34525,32.56904,38.78327,35.95603,32.78588,35.44257,33.30466,34.69813,33.90574,37.03286,38.25048,36.64874,37.61985,30.8655,36.02257,34.0128,35.92658,34.94831,33.59027,34.19721,41.54789,34.89126,34.7375,33.56009,36.68112,28.26599,27.78768,34.01058,33.27137,34.01877,35.95849,38.69016,36.36011,34.72599,34.88136,35.75634,41.67913,30.75471,1
95,34.82370746,35.22097996,32.54590583,33.56788673,36.59310798,33.26302006,34.81633237,32.06673909,31.69343,38.82777,34.38708,33.46016,39.06744,33.97058,31.0791,36.58651,33.24268,33.98597,33.7606,36.83219,37.63759,36.67184,35.89605,25.73696,34.67464,34.45926,35.77305,33.61166,34.19837,32.39894,40.22813,34.01918,34.11433,31.72595,36.44905,31.02858,27.4973,33.68135,32.25407,32.89642,33.39434,37.04529,35.84656,34.92621,33.18921,36.17165,40.59393,32.29419,0
96,36.01640671,37.75984317,33.07119895,33.80368139,35.83594342,33.68651899,34.69503987,32.8761761,32.15172,37.55679,36.51073,32.94249,36.93605,32.36724,33.81234,33.86931,32.63682,34.93205,29.46215,36.54192,37.42872,35.83696,33.97201,31.90987,33.45461,32.00217,33.31734,32.42985,33.74754,32.64425,39.69978,33.63608,34.04939,32.46266,35.83951,31.51235,31.13347,33.39621,31.83699,33.28546,35.57856,39.00546,36.13266,34.46347,32.95898,35.39044,38.46108,32.24201,0
97,35.24973595,36.41406774,32.35125103,33.33737024,35.79317658,33.3104705,33.50618163,32.39506717,32.68361,40.6674,34.93299,32.28422,37.99282,33.40287,34.15383,35.12184,33.11557,36.55063,31.5397,37.48484,38.5432,35.78192,35.45084,31.75433,34.96969,32.60183,34.87502,33.25926,33.04792,33.39389,39.92636,33.53556,34.23976,32.75665,36.60599,31.42195,30.98245,33.62296,31.25422,33.14876,35.71482,38.6157,33.78197,34.3781,33.15884,35.25574,39.9352,29.89866,1
98,35.6506837,37.71804557,32.99288818,33.55634901,35.5403499,33.51777852,34.74191975,30.52611428,31.83579,36.05794,36.03197,32.94182,36.84995,33.79963,33.49727,33.02006,31.86529,33.40416,32.15651,36.66732,38.42748,35.99051,34.79637,35.81854,32.59582,32.27455,33.30789,33.23439,33.36822,32.26545,38.09606,33.55628,32.97124,31.85745,35.34237,32.41265,33.61921,32.85318,30.97422,33.12518,33.77768,37.36739,37.40311,33.41211,32.76926,35.83719,38.59442,33.11616,1
99,34.26159054,36.55253427,32.7502206,33.80011805,36.40008402,33.08351917,34.35808349,31.82645666,33.62296,39.01291,35.33101,32.30915,38.27938,34.17019,32.77824,35.508,34.0435,36.51559,33.76341,36.83081,37.92877,36.50178,35.60668,26.72387,33.66979,33.83801,35.15225,32.92066,33.17059,33.73981,40.61448,34.10863,34.25499,32.85003,36.13302,30.9276,31.13091,33.33756,31.45533,32.89764,33.73378,38.05993,35.34173,33.56879,33.84952,35.52858,40.35077,31.75488,0
100,35.7193516,37.86966838,33.60588108,33.93122013,36.30460905,32.53938701,34.26938545,31.20209902,32.6043,37.96612,36.09367,32.43078,37.52104,33.17438,32.93464,35.00309,33.26759,33.48025,31.52439,37.2535,37.58907,36.35792,36.06547,29.26836,33.75336,33.01106,34.5764,33.13181,33.39429,33.72545,38.82427,34.24087,34.66368,33.0103,36.6719,32.70407,30.49126,33.09766,32.29259,33.5286,33.75477,39.0791,34.9816,34.88799,33.04245,35.17652,39.19395,32.31481,1
101,36.58509578,36.73128785,32.9838074,33.72809631,36.10844265,33.4367367,33.40206086,30.79078262,31.43939,37.44203,35.34575,32.29679,39.23004,33.54981,32.54861,35.28117,34.57828,35.00506,30.87544,35.72485,36.46514,35.35979,35.7201,33.38143,32.6096,34.19946,34.93787,32.91982,33.53147,33.12847,39.25446,33.44905,33.51568,32.48797,35.7243,33.2056,33.97577,32.90935,32.1683,33.47137,34.22627,38.20687,36.88495,33.52977,33.86829,35.44395,39.1667,31.63886,1
102,35.81161302,37.16909797,32.83393335,34.07214084,36.51709978,32.86122103,33.67354399,32.22992449,32.33657,40.32092,35.59446,31.81237,37.67463,32.14526,32.85559,34.3385,32.05549,35.01146,31.0239,37.12287,37.64873,35.7559,35.38871,30.81559,32.88417,31.97453,34.96485,34.18341,33.11592,33.29101,40.02981,34.53322,33.76628,33.40651,37.41702,30.59244,29.84758,33.01299,33.59045,33.50821,33.20158,39.73036,36.26207,34.11458,32.39313,34.69977,38.21469,32.03623,1
103,35.06879243,36.63970059,32.85885468,33.86134965,36.34689241,33.45453034,33.98384245,27.56675032,32.97827,35.26553,35.78235,33.44209,37.59915,33.68353,32.68944,33.50658,33.46041,34.13375,29.69624,36.07245,36.24721,35.14777,36.36689,35.14464,32.61384,33.09799,31.92279,32.01778,32.92998,32.63718,38.96878,33.40235,33.34388,32.30821,36.20743,30.58971,31.19019,32.81001,31.93697,33.44532,34.46818,36.40514,37.07229,35.44828,33.48525,35.38744,39.456,32.92398,0
104,36.47871538,36.86964691,33.10263857,34.05386963,36.13891668,33.2851086,33.75023018,31.82670677,33.52764,38.89934,34.63019,31.84947,39.32126,33.17688,33.29924,35.95443,34.04404,36.18342,32.06352,37.04527,37.41239,36.86212,35.27558,32.66169,33.61464,34.41717,35.22873,32.76837,33.82153,34.68371,39.51986,34.02058,34.1762,33.19077,36.57855,33.77718,32.5293,32.85403,32.09678,33.04142,34.30828,37.87773,35.25263,33.85185,32.87676,35.28851,40.22316,31.91397,1
105,34.14527754,37.12169117,32.81162,33.84649949,35.80749154,32.77510153,34.1084155,31.72429502,34.66065,39.69032,35.20318,32.87017,37.55998,35.21807,32.59085,34.67992,33.03014,33.15739,34.03885,36.81924,38.02903,37.05009,36.20861,26.30331,34.76696,32.57268,34.24246,33.20665,34.14616,33.81601,41.31478,34.92833,32.8045,33.04829,35.97182,30.3988,28.96311,33.6504,32.57913,33.29523,33.95247,38.66976,34.09743,33.55935,33.85345,35.13972,39.93348,31.73043,0
106,34.86277703,36.17738004,33.16940698,34.26859744,35.90915438,33.63734516,34.28072004,31.75353705,32.60162,35.75068,35.96534,33.0733,37.32366,32.15176,32.15094,34.36614,34.98316,34.07004,32.2492,35.64526,36.39073,35.19543,34.55917,32.14429,31.95327,34.36101,34.17451,33.25612,34.09226,32.7301,38.34053,33.53045,33.59599,32.27357,35.63999,32.18425,29.1597,32.86536,31.45516,33.97034,34.31332,36.83816,36.00135,33.74286,33.21647,35.41242,39.38545,32.57188,0
