,AKT1,ANXA1,ANXA2,APAF1,APC,ARID1A,ATM,AXIN2,BAP1,CARD11,CASP2,CCND1,CDKN2A,CRADD,CRYAB,CTNNB1,CTSD,DLC1,DNMT1,DNMT3A,EPAS1,ERBB2,ERN1,FLT1,FLT4,FN1,FOSL2,GSTP1,HNF1A,HNF4A,HSPA9,HSPB1,HSPD1,IGF1R,IL6,IL6R,INSR,JUN,JUNB,JUND,KDR,KIF1B,L1CAM,LRRK2,MAP2K1,MAPK8,MTOR,MYC,NDRG1,NF2,NFE2L2,PAK1,PIK3CA,PTEN,PTGS1,PTGS2,RELA,RET,RHEB,RNF139,SDHA,SETD2,SFRP2,SHANK1,SLC2A1,SOD2,SRC,STK11,TGM2,TP53,TSC1,TSC2,VEGFA,VHL,Y
50,34.95119554,34.94265887,36.47416187,32.17130849,34.3721908,33.42917462,35.91288584,30.28287146,32.56502892,32.87177933,33.32792187,35.34201856,32.19184756,32.06431,36.01737,35.48485,36.9191,34.35725,35.54695,31.60501,37.5741,32.86803,32.58884,34.90494,34.06335,38.57541,35.1536,35.31237,32.38306,28.09105,35.98351,37.75264,35.6195,33.82509,29.87476,33.12638,35.08003,32.20107,32.86357,34.51959,32.82286,34.23827,28.08623,33.40327,33.05734,31.58446,34.10431,32.99749,39.32466,33.8805,33.85044,33.14033,31.65675,35.55455,32.32992,31.52603,33.08841,28.40425,32.57038,30.96881,36.16986,33.23599,25.76181,26.68442,35.10475,37.07829,32.56817,32.99402,35.97766,35.53983,32.87109,35.08271,39.47927,30.56966,1
51,35.62443424,36.13390182,38.82816185,33.28957492,34.22504811,34.33534983,36.80279439,23.5577868,34.12939857,33.66415971,34.90833356,35.78088807,31.46890582,33.54065,33.22721,36.12947,37.06089,34.41838,36.96339,32.93668,37.04982,34.09086,31.97027,31.83135,29.68752,40.77743,35.54166,36.75221,31.82505,37.1813,37.49155,37.57966,37.82969,34.25459,30.52786,33.20543,33.13449,34.2992,33.37563,35.59179,28.90226,34.50308,36.01745,32.40501,34.31481,32.65294,33.82666,34.2996,40.34571,34.70098,35.17365,33.98818,32.77767,36.26757,30.76459,28.97176,33.96416,29.76614,35.62339,32.49568,35.79954,33.94799,28.11745,23.71388,37.2513,37.98147,34.56926,33.74196,38.26032,36.36869,31.94609,35.48934,39.91376,33.23535,1
52,34.70171766,35.39827444,36.19584997,32.46508497,34.37764607,33.99888072,36.92952934,31.56272132,32.97349465,27.52529086,33.91022003,36.05113871,29.00679922,32.63662,37.90959,35.74239,36.34223,34.16312,35.32612,32.80748,37.61854,33.45093,33.68578,36.27228,33.47506,38.67886,35.35524,35.74372,32.39559,31.9665,36.75325,36.94477,36.30732,35.90182,32.07428,31.57621,35.56527,34.33642,32.9173,35.42339,34.52912,34.85274,24.75167,36.26135,32.46278,33.02622,34.35173,32.93919,40.06459,33.61291,35.88379,33.65585,32.9067,37.12633,29.2073,32.02082,32.93394,20.79409,34.69431,33.68848,35.99625,33.41468,29.9718,26.04917,34.20041,37.59136,32.02758,32.36806,34.96561,35.91553,34.43402,35.14838,39.75124,32.50433,1
53,34.15523341,35.85949015,38.01905713,33.91920921,34.22614364,34.43601934,36.09020895,28.65836916,31.76926458,28.91169778,34.2327713,33.73370452,31.91721647,34.09565,40.04127,35.18799,36.01852,33.13792,35.20345,31.89993,37.64033,30.99916,30.89656,34.48865,30.86836,38.58665,35.3059,36.23675,20.9802,33.12663,36.48647,38.4813,36.80438,33.39159,32.32241,29.72078,34.04872,33.06451,31.7437,34.16772,31.9378,32.83201,28.00717,34.43356,33.13503,33.88701,32.21819,32.01072,38.16508,32.92764,35.37936,34.52077,33.99002,38.57364,30.14331,31.67471,33.10203,20.79409,36.56919,33.61421,35.17963,34.18038,31.44084,21.22103,33.28996,38.25728,31.69794,32.32721,36.47881,32.58365,32.54128,34.41385,37.28534,31.63315,0
54,34.79604116,35.48825062,37.10235048,32.23027754,33.58264209,33.64838157,35.51944257,30.8870879,33.51371062,29.86268422,33.49908849,35.99781505,33.05262854,33.57432,38.39958,35.75383,37.44611,33.53013,34.59987,32.76739,37.87352,33.77379,33.97583,34.61213,33.33144,37.70537,36.05667,36.48711,32.824,34.15043,36.60381,37.98224,36.19008,34.88053,31.15824,33.59373,35.83021,33.66188,32.64055,36.00379,32.98302,34.14714,28.60746,34.2702,33.58392,32.73591,33.46926,33.62546,39.54529,33.62313,34.98288,33.29909,32.17161,35.84871,31.25702,29.27569,33.32115,28.6512,33.63014,31.24336,36.13691,33.25014,34.38145,28.112,34.34834,39.04573,32.27725,33.78938,36.10774,33.82773,33.29085,35.37715,39.35143,32.31606,1
55,35.48769784,35.87345163,37.22027731,32.81279119,34.41863823,33.22108421,36.28046809,28.51396725,34.16001659,29.23705258,34.58656279,36.27066261,32.37833605,33.94159,38.62374,35.10482,35.59045,34.72562,34.98832,32.55614,38.75519,33.70703,30.704,35.34874,32.75966,38.60703,35.61963,35.69155,29.63272,25.47179,36.72771,38.03176,36.90205,35.64212,34.02529,33.34673,35.00454,35.02941,34.0036,35.42581,33.89691,35.34836,25.32834,34.20882,34.00604,33.65838,33.25096,31.30359,39.61199,34.15293,35.77784,34.01637,33.80337,38.08415,32.69943,32.55913,33.50249,28.56067,34.76286,33.01735,36.7147,34.3144,34.16957,25.96935,34.80845,37.89801,30.48479,33.7188,35.85538,35.35425,33.29908,35.27012,39.32985,28.14961,1
56,35.50146252,36.78927935,37.31236061,32.38397289,33.00782074,34.08870719,34.90934805,32.0782551,34.08720581,31.90627984,34.40153558,34.81182344,28.89721502,31.19168,36.11952,35.9444,37.81667,35.18755,35.14781,32.77239,39.57933,34.29997,33.86782,32.99892,32.84235,39.27972,35.75436,36.2249,29.36062,33.02623,35.18609,36.7998,35.21306,33.37931,31.56961,34.10262,33.21384,34.61428,34.15778,38.05567,31.96989,34.01232,29.43345,35.19887,32.86261,32.13501,33.57493,32.64883,38.79663,34.17307,34.54023,32.31976,32.24168,35.75165,31.49589,33.51586,33.22791,28.47676,33.36907,32.03599,35.37044,33.38379,31.86491,25.27374,33.47283,37.106,31.02147,33.88424,36.93795,32.66038,32.66897,35.27932,38.31562,32.96794,1
57,34.22921835,35.70118251,37.14844486,33.38797739,33.84237775,33.81566318,36.68355873,29.26897233,32.6354152,32.82499437,34.20912049,36.26541709,30.05362304,32.53294,37.14157,35.48594,36.66324,33.04384,36.01548,32.8374,36.22042,33.57211,33.14317,33.98551,31.84021,38.16672,35.14638,35.23306,31.72805,33.88176,36.79105,36.89555,36.15489,33.64069,29.33757,33.69507,34.1981,32.69271,31.9905,34.74316,30.85199,33.75339,29.71908,33.69057,33.6528,32.99081,33.30892,33.2345,39.0916,34.55777,35.1954,34.18433,32.95735,36.33206,32.26774,30.898,33.28425,28.18156,34.21127,32.20159,36.00477,33.31024,24.87444,28.82498,35.63485,38.86039,32.75643,33.4809,36.29509,34.55579,33.05159,35.36601,39.75214,32.72543,1
58,34.26253043,34.95447658,35.78550703,32.76818677,34.4068659,34.10015591,35.95990558,31.78627581,33.65426379,28.05980294,31.38879951,33.45899388,30.70695972,32.21884,39.14131,35.30295,36.46586,34.82896,33.98215,33.46859,38.67991,32.63946,29.93689,33.21844,32.95532,38.22816,33.43603,36.24434,30.77377,29.13963,35.79675,36.42324,35.61437,35.92547,32.99078,31.88132,33.50632,34.26805,32.9632,35.02962,33.3375,34.13745,28.48835,35.50806,32.36198,33.19575,33.83684,30.83545,37.01405,33.21675,34.31123,33.8857,33.60576,37.35644,30.20643,33.06141,32.74084,26.65588,35.19462,33.79887,35.05599,34.05858,28.57318,28.47515,30.03156,37.11774,31.22483,33.30996,34.14095,36.09736,34.18644,35.10072,36.66576,32.82193,1
59,34.81464427,36.1790632,37.14453599,33.14999789,32.95523305,34.20637991,36.08001508,28.94174916,33.23357565,32.91624311,34.04772393,36.54783423,32.28037592,32.53917,39.34664,35.00233,37.36889,33.79977,35.56463,32.33957,37.43247,33.10699,33.30255,32.79684,32.12424,38.35568,36.50578,35.38133,32.82627,34.35291,36.32808,38.43354,35.84502,35.24111,32.25103,33.39927,34.23672,35.25887,33.37964,36.83758,30.65399,33.30957,31.98059,34.01853,33.67457,32.3805,33.2801,33.55844,40.06897,34.44878,34.55721,33.87475,32.13877,35.27672,30.40148,30.97734,33.47201,26.84879,33.7072,31.38464,35.79554,33.39758,31.59672,28.32437,35.75048,39.42024,32.76606,34.1417,38.32834,34.85328,32.61467,35.28282,39.54657,31.96733,1
60,34.32629221,35.02717255,35.93356717,32.82257046,33.51234436,33.83192455,36.80114394,29.77858899,32.69287125,30.13726544,33.90791872,36.49317893,31.37202905,32.9588,39.35325,35.71525,36.46248,33.97442,35.15565,31.95018,38.51066,33.35095,32.99272,35.93895,33.3806,38.87118,35.70789,36.27179,32.47666,31.64419,37.67274,37.92138,37.16166,36.42298,29.86122,34.08579,35.31137,34.05494,33.40047,35.10432,32.84044,34.19132,28.16639,34.54013,33.57426,33.49161,32.98315,33.68248,40.54641,33.50326,35.1753,34.02201,33.22491,37.04182,29.24845,30.04982,33.14258,26.77944,34.08326,31.99999,37.34956,33.27502,31.17453,29.06607,33.69101,38.43032,32.13496,33.44716,33.92317,33.94407,33.26828,35.37673,40.7403,32.08517,0
61,35.77358104,35.93753558,37.2809568,32.50413546,33.07402224,33.7322962,34.89710103,31.68877563,33.31073448,29.26758752,34.1113362,36.68898496,30.90477539,32.92358,37.3307,35.94613,36.77445,34.07995,35.81043,32.51178,38.90965,33.91538,33.60569,34.07069,34.05688,39.15317,35.83326,35.41633,32.23368,33.57231,36.46155,37.19895,35.74385,36.45477,34.57514,34.56483,35.51485,34.76214,33.54804,35.93641,32.56994,34.0591,27.74905,32.72607,33.03623,33.47727,33.26508,33.10191,40.70963,33.14441,34.30325,34.64145,31.65169,35.63967,35.51964,30.67912,33.56099,28.89712,33.59319,31.31352,37.11951,33.71687,34.59058,27.16482,35.17192,38.55478,32.6861,33.48361,35.67543,34.01062,33.18978,35.10279,39.96604,30.60934,1
62,34.84838327,35.27604209,36.75720112,33.4387796,34.63095494,34.15250058,36.49081947,30.97483171,33.92542032,30.58395034,33.61624996,36.89107957,32.36529527,31.91493,38.59613,35.58088,36.01495,34.54863,35.88298,32.0708,38.46541,33.40448,33.00074,35.68237,32.69337,36.75855,35.12458,35.55642,32.94123,33.64193,37.90731,37.48086,36.78656,34.81211,25.81958,33.90334,35.42997,32.90773,32.73202,35.34226,34.19571,35.8357,32.31666,35.54872,34.61207,33.38737,34.23937,32.31484,39.40947,34.62161,34.61475,34.53366,33.56208,36.63175,31.5594,30.78731,34.16039,27.46618,34.45228,32.77395,37.27641,33.39922,27.26619,25.02424,34.0029,37.89177,31.12561,34.09771,36.12441,33.67613,33.34938,35.6251,39.67705,31.25543,0
63,34.83081121,36.04944342,36.78771127,32.86212473,33.98095316,33.32518663,36.2804428,30.95062838,33.37628873,31.65245389,34.50344727,35.41662735,32.50688991,32.23414,38.40032,35.04339,37.21875,34.59803,34.52768,32.08225,37.82288,32.55852,33.42144,32.68658,32.23761,37.75741,36.06977,35.42357,31.40115,29.79493,37.32043,38.00448,36.66577,36.10376,33.73139,31.44361,33.62589,34.5579,34.54915,36.29021,30.36549,34.24396,32.16534,34.18256,33.83408,31.95788,33.21358,34.6436,39.55425,33.66074,35.06361,34.61488,32.58785,36.32098,32.38068,31.20997,33.90206,28.77842,34.81248,32.41373,36.08648,33.78959,31.05293,21.22103,34.02243,38.90704,32.9607,32.72187,37.80006,35.54351,32.56093,34.90331,39.18907,31.93458,1
64,34.74644844,35.12463206,36.45408069,33.44459568,33.76883957,34.15440115,36.17298096,30.90670659,33.3187346,30.53092391,34.27596111,35.42903544,31.25832046,32.74031,36.68691,36.32531,35.7919,35.10806,35.20701,33.61502,38.40417,33.84687,33.24247,34.04912,34.287,38.45592,34.96567,35.82956,31.94598,33.5519,35.74722,37.38758,36.43775,35.05914,28.73603,33.98784,35.09366,32.01742,31.81863,34.13997,34.0279,34.32645,25.42539,33.40466,33.5462,32.74658,33.92666,32.63302,38.75333,33.69261,35.08705,33.06484,32.92958,35.64189,34.35339,29.38814,32.92286,25.06773,33.5257,32.67176,36.51612,33.27405,33.41893,28.11562,33.82519,36.05144,32.15246,33.21791,34.72729,33.75687,33.13687,35.56433,37.85578,32.01212,1
65,34.24847825,35.02426566,36.47105299,32.82162176,34.36345007,33.86365008,36.94362001,29.47927737,33.0694473,30.41299386,34.43436488,35.17784583,31.01904084,33.27353,38.36142,35.77214,36.51896,34.51302,35.23105,31.98843,37.75583,35.05517,32.6904,35.97145,33.37928,36.33682,34.56362,35.4979,33.9059,34.73943,36.90004,38.0522,36.14006,36.17738,27.01261,33.83446,35.80336,31.33746,31.11532,34.82248,33.97219,34.74988,29.46453,35.24807,33.07025,33.6539,33.30602,32.50181,40.35469,34.13897,35.00061,33.50261,33.27894,36.38814,33.69435,28.56285,32.78078,27.07565,33.6144,32.6693,36.86096,33.45096,29.99265,27.10166,32.92309,38.35606,32.60818,33.80205,34.69913,34.04007,34.16652,35.4004,39.95976,32.21729,0
66,34.45489523,34.98785054,35.00966966,33.19717271,34.36104679,34.63324904,36.69973835,30.376861,33.29049007,30.95572082,33.53760523,38.22990513,28.74479178,33.49577,37.83786,35.97698,36.36054,34.43593,35.0706,32.75672,39.05518,33.95187,32.80619,35.62815,33.95256,37.79094,36.22329,34.71737,33.06696,33.84656,36.91921,37.14651,36.21075,34.6555,26.56634,32.61734,35.84172,33.85603,34.35023,35.67927,34.0932,34.49766,28.61656,35.30961,33.50556,33.66156,33.56573,33.92129,38.90571,33.72929,34.89374,35.05159,32.71889,36.22927,28.60172,31.52996,33.8123,27.95088,34.13924,30.65186,36.10285,32.8774,24.11664,28.29381,34.02453,37.24325,31.73864,33.55375,36.35653,36.06187,33.07771,35.62313,41.2153,31.44407,1
67,34.47814408,36.09235722,35.70981235,33.84505132,34.35898347,33.61236996,37.29731704,29.0090295,33.03107947,29.81977573,34.33705823,36.2244628,32.56759793,33.01296,39.00187,35.99231,35.67282,35.19137,36.07876,33.08833,38.88413,34.14629,31.9979,36.97331,33.94958,38.64614,36.29047,32.67868,33.22313,34.93349,38.52361,37.02294,36.95014,36.05784,30.65827,33.0485,36.42317,34.39636,33.47903,34.59897,35.00213,34.35923,25.59202,35.90802,33.55935,34.18815,33.29722,34.59602,40.13441,34.18379,35.47042,35.15671,33.58104,37.28206,30.73211,31.02171,33.50215,22.58429,35.36275,32.35308,36.37518,34.20264,28.68192,27.25967,33.36824,39.04253,30.94374,34.48268,35.11906,35.35577,33.13779,35.78907,40.7349,32.11154,1
68,34.66578519,34.46602302,36.25966208,32.88902124,33.83227648,34.13115746,36.0255581,30.13663943,33.36681775,32.1856211,34.74209651,35.2743079,32.4974844,33.18471,38.69623,36.2896,37.48276,32.94293,35.28913,33.44831,36.82536,35.08038,32.34558,31.85533,30.85481,37.70376,34.82693,37.23266,33.05548,35.28724,36.0265,37.30789,36.31153,35.19479,28.71551,33.57743,33.20139,32.48607,31.73495,34.78211,31.35009,34.05156,29.64257,35.19104,33.63108,33.11996,34.16336,30.63982,37.00346,34.76848,35.06733,33.79306,32.8339,36.09734,30.83263,28.94653,32.55648,27.49824,34.62019,32.49802,36.55157,33.50058,22.64322,33.42317,31.17399,35.9898,33.20328,33.5039,34.77996,32.79931,33.33153,35.48975,36.90362,32.7919,1
69,35.89679492,36.14758846,37.74817137,32.12463274,32.94347617,33.5439799,35.39103594,32.42829703,34.26226534,32.20993254,34.71580852,37.21458358,34.83762846,31.85327,36.88375,35.55621,36.75736,33.22232,35.59702,33.75314,38.59968,33.50327,34.71502,33.77036,33.35808,39.14315,36.45364,34.89806,32.57758,31.39123,36.0453,37.68186,35.75863,34.48236,33.77719,34.438,35.81037,34.71481,33.88555,35.47845,33.19701,33.62731,30.67348,32.55787,34.6633,32.17058,33.47533,32.9542,40.43669,34.65996,32.66799,34.02164,31.26533,34.86892,32.92247,30.54903,33.8782,28.24774,33.37076,30.47383,36.70867,32.90753,34.30782,30.41782,36.62314,37.33097,31.25509,34.84176,38.85373,33.45069,33.87982,36.09556,39.52221,32.81428,1
70,35.68585326,35.29312659,36.00473125,34.13968083,33.02709579,35.00909335,36.29780241,32.24802874,33.17832614,30.5298533,33.5870863,34.17345201,30.09279503,32.74631,34.88087,36.56995,36.09465,37.05142,35.86988,33.57284,38.43102,34.70927,35.14565,33.37241,31.86223,37.92578,36.02021,36.57537,31.74872,27.97102,37.0587,36.49331,36.34867,36.47769,30.29053,34.17099,34.38812,33.46793,32.57632,35.06879,31.35787,33.74591,26.80667,35.8577,33.28694,33.78909,34.46672,32.66436,37.27143,33.56508,34.27503,34.30478,32.63057,36.34673,29.96742,31.55982,33.28298,31.12877,34.58104,33.3495,35.80128,35.0842,31.99395,25.1088,30.86838,37.0403,32.4634,32.73783,34.65647,35.11615,33.77679,35.75871,39.62473,34.248,1
71,34.38314055,36.09033106,37.01226376,33.89728651,34.78549371,33.51978696,36.53666871,32.22257202,32.73590047,31.90654748,33.76431077,33.4385951,30.42032627,31.42796,36.86798,36.28718,36.08952,34.22195,36.18402,32.78305,36.29691,33.2994,32.21767,32.68254,32.48375,39.35238,35.05242,35.4388,31.30563,33.07498,36.51163,37.32846,36.92396,35.49476,28.02116,32.06926,33.2361,31.66226,31.10156,34.52181,32.14282,33.96919,33.18328,35.25899,32.47818,33.70745,33.80422,32.63484,36.36996,34.22396,36.03948,32.6895,33.65665,37.15841,30.42105,27.24636,32.33524,24.10567,34.58476,33.30413,34.90919,33.84581,32.3119,29.0451,30.69321,37.07707,32.31896,32.76589,34.12545,35.23777,33.2127,35.54191,34.64464,32.52093,0
72,35.58948463,35.55092384,36.68844603,32.50233443,34.11733952,33.26354434,35.1084102,30.32769119,34.28301329,30.71668858,34.99699048,37.61733654,34.42510646,33.65329,39.08375,35.78797,37.56224,33.26594,34.73097,33.49383,38.32758,34.81563,33.2962,35.29769,34.77749,37.90102,36.13844,36.53432,34.15165,33.44045,35.76643,37.76031,35.35103,35.31218,27.95268,34.65872,37.12478,34.58807,34.21511,36.97199,33.15001,34.13097,28.67966,34.53077,34.41301,31.41454,33.58405,32.1882,40.49603,34.59316,33.67678,34.2484,32.10168,34.53776,31.04982,29.74559,33.52795,29.36048,32.52883,30.03562,37.04778,32.18579,31.48879,26.92736,35.44245,36.87208,32.1925,35.18173,35.76889,33.33365,33.17304,36.22592,41.81143,32.5418,1
73,35.67489021,35.87625889,36.70167687,33.48507641,34.60440181,35.48254897,35.29167774,20.92010885,34.5520859,25.11839258,33.88812754,33.84375951,33.42731462,32.70056,38.63336,36.0997,38.507,33.3716,36.20981,32.47687,35.82046,33.55914,28.29667,34.05773,31.97232,36.96177,35.95569,35.95603,26.04958,25.36397,39.03192,38.74308,36.8867,36.61642,32.44702,31.19568,35.89761,33.41856,33.21473,36.48006,31.07787,34.04535,31.91128,31.62489,34.17731,34.24339,33.69765,31.78855,38.42907,34.92875,36.07021,35.49979,33.9859,36.94862,32.57773,32.31604,34.06558,20.79409,36.15267,31.22714,38.14525,34.70187,32.17902,29.27802,33.41086,37.48208,31.84636,34.50731,34.05195,35.1487,33.03811,35.8254,38.41407,32.80961,1
74,34.58945904,34.31090462,37.27695359,33.09947845,33.18682346,34.24171057,36.72096649,29.79032139,32.95840513,32.52803895,33.91962069,36.20508419,32.00344232,32.48921,38.83311,35.38125,36.82194,32.22582,36.44061,32.8156,37.0014,32.65144,33.11485,34.49101,32.60655,38.63391,36.46216,34.98146,32.2619,34.01764,37.77425,37.67143,37.18562,34.75435,33.51901,33.95955,34.30181,32.17514,30.93671,34.01803,31.94567,33.88459,30.12032,33.72473,33.78688,33.12662,33.70844,33.44372,39.86441,33.49172,35.02801,34.062,32.19044,36.42737,31.00284,28.13685,33.45918,26.907,34.7414,31.88631,35.49293,33.3535,30.51339,23.43759,33.61564,39.41123,32.81326,33.48895,36.34724,35.34724,33.31362,35.00694,39.04923,32.05989,0
75,35.32969186,36.0263843,38.53727707,33.08457627,34.43070931,34.45026137,35.81338509,29.82902195,34.17763604,28.91260515,34.85491478,38.03913319,32.84287776,32.40642,38.74041,36.48125,39.63344,35.24866,36.3316,33.47364,38.96583,30.84293,32.38493,35.50356,34.68878,41.25338,36.98842,35.63489,26.37598,30.84334,36.86214,37.31003,35.59285,37.52585,36.91295,31.618,36.37191,34.98281,33.72168,35.7512,34.61017,35.06994,27.72868,32.95557,35.04645,33.01839,34.67108,33.18488,41.11357,33.54988,35.03344,34.05995,32.98494,38.18412,31.64837,32.31492,33.84321,25.36268,33.54673,31.993,36.28749,33.53237,34.79321,28.70013,36.61049,36.02829,31.48483,35.01933,37.95678,34.07554,33.01577,35.84823,39.07831,32.36286,1
76,34.62729763,36.39730534,36.95951938,32.4670974,33.51801364,33.73008478,35.15211576,33.0157745,34.03974263,30.85118855,34.26448617,35.41654102,29.18417289,31.97883,35.16431,36.01993,35.65462,35.86601,35.83702,32.64752,39.8096,33.74157,33.38777,34.46708,34.72895,39.11278,35.11786,35.67261,27.4387,29.82529,35.33676,36.20224,34.85516,35.38919,32.43001,33.85301,33.64101,35.19711,34.53692,37.79926,33.96024,34.06259,28.94818,35.53945,33.47345,32.50293,33.33195,31.46257,38.1275,33.37723,34.3274,32.99545,32.798,35.70237,31.29794,33.83495,33.47176,26.56674,33.26776,31.79484,35.47356,33.46657,32.77793,28.62692,32.93653,35.61717,31.05761,33.93939,36.19121,32.66838,33.43912,35.34587,37.89547,32.03419,1
77,34.0929394,35.74187239,37.95173461,33.15555317,34.56068476,34.15995787,35.9837546,31.93226246,32.38650324,31.84124962,34.43532734,36.68915367,34.00377598,34.61566,40.26381,35.7086,37.5227,35.12707,36.1307,32.44833,37.92872,32.96831,31.47042,35.16942,31.79001,38.51703,37.09686,36.44624,33.2033,33.48724,37.43207,38.68206,37.07063,35.44822,33.98038,35.36956,35.87798,35.94415,34.98844,36.54663,32.6819,35.54043,31.8567,34.93497,34.70005,33.34837,32.86041,33.37136,40.35335,33.47433,34.93489,34.37373,33.54134,37.21806,33.02916,30.98252,33.81511,23.7454,34.70368,32.14202,37.2578,33.61631,30.52321,21.22103,36.12453,40.33355,32.50111,34.18199,36.39692,34.34241,32.8186,35.30189,40.83803,30.49254,1
78,33.96057154,35.35015464,36.57738709,33.39828287,33.80064202,33.6186045,36.15475938,31.55720845,32.99649992,31.06297776,33.84748255,35.8246198,30.84386186,33.3453,38.48055,35.51147,36.58129,34.11944,34.62726,32.52556,38.65327,34.1038,33.14956,34.48812,32.90939,38.15753,34.67749,36.36897,33.34743,36.04182,36.09394,36.91456,35.65239,35.34148,27.88446,33.27474,34.59961,32.60762,31.58882,34.64495,33.22159,34.20091,22.30305,35.30302,32.96979,33.15193,33.23533,32.35571,39.62322,33.74632,34.4596,33.90931,32.58867,35.97244,31.81494,30.57652,32.58737,23.9035,33.71496,32.2783,36.41153,33.01482,31.56826,26.62357,33.62948,37.01037,32.09602,33.5255,36.06291,33.6308,33.0421,35.28397,39.31903,31.94063,0
79,36.90039555,36.04888008,38.09833745,32.71060391,33.49782852,35.01557852,34.94956301,30.63539458,34.86485689,28.97461369,35.74415485,32.39770835,36.5105258,29.75401,33.04748,36.29254,38.01112,33.67513,35.90351,33.61575,38.27605,31.33221,32.56774,33.23846,31.50009,41.22806,37.11336,36.89588,23.9869,24.64775,36.797,38.61459,35.86208,34.1471,35.17341,31.16291,34.52853,35.34945,33.47088,36.44288,33.34369,34.67612,30.31344,30.79222,34.98137,32.20815,34.63616,32.9094,40.06667,34.77988,34.2184,36.22777,32.09836,34.45281,29.44361,33.08542,34.50062,32.03059,34.86632,31.52744,37.18289,33.60898,33.75211,32.53473,37.13279,35.02123,33.4018,34.27198,33.49568,34.31895,33.10088,36.9355,39.94736,32.52772,0
80,34.72240149,35.15647453,35.80031554,32.68972997,33.44217982,34.14050072,36.01497259,30.82228951,33.74145712,29.05719907,33.90462605,37.1601508,31.58672394,32.2404,37.60607,36.86465,35.23749,35.56909,35.2527,32.00267,39.6193,32.87947,32.48569,37.2945,35.86464,37.78087,35.77467,35.11326,31.96232,31.99477,36.42616,36.81492,35.8711,35.57155,31.99734,34.00826,36.81782,33.09226,33.82931,35.56582,35.3603,34.17582,25.59553,33.75409,34.08463,33.44412,33.68734,33.78391,39.5501,33.5835,34.69848,33.4342,33.01368,36.65923,33.68421,30.25509,33.36052,28.08234,33.03012,32.51365,36.31352,33.55131,31.09292,28.89881,33.64538,36.82333,31.45876,33.6371,34.71782,33.81702,33.60715,35.71642,40.78005,32.45828,1
81,34.67474333,34.12725776,35.08745543,32.32722682,34.32726902,34.27150897,35.97488196,31.91557227,34.08906636,29.50949905,31.90845663,35.06388044,25.37677443,31.41066,38.15832,35.6273,35.03331,34.01776,36.23343,31.422,38.33406,34.72887,32.08967,35.62773,32.73682,36.61902,34.22338,34.80801,33.25333,34.75306,37.03311,36.65332,36.22457,36.00302,26.23374,31.3661,35.20026,32.59168,32.69247,34.05347,33.9622,34.44737,33.46929,34.95552,32.74891,35.00637,34.47341,30.50934,38.94044,33.24561,35.33475,34.28521,32.99918,37.08126,26.60207,31.17965,34.11369,26.9058,33.28722,32.58187,35.58428,34.03615,23.85649,28.08561,31.9154,36.51162,29.95914,32.89885,32.86218,33.35766,32.48108,34.78954,39.999,32.66118,1
82,34.81552192,36.7562963,36.44483039,33.12528296,34.94026442,34.7704352,36.81890033,31.20024707,30.62737136,26.08775943,33.50099125,33.43308176,33.92409525,32.97512,41.20301,35.53533,37.36446,34.07438,35.2186,32.45681,37.05733,35.4093,33.03359,34.05631,32.17481,39.8585,34.6819,38.05862,31.17799,31.82762,37.55205,39.04221,37.78212,34.40844,31.09248,34.58254,33.10234,31.27423,31.85121,33.45921,31.18657,33.68009,26.38556,35.78108,32.99623,33.91721,32.71973,31.69073,36.88626,34.60269,36.81641,34.17857,33.99473,38.42009,20.879,31.05233,33.16821,20.79409,37.16082,33.87347,36.39175,34.15174,31.52372,33.51679,32.85193,39.77169,31.17872,30.34145,35.0338,35.99596,35.1261,34.56488,38.50143,31.66193,0
83,34.58216535,36.02056473,38.02508651,32.83258441,33.53869976,33.46603133,36.20024159,30.410778,33.40513629,31.64773185,33.71995694,37.25189839,32.39478998,32.4661,41.11782,35.45646,38.50706,33.30698,35.48734,33.1158,37.04721,32.37328,33.7332,34.1556,31.75895,37.83498,35.60946,37.28441,32.45931,34.09351,37.75713,38.25191,36.52349,35.66528,35.26206,34.61653,34.59656,34.32916,33.30943,35.0349,32.41237,34.32017,27.19309,34.39454,33.87357,33.17534,33.8174,33.45539,40.77507,34.66412,35.71667,34.58208,33.13107,36.17264,31.18115,29.87485,33.55821,25.93509,34.52929,32.57871,36.15389,33.2205,31.05966,24.65695,34.65754,39.36739,33.15704,34.44989,37.26519,34.81239,32.52145,35.1957,38.12434,32.27549,0
84,34.37619675,36.25677111,37.19651661,32.7576809,33.44742493,33.94521339,35.64255635,30.95682967,32.96255194,30.48491365,33.84574018,35.35837847,31.98138441,32.96787,40.08503,35.92726,36.78215,33.67089,34.23502,31.26918,38.6133,33.63389,33.63113,35.65359,32.94575,39.36654,35.00569,36.44878,31.79057,33.73161,36.87423,38.29379,36.1428,35.4068,29.17769,34.25342,35.13658,33.72835,32.45484,35.23448,32.86426,33.46776,27.56337,34.17297,33.93835,33.16193,33.50868,33.37067,40.16192,33.98953,34.6799,34.01545,33.34988,36.8944,32.3433,30.08276,33.23125,27.66488,34.44727,32.74535,36.06052,33.16198,33.1664,27.54313,33.82717,39.49914,31.67592,32.95741,36.04689,34.16262,33.46131,34.6734,38.52178,32.23248,0
