,id,AGO1,AGO2,AGO3,AGO4,ATM,BLM,BRCA1,CCNH,CDK7,CETN2,COPS5,CUL4A,CUL4B,DDB1,DDB2,DDX20,DGCR8,DHX9,DICER1,DROSHA,EGFR,EIF4E,ELAVL1,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,EXO1,FEN1,GTF2F1,GTF2H1,GTF2H2,GTF2H3,HDAC1,HSP90AA1,HUS1,LIG4,MNAT1,MOV10,MSH2,MSH3,MSH6,NPM1,PABPC1,PARP1,PCBP2,PCMT1,PIWIL1,POLD1,PRKRA,PSMC2,RAD23A,RAD23B,RBX1,RPA1,SLX4,SMARCB1,SRRT,TARBP2,TCEA1,TNRC6A,TP53,UBE3A,UBE4B,UBQLN1,XPC,XRCC5,XRCC6,Y
144,144,31.43585113,33.84676294,33.26413203,32.02583899,37.66287981,31.19956722,31.60661713,34.69096246,34.49934665,31.04097751,33.06820355,33.94303,35.24304,34.34083,34.07052,30.77435,32.31062,34.62172,34.85814,35.31609,34.80629,34.00042,31.80855,35.37909,31.7355,33.36757,30.4587,33.75836,27.83977,27.80361,32.6482,33.84707,33.78724,31.63301,33.45324,35.05004,33.74903,31.82372,33.54065,33.83175,33.2625,33.64493,33.61338,39.88482,39.45307,33.33279,38.25164,31.34729,23.43636,31.3216,34.03177,33.64726,33.75924,34.79444,32.20644,33.944,29.34434,33.90192,34.95569,31.49747,34.67528,35.63605,33.3599,34.27025,33.1954,33.73222,32.50208,34.53869,34.78974,1
145,145,31.60606545,33.48678241,34.67866783,30.91667117,36.57641025,32.7153714,32.47129999,34.24645482,34.00651631,32.61405982,35.10355569,35.20982,34.52976,35.3392,32.42559,31.01531,31.83412,35.16261,35.59773,35.33291,33.64821,35.74509,33.32746,36.09803,34.35909,33.13317,34.03189,33.92295,32.55971,30.17806,33.12595,34.22671,33.9018,32.38817,33.73376,37.13309,34.6099,32.33387,31.55761,33.64084,33.00163,33.10633,34.03142,38.96694,39.6898,35.25773,38.11338,33.37681,31.52819,31.33719,35.98403,35.17778,33.95565,35.70771,32.14853,35.0081,30.98467,34.99986,35.77374,29.49925,35.71478,35.98182,33.64502,34.81247,35.19165,34.2722,34.45919,36.06521,35.55616,1
146,146,31.66242882,33.10554259,33.50777231,31.04348212,35.91952769,28.36924828,31.62655749,33.57818354,34.03521457,32.15386866,33.32684914,33.10734,34.48723,34.66498,33.09502,31.17012,31.91855,35.13783,34.7368,34.7659,35.50392,34.51417,32.51601,35.63254,33.39353,33.4495,32.68064,33.42681,28.94886,29.83593,33.49999,33.07429,36.36471,32.57674,33.73622,36.19695,32.27731,30.9012,33.08926,33.03425,33.39068,33.27989,33.01573,39.96267,39.21134,33.9949,38.48052,33.23211,23.30208,31.14518,34.0987,34.26485,34.10935,35.59221,33.05816,33.50368,29.78797,34.72074,33.9605,29.84009,34.83337,34.78682,34.28293,34.8626,33.91397,34.37881,32.30893,35.48475,35.71145,1
147,147,31.72577801,33.54273522,33.74843938,31.74981586,36.96207317,32.57388918,32.85184723,34.08936054,33.3598177,31.12862642,33.62622548,33.39441,33.94522,33.80638,33.15721,30.5554,32.31498,34.3502,35.71638,34.79051,34.56791,34.37008,32.03082,34.95202,32.32591,33.41543,32.39188,33.95522,30.36435,29.63156,32.34662,33.46739,33.8751,31.97098,33.3331,36.06349,33.28934,32.62499,32.0264,33.74951,32.55873,33.36694,32.72293,37.73755,39.59689,34.97424,37.75626,31.80986,27.43058,30.81456,33.19657,34.07707,33.18289,35.09808,33.33787,32.72675,31.57318,33.73456,34.78086,30.18425,34.37897,34.95796,34.17004,35.02496,33.49071,33.91037,32.0497,34.39725,34.76958,1
148,148,31.59897103,33.92774742,34.12824275,32.42941219,34.48144706,29.56002739,32.98380367,33.67571555,34.08185556,32.79154326,33.73073505,33.0632,33.95702,35.18402,33.21349,32.48517,32.52814,34.97111,34.34874,35.01214,35.23218,34.47599,32.8498,34.83477,33.58305,32.91339,32.92487,33.5821,30.06027,31.891,33.26785,31.87119,33.33396,32.19472,33.04178,36.4216,33.30721,30.16372,32.10141,34.16312,32.22612,32.71581,33.57674,38.57811,38.97992,35.33205,38.30318,31.79299,21.08764,32.03585,33.45144,34.78688,34.93378,35.61431,33.21601,34.3432,31.73094,34.71449,34.56932,32.20817,35.1433,35.09575,35.38378,33.43861,33.60769,33.72158,32.72604,34.66641,35.06151,1
149,149,32.08268469,34.95898481,33.9721185,32.26526438,36.24782699,32.66623881,34.1459593,34.3504579,34.44491945,31.33547666,34.23674203,34.98973,33.6381,34.34197,33.86509,30.98028,33.17524,34.73582,34.96145,34.98653,34.35689,35.65014,32.4951,33.9292,33.35489,33.50896,31.75832,34.15192,32.13712,30.3867,33.18466,34.15215,34.69149,34.05259,33.5633,36.87708,33.5719,32.13513,33.02104,34.43365,33.28753,33.08475,33.14789,38.96697,40.83145,33.71057,38.03969,32.28284,19.43493,31.53203,33.65898,33.75129,33.61387,35.44706,33.37458,33.61472,31.18761,34.72108,35.6841,32.62173,35.43588,34.65384,34.88776,34.77434,33.55737,34.33521,32.73552,35.10921,35.04714,1
150,150,31.40686795,33.49304554,32.77814698,30.55848641,35.7889874,29.05096796,32.22466327,33.58851308,34.72664552,32.81145614,33.57109271,34.07911,33.97621,35.29509,33.02978,31.89928,31.90278,35.17162,35.06385,34.20432,34.71799,34.6526,32.81828,35.86955,34.24955,33.99562,32.37701,34.3381,28.87028,31.27528,33.81876,33.35081,34.68994,32.19025,32.84396,37.20205,32.90029,31.56234,33.01256,33.29901,32.42243,32.76391,33.66368,39.17151,39.051,34.70977,38.24431,32.46014,25.51125,32.44807,33.75725,34.64328,34.23879,35.43175,32.62297,33.28776,31.47293,34.9026,35.08748,31.88825,34.87194,34.29745,35.03465,33.75935,32.97048,34.62039,32.37044,35.33526,35.29558,1
151,151,31.39769993,34.23556925,33.21062541,28.60881265,36.04309685,31.43401551,30.85546769,34.89120442,33.99328877,30.84902212,32.80470713,34.56015,35.57637,35.95458,35.36225,33.35261,33.86897,35.24179,34.31716,35.71393,36.46741,34.20917,32.87617,36.25792,32.80522,33.9759,33.01709,34.30772,30.07348,31.60947,34.96058,33.3462,29.4349,31.82724,34.07443,37.05629,31.21213,30.0959,31.67726,34.69416,32.98453,32.58513,33.72079,39.49903,38.79799,35.02646,38.09553,32.74619,19.43493,32.24679,32.87025,34.34131,34.86463,35.93363,33.29996,33.59632,30.91453,34.98792,35.44113,32.93037,35.77926,35.4059,33.42502,34.90479,34.73153,34.00419,34.07311,35.21278,36.53155,1
152,152,32.23831211,34.03175991,34.63584077,32.12220372,36.40662427,31.29616091,32.15627109,34.10480326,34.04568136,31.85145391,33.87477934,34.42402,34.1193,35.25319,33.61146,31.57477,32.43305,35.58037,34.71637,35.72728,35.32572,35.34594,33.29629,34.3356,33.44523,33.63046,33.02829,34.16919,29.45159,30.92642,33.32888,33.34537,34.6419,34.00074,33.78433,37.0443,33.05282,32.19502,32.40553,34.55336,32.87831,33.40133,33.63498,38.60124,39.45145,35.41434,38.13078,33.43673,21.08764,31.52258,34.13383,34.95906,34.46681,35.53866,33.83176,33.89163,31.72372,35.14273,34.77499,32.71808,35.47141,34.42994,35.16721,35.30587,33.80471,34.27416,32.15411,35.83621,35.7476,0
153,153,31.24242484,33.39534531,33.3469806,31.68904085,34.93638974,31.28416046,32.51762749,33.46163314,35.45097258,32.41956929,33.24016698,34.34948,34.32969,35.43331,33.14994,31.22473,32.7597,35.09297,34.70657,35.02416,34.2771,35.14507,32.65701,34.99086,32.86114,33.91039,32.60192,33.71938,30.69901,32.15971,32.99505,33.22399,34.41231,32.46512,33.19336,37.06385,32.96811,32.25971,33.19469,33.4199,33.61803,32.82012,34.24043,39.43496,39.88889,34.7704,37.9821,32.83593,26.52283,30.55041,34.18078,34.27616,34.0456,35.72469,32.59908,33.22965,30.7079,33.86065,34.26881,31.18161,34.46706,34.3674,34.88632,34.99244,33.33561,34.53112,32.64275,35.93844,35.68571,0
154,154,32.14033018,34.6898763,33.58606573,31.11475687,37.51786064,29.89373278,32.55295822,35.99295585,34.65871169,32.90552554,34.2859843,34.44303,34.80837,35.54202,31.70965,31.38999,32.4031,35.26508,36.23823,35.13769,33.91689,35.20108,29.69193,35.98065,33.70598,32.86501,31.1913,34.07761,27.55684,25.89142,32.84508,34.3498,35.75231,32.4313,34.53572,36.97649,33.82623,30.67609,33.03934,32.54258,32.64893,33.02384,33.58013,38.95802,40.17019,35.15882,38.51605,33.51682,21.08764,26.38054,34.94258,34.21633,33.74896,36.14205,33.51057,33.13691,30.43381,33.24866,34.25808,30.57529,36.37634,34.88965,33.04185,35.84128,35.28955,34.42803,31.87679,35.98202,36.50613,1
155,155,31.65434036,34.442806,33.04396199,31.55343721,36.13613719,31.97388078,32.84989066,35.6276069,36.59689208,33.36348709,33.85716543,33.33032,35.63509,34.26682,33.52413,30.75897,30.79273,34.85548,35.44643,34.86081,34.94843,35.66949,32.7648,36.19286,33.48009,33.00342,31.4298,33.83688,29.97686,30.0286,33.43974,34.12796,34.97223,33.2783,33.73353,36.68376,34.21098,31.29251,33.41682,33.52134,33.06841,34.72693,33.08336,41.51609,41.03497,33.71073,39.29091,33.00336,21.08764,31.54193,35.61477,35.53843,34.34939,35.92961,34.28139,33.71542,29.71218,34.60411,34.13837,30.96897,36.27941,34.20577,35.875,34.97166,33.26411,34.76274,33.04164,35.26991,35.81805,0
156,156,32.00114273,34.48716762,35.16623856,32.43197378,37.20826269,31.04727201,31.95960907,34.42396463,32.89256037,29.73382379,33.3901362,34.07495,33.82793,34.08236,32.64669,31.48329,33.71679,34.82322,35.9734,34.55735,34.04999,33.73348,32.06988,34.10344,32.52489,34.21627,32.10122,34.06966,28.76278,29.91634,32.29283,33.35384,33.24753,32.29745,34.13668,35.10568,33.64957,32.4346,32.97883,34.21585,34.01003,33.75004,34.13578,37.24652,38.14981,34.34453,36.80689,32.19211,28.54273,30.1208,32.87384,33.32889,32.86864,34.00204,32.45933,33.30251,31.77201,33.98684,35.36568,29.81779,33.82887,35.77298,33.33985,34.99068,34.17647,33.97458,32.50491,34.72342,34.15763,1
157,157,32.1318102,33.85099594,33.58324363,32.16433641,36.58144824,31.05221402,32.54940959,33.85463103,33.9297797,31.58767148,33.42862359,33.61855,34.23567,34.32889,33.52562,31.53601,32.0573,34.73905,34.79668,34.95951,35.54892,34.07661,32.45859,35.92529,33.7502,33.54095,31.45196,34.06277,30.38511,30.87325,32.72727,33.25126,33.17648,32.75133,33.74895,35.60258,33.61564,31.70905,32.61924,33.96387,33.29246,32.39543,33.81253,38.69245,39.85185,34.52384,38.08693,32.28293,21.08764,31.64038,33.95467,33.96189,33.749,34.94151,33.59215,33.04914,30.82727,34.65916,34.82155,31.3359,34.88773,35.06499,35.04253,34.47065,34.02029,34.16651,32.37929,35.15861,35.52147,0
158,158,32.00557661,33.56117802,33.99514365,31.35113772,35.97447477,29.70270531,32.09670864,33.44514197,33.00491885,31.0645007,33.07238631,33.17344,33.30217,34.7798,33.26272,31.50333,32.32902,34.75741,34.13574,34.26268,34.41171,33.74427,32.16105,35.6332,32.47466,33.43972,31.5931,33.99197,29.91256,31.10335,33.41974,32.53715,33.46331,31.69982,33.2793,35.68043,31.84771,31.37007,31.54226,34.12164,32.29239,33.01636,33.01406,38.50859,38.78173,34.57149,37.46448,32.20461,26.07336,31.55963,32.7002,33.41787,34.10026,34.79175,31.68506,32.76899,31.28196,34.1816,34.62094,30.66514,34.50036,34.51098,33.98799,34.06193,33.67098,33.86294,31.8152,34.45852,34.69127,0
159,159,31.74627818,34.67685166,34.71838283,30.78401636,37.05275704,30.25969481,31.11607613,33.30903907,33.00497972,30.09696049,33.57927359,33.58534,33.66696,34.64952,35.01228,30.19318,32.14609,34.76054,34.80766,35.29744,35.84726,33.56464,31.46652,34.84157,33.42693,33.8762,32.26118,33.70704,26.32656,29.3359,33.69694,33.20041,32.81283,30.74594,32.48004,35.17407,32.65473,31.22049,33.73689,34.72353,33.19383,33.18756,33.33897,37.66767,38.31036,34.43068,37.11256,30.90987,21.08764,31.65571,32.40166,32.1833,34.41487,34.61559,30.02958,33.74065,31.77994,34.02331,35.11555,30.96877,34.42217,35.94055,32.70201,34.04053,34.8956,32.98337,33.11184,34.42242,35.33902,1
160,160,30.60067442,33.82940567,31.19733798,29.82241498,34.77380338,25.38437148,31.53153434,32.55835561,32.69894997,32.71833251,32.78771914,32.75175,31.71046,35.51711,33.10773,31.1668,32.1895,33.80295,32.23593,33.58118,36.02256,30.38692,31.04865,35.48533,32.81997,32.50364,32.73808,33.17049,31.69544,31.78999,34.08703,31.90811,31.65085,29.8396,33.39197,36.53485,31.57038,31.55272,31.8687,35.05022,32.07137,31.86738,32.25953,39.22897,38.17078,34.09276,36.37118,34.10726,28.47299,33.33432,33.02476,33.8732,34.21364,34.25384,30.44673,33.00241,31.27122,34.79439,34.2796,31.55453,34.8934,32.26174,33.02982,33.75405,33.1542,32.51146,32.27551,33.70452,34.0877,1
161,161,31.86236709,34.4990478,34.46695725,32.92608783,36.31556547,31.20450738,31.53756053,33.64815394,33.17377307,30.8792891,32.95623445,33.92378,33.54752,34.48606,33.2832,30.87495,32.15387,34.66122,34.81921,33.7019,35.94412,33.63427,32.53304,35.3737,33.11209,32.98338,32.40091,33.11213,28.82708,30.96219,33.03185,33.12563,33.26161,31.93087,33.727,35.66679,31.61749,31.31477,32.78694,34.78772,33.01641,32.91905,32.88862,37.99494,38.72234,33.79619,37.80272,32.13843,21.08764,32.02862,33.54737,33.2629,34.0203,34.55616,32.89677,33.25263,31.45588,34.71073,34.80721,30.61606,35.23605,35.10293,32.98159,34.33249,34.15871,33.99883,32.61982,33.80919,34.883,0
162,162,31.7258136,34.1633616,32.5693552,29.5270741,36.36490322,31.37572032,29.58884878,33.85708659,33.89644137,32.08188638,33.5820905,33.95304,34.48781,35.38125,33.71049,33.12343,32.61443,35.81866,34.85548,34.83943,35.37218,35.01412,32.85461,35.74216,32.23516,33.85612,32.35863,34.19574,29.97177,30.80206,34.0946,33.42264,31.7244,31.56356,33.81138,37.0719,32.72337,31.44375,32.85898,33.58758,33.766,32.81185,33.78581,39.10804,39.24636,35.64029,38.07189,32.74076,29.77994,31.47008,34.06466,34.80961,34.25215,35.87757,33.07004,34.07434,31.61103,34.78252,34.80843,30.66144,35.68988,33.40053,35.36972,34.43055,33.47731,34.74948,32.73828,35.69297,36.48828,1
163,163,31.4519097,34.55445017,33.99067055,31.61324913,36.56121797,29.84899209,31.77975791,34.49874236,33.5852513,31.76949723,33.19581099,33.48347,34.55893,34.73217,34.07441,31.63821,31.86124,35.29866,35.35237,35.23813,35.55236,34.45122,32.44311,35.65725,32.80332,33.56391,31.48125,33.66775,29.14589,30.65351,33.79515,33.33241,34.515,32.17175,33.58906,38.76713,33.07221,31.27894,33.41274,33.61857,32.42771,32.44972,34.19377,38.87758,39.18298,34.65552,38.19281,32.16714,22.70946,31.11324,33.82293,33.95085,33.63681,35.01863,32.37661,33.35173,30.88575,34.5487,34.88349,29.767,35.10645,34.2229,34.27262,34.56985,33.67821,34.36803,33.12781,35.10614,36.01676,0
164,164,32.26193582,34.84714517,34.64549474,32.5349127,37.8340408,32.71820177,32.71517203,34.89244579,33.46036438,30.17864787,33.35741714,34.28657,34.25211,33.85228,33.16578,31.48686,33.61702,34.89805,36.2552,35.54917,33.57292,34.63886,32.17007,34.4305,33.19116,34.12004,31.91238,34.83711,30.7541,30.52731,32.9598,33.75576,34.5801,32.42012,33.99998,36.01937,33.89415,33.12471,32.73789,34.17645,33.46447,33.72954,33.9683,38.35038,40.48309,34.66677,37.74145,32.16233,26.99304,30.5846,33.51627,33.98357,33.55387,35.30981,33.0293,33.12498,31.40845,34.93401,35.64112,30.73024,34.50714,36.06003,34.90054,35.31922,34.38694,34.2664,32.75282,35.1723,34.96959,0
165,165,31.79073663,32.94197375,33.67506955,30.60854297,34.61780764,29.96406836,30.94318505,33.91766253,32.97247154,32.29288236,33.72041536,33.18923,34.15364,36.10054,34.60804,30.9454,32.9098,34.49869,33.55772,35.17516,34.11231,31.95169,32.35352,36.16116,34.23313,33.13353,30.36619,35.56209,26.99739,30.92421,34.27498,32.43782,31.35149,30.7561,33.25042,35.09403,32.23826,30.57393,32.07722,34.89749,31.59289,31.65455,32.51895,37.78115,38.48227,33.53208,38.14947,32.72238,22.88556,32.28615,32.95471,33.31675,34.87458,34.21276,32.99058,33.00033,30.94521,35.11689,35.13401,30.77353,33.45554,33.95095,34.89301,33.73772,33.23677,32.99522,32.55432,34.27194,35.87917,1
166,166,32.1576114,33.46790387,33.08128153,30.52193651,35.93747831,31.34102064,32.6860559,33.61268558,33.35864048,32.94592171,32.57588679,33.62678,33.93085,35.17565,32.45793,31.72226,32.05231,35.09059,34.55147,35.08547,33.66978,34.3051,33.40482,35.338,33.23727,33.55927,32.64258,34.26027,27.24359,31.00452,33.67809,32.72514,33.04458,32.90254,33.34452,38.31554,31.82021,31.60526,32.66163,33.1749,33.2333,33.13243,33.12785,38.78986,39.74225,34.798,38.12745,32.96542,22.88556,30.67767,33.16298,33.58335,34.09033,35.05458,32.76351,34.84202,31.19689,34.91106,34.61323,30.89096,35.57593,34.47997,35.67458,34.74354,34.42046,33.77857,33.14321,35.17855,35.38483,0
167,167,32.09639527,33.97117703,34.46385019,32.44079347,36.77593342,30.92687269,32.6983036,33.46066588,33.0029371,30.71942924,33.13802882,34.2348,34.33307,34.29734,33.3542,32.12316,32.48066,34.60079,35.45608,34.78977,34.45147,34.44598,32.40234,34.9268,32.09219,33.80554,33.34559,34.23477,28.14444,29.8039,33.48985,33.12623,33.20053,33.53198,33.79483,36.33347,31.55232,31.99645,33.14317,34.24561,32.51855,32.79884,33.29439,38.34132,38.68315,33.85621,37.45689,32.24478,22.88556,30.00146,32.97956,33.58546,33.78214,35.25087,31.90921,32.98421,31.62337,34.24774,35.4963,30.57496,34.81157,36.39061,33.77323,34.77653,34.24964,34.29213,33.11615,34.49487,34.87043,1
168,168,31.60229663,33.93338622,33.47383458,33.19641111,36.03126363,30.63503942,32.80286806,34.0507431,34.13740377,30.90592139,32.74818717,34.52561,33.58027,34.32527,32.55542,31.53119,32.41362,34.91991,35.5635,34.52913,34.32958,34.44837,32.28214,34.44223,33.07742,33.73922,32.48715,33.09989,29.85319,30.31885,32.84557,32.88655,33.65557,31.9011,33.29717,37.37973,32.53002,32.5707,33.5505,34.18876,33.24148,33.20733,33.68007,39.26397,39.2962,35.33104,38.25038,31.81636,22.88556,31.45553,33.70978,33.88962,33.18679,34.78558,31.91176,32.21149,31.17753,34.19913,35.16507,31.48039,34.37411,35.01052,34.33944,34.02794,33.92196,33.82884,32.87194,34.53303,34.57108,0
169,169,31.88359916,33.39276593,33.69546753,32.57477064,35.56498488,31.18016143,32.0653212,33.87440041,33.63691046,32.70543065,33.72449261,33.65864,32.80667,35.70808,34.31227,31.31478,33.1971,35.36384,34.00761,35.37901,34.90105,33.24598,32.22992,35.42429,33.9474,33.75592,32.09455,34.44499,25.28998,30.68561,34.00409,33.0478,33.63317,31.40209,33.63264,35.2981,32.63747,31.51738,31.09237,34.8336,32.50923,32.36994,33.41825,37.30544,38.66753,33.46302,37.46015,32.14958,22.88556,33.23608,33.1568,33.61383,34.28995,34.61551,32.83827,33.81308,31.41294,34.65992,35.43512,31.13687,34.09515,33.95251,34.54417,33.70022,33.45587,33.8133,32.45438,34.54351,35.61662,0
170,170,31.81372642,34.15252177,33.57777477,31.5919091,35.47645613,32.96006101,31.36981732,34.36690131,32.65742765,31.7301345,33.59870319,33.18266,34.14439,34.26742,32.9364,30.66275,31.70838,34.9786,34.1648,34.80517,34.563,33.80365,32.10474,34.62563,32.78107,33.23865,31.80495,34.37149,30.21943,30.74472,33.56753,32.26359,31.5991,31.47027,33.62642,36.49264,32.06949,31.0871,32.32839,33.40762,32.53001,32.48423,32.90866,37.95149,39.04924,34.57646,37.71101,32.63561,22.88556,30.47142,33.18019,34.13048,34.01633,35.14793,33.27644,32.75182,31.46482,34.75534,34.94642,30.31995,34.94945,34.04438,34.78178,34.32807,33.7595,34.09373,32.69674,34.97659,35.74102,1
171,171,31.77061681,35.14957677,33.01069439,31.69183037,35.86418489,29.60992248,32.01380441,34.05416137,33.2384298,30.9480651,33.46174706,34.36141,33.77872,34.5319,32.99184,30.80269,32.46925,34.49362,35.0322,34.67944,35.31361,34.42144,32.91147,35.62116,32.48029,33.57834,32.12653,33.81279,30.30286,30.27967,33.28145,32.20406,32.29645,33.04541,33.72549,36.70929,32.77701,31.87386,32.08156,34.5747,32.45553,33.50526,34.06361,38.73512,38.96868,34.88609,38.13182,33.47697,22.88556,31.67383,32.41883,34.3552,33.77154,36.43841,32.52546,32.85144,29.89643,34.18421,34.38504,30.74824,35.41939,34.41248,33.60998,34.03802,33.68225,34.4864,32.77545,36.16935,34.98144,0
172,172,31.77657173,33.42509186,33.02323939,31.42003701,36.20943496,30.1555564,30.77533859,34.83441408,34.05660039,32.13717172,32.9654731,33.81405,35.01023,35.00974,34.00198,30.96174,32.29792,35.34677,35.21531,35.03235,35.71066,34.48103,32.73972,35.40542,32.74074,34.02604,32.22872,33.82309,29.92716,30.25686,33.86579,33.04253,32.91709,33.17009,33.53921,36.86742,33.08739,30.42837,32.32022,34.73371,32.95997,33.67304,34.0424,39.028,39.60172,35.23793,38.21029,31.98735,22.88556,32.49351,33.10116,34.2403,34.3241,35.65035,32.41785,34.12721,31.49611,33.83524,34.87558,30.85544,34.82043,34.56986,34.5018,35.22875,33.94267,34.01484,32.75384,35.35714,35.19887,0
173,173,31.77836228,32.98498494,33.42319141,31.97370986,36.5395243,30.36015433,32.96038138,34.32999092,35.02739107,30.98441403,32.93066884,34.49265,33.94933,34.35711,33.29812,33.03426,32.35303,34.93176,35.06616,35.16417,34.67018,34.48307,32.64251,34.34341,32.59219,32.69505,31.64847,34.20265,31.92029,31.30308,32.91138,33.5517,35.55499,32.7518,34.36228,36.09762,32.92487,32.57394,32.61344,33.16861,32.00478,33.13236,33.87475,39.37166,38.87542,35.01328,36.69943,32.30557,22.88556,30.66006,33.14311,34.0234,33.44101,35.51829,32.25558,33.60356,31.67153,34.39626,34.78844,31.31663,34.50868,36.15429,34.77624,34.845,34.23916,34.04889,32.4332,35.06187,35.15324,0
174,174,32.36892478,34.41689264,33.58404197,32.09651168,36.7630485,29.39572278,31.65249797,33.427275,33.95504613,31.88531027,33.80008143,33.95108,34.09579,34.56039,32.59938,31.64995,32.28837,35.16573,35.30705,34.4763,35.53101,34.93057,32.88341,34.92268,32.23434,33.3036,33.06254,33.49806,30.15239,29.38565,33.06471,32.96448,34.51868,31.94574,33.73896,36.55251,33.22608,32.3063,32.52935,33.61979,32.54521,33.20432,33.096,38.477,40.01973,34.71737,37.69694,32.11688,22.88556,31.5918,33.172,34.41453,33.29684,35.35713,32.88976,33.40533,30.99863,34.15964,34.08123,29.93626,35.74108,34.70696,33.82182,34.86206,34.04827,34.55747,32.9885,35.62871,35.79663,0
175,175,31.49701372,33.6574131,35.3046673,32.44464757,35.07321574,33.02529533,33.35012713,34.02752939,33.54312687,31.99110224,33.42602339,32.7764,33.65731,34.75365,33.94682,30.57682,32.59871,35.21635,34.37097,34.97521,35.64847,33.37032,32.3038,35.48512,33.12276,33.31406,31.24386,33.61123,28.87298,30.83824,33.25988,32.6649,32.88686,31.51304,33.70709,35.76074,32.99018,30.63911,32.82025,33.98786,32.47995,32.74558,33.62554,38.42137,39.7297,34.88867,38.52924,32.69428,22.88556,32.53239,33.48279,34.88462,34.29982,34.68198,33.29637,33.80253,30.47535,33.99589,35.014,32.11849,34.48495,34.00555,34.73828,34.78522,34.03883,34.05231,32.0573,34.885,34.95453,0
176,176,32.12966078,33.18874709,33.03641337,30.87263028,35.31861247,30.59506519,32.93910295,33.74132572,33.57253994,31.65466613,33.26015868,33.99203,34.11983,34.93709,33.46671,31.01874,32.30556,35.17093,34.32157,35.35434,35.90468,34.42998,32.69685,35.44394,33.19115,33.22378,31.10475,33.73673,30.75137,29.63729,33.34092,32.97111,33.90122,32.21848,33.70633,36.41692,33.53224,31.00842,32.91469,33.96562,33.57209,32.99695,33.85809,39.03542,38.51182,34.24582,38.17478,32.98876,29.30102,32.00532,33.95768,33.87217,34.25278,35.13694,33.14559,33.9771,31.12599,34.95893,34.41428,31.57179,34.47295,34.59784,35.39631,34.49603,33.81681,33.94887,32.70183,34.68853,35.53767,0
177,177,30.02548587,33.97989591,35.09410028,30.06377944,35.77171067,28.89737058,31.27864831,35.64818566,35.42559332,34.20015498,34.74864224,33.48004,33.22154,34.5265,33.53968,30.95272,30.16838,33.9345,33.86061,32.82657,33.23884,35.56667,31.04956,36.1677,31.10136,33.79403,32.65083,33.76833,29.90843,29.81212,31.75881,34.73275,35.12541,33.05002,32.7875,36.16599,33.71309,32.08484,34.20855,34.38705,32.70683,32.20065,32.5025,41.18145,38.47011,35.01055,37.66279,34.23711,22.88556,32.20138,34.84554,35.41768,34.5308,34.08389,35.23075,32.61178,28.95481,33.65037,34.0824,34.36199,34.82682,33.30296,32.04003,33.45254,32.10827,33.71313,30.79817,34.68277,35.50224,0
178,178,31.66879539,34.33163121,33.09807874,31.92925182,36.0080906,29.80430344,31.44482932,33.94622214,33.20512864,32.21015873,33.55375691,33.78665,34.54663,34.50212,32.64079,31.22977,31.83592,35.01783,35.11979,34.73657,35.20723,34.62822,32.70662,35.15821,33.07099,33.33112,32.45957,34.46584,31.85092,30.5335,33.08367,33.14809,33.56364,32.82637,33.77186,37.06931,33.6343,31.70045,33.69766,33.15133,32.49612,32.99069,34.00373,38.63513,39.90735,35.32644,37.21417,32.64347,29.38053,30.73517,33.76701,34.54509,33.66278,35.52663,32.42236,32.56268,31.57826,34.06567,34.04813,29.30238,35.46675,34.67722,33.34126,34.32375,33.15768,34.4247,32.6075,34.92302,35.22805,1
179,179,31.43225581,33.52804634,33.4664036,31.63538584,37.00893561,28.91416965,33.38130541,33.7691151,33.80078956,30.66488836,33.02092763,33.67017,33.88355,34.74746,34.25347,32.0145,33.0238,34.93922,35.13468,34.86549,36.4444,33.80982,32.61312,35.24467,33.38604,33.75386,31.94009,33.39072,29.56628,31.36826,33.33442,33.07889,34.38541,32.78068,32.65448,36.10077,32.50749,31.81948,32.34199,33.77649,33.15806,33.7402,33.74603,38.30044,38.3585,34.21813,38.0077,31.39044,22.88556,29.85632,32.92151,33.47678,33.90316,35.31353,32.09194,33.46084,31.34079,34.53184,35.10703,30.72343,34.71643,35.00846,34.98283,34.59549,33.31321,34.73147,33.35291,34.82723,34.81409,0
180,180,31.50251279,34.54480587,33.90625765,30.90485748,35.93781151,33.34879071,33.1173226,33.02114741,34.07443149,31.89538283,33.8450728,34.04796,34.67573,35.00057,33.14331,32.40949,32.24675,35.02676,34.47097,35.00142,35.08417,35.1614,33.1536,35.56615,32.27112,34.28012,31.85361,33.75302,32.25015,33.20909,33.32617,33.94857,34.77348,33.02755,34.49178,36.67611,33.30027,30.43899,33.17694,35.25474,33.66704,33.53666,34.43506,40.25198,40.61305,34.61881,37.84346,32.58132,22.88556,31.04768,35.06139,34.995,34.65774,35.5024,33.73664,32.63215,31.53827,35.38565,35.59697,31.34356,35.76379,34.9079,33.82151,34.82858,34.08139,33.56596,32.50118,35.71527,37.01634,0
