,AKAP1,AKAP10,AKAP12,AKAP13,AKAP14,AKAP4,AKAP5,AKAP7,AKAP8,AKAP9,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CKS1B,CKS2,DAPK1,DOK1,GIT1,GIT2,LCK,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K5,MAP2K6,MAP2K7,MAP3K1,MAP3K11,MAP3K12,MAP3K13,MAP3K2,MAP3K3,MAP3K4,MAP3K5,MAP3K6,MAP3K7,MAP4K4,MAPK1,MAPK10,MAPK11,MAPK13,MAPK14,MAPK3,MAPK4,MAPK6,MAPK7,MAPK8,MAPK8IP1,MAPK8IP2,MAPK8IP3,MAPK9,MAPKAP1,MAPKAPK2,MAPKAPK3,MAPKAPK5,PACSIN1,PACSIN2,PACSIN3,PAK1,PAK2,PAK3,PAK4,PAK6,PDPK1,PKIA,PKMYT1,PKN1,PKN2,PKN3,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACB,PRKACG,PRKAG1,PRKAG2,PRKAG3,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCD,PRKCE,PRKCG,PRKCI,PRKCQ,PRKCZ,PRKD1,PRKDC,PRKG1,PRKX,PTK2,PTK2B,PTK6,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KB1,RPS6KB2,SH3KBP1,SKP1,SKP2,TAB1,TAB2,TAB3,TEC,WNK1,WNK2,ZAP70,Y
0,34.60808495,33.49616124,33.70897672,35.07189591,22.03041134,21.29250635,25.03612701,32.35217082,32.36436161,34.79915075,22.42737011,23.30613771,33.32268834,32.47896333,31.84628948,28.35774338,32.31804312,33.96203211,31.92201932,33.46779,32.35876,34.08641,34.01848,30.9022,33.27627,35.29833,33.95898,32.4515,32.48531,32.12432,32.5544,31.57267,32.97903,32.52626,34.62032,32.97457,32.06915,31.9926,33.61599,32.47251,31.96497,34.90842,34.88137,32.30489,31.00937,29.58041,32.9545,34.64783,22.18652,32.09408,30.04243,32.64741,30.40759,28.25566,34.72991,32.68799,33.2695,34.71841,32.22331,31.79539,33.31509,33.20525,30.56499,34.43928,35.01429,31.38118,32.80315,23.18019,34.42865,23.73929,32.14723,35.34181,34.67924,30.40124,33.49533,29.59383,33.04019,31.53186,33.51251,31.48383,21.47758,33.49104,34.33614,21.56296,37.44094,32.5789,32.18625,29.80144,32.57782,31.98517,30.94168,22.45731,32.34788,29.88968,32.39266,33.9938,35.18313,31.13806,32.67034,34.68831,33.57576,32.33004,33.94669,31.43074,33.37517,33.56958,32.19939,33.8464,36.9341,32.63417,31.95379,34.91153,31.28668,29.68056,36.11211,24.43924,31.17945,1
1,33.99120291,33.32168357,34.36488221,35.36039032,22.03041134,22.76219274,28.27992933,32.33216485,32.86581237,35.33352804,22.42737011,29.33195295,34.00566755,32.6058696,30.61344807,30.04038168,31.99675224,33.79780826,30.30666076,33.52421,32.20443,33.95814,34.35609,30.34393,33.67856,35.08394,32.6229,32.55155,32.49535,31.40147,31.31071,33.26689,32.96737,32.72787,32.99328,33.71115,32.71208,33.87399,33.00344,33.35527,32.57167,34.98189,34.59405,33.79207,30.20047,31.5158,33.3227,35.12704,22.18652,30.9797,31.38567,34.04178,31.79364,28.76253,34.08908,34.05878,33.4324,34.83091,32.01915,33.19657,29.06497,33.55903,29.42546,33.95625,34.17405,31.61072,33.10651,23.18019,33.74896,30.09801,29.33266,34.97888,34.54182,29.78543,34.50997,31.29948,33.6466,31.11729,34.0753,32.96311,21.47758,33.94524,34.19727,21.56296,37.65514,32.08128,33.22934,30.39919,32.36341,32.82061,31.93903,22.45731,33.22618,30.61865,32.75888,32.78048,34.17536,33.2884,34.36043,35.21949,32.41343,24.7612,32.1908,34.01019,34.28723,33.70185,32.10181,33.48549,37.99486,31.80604,31.26559,35.52924,31.96868,30.78769,35.66152,27.36432,29.3878,1
2,33.38375144,33.2240085,31.94149375,35.09041227,22.03041134,21.29250635,29.08287532,32.50632588,33.31076485,34.89415498,22.42737011,28.54606618,35.40076521,32.85252625,29.11482185,31.93580591,32.32699516,31.2461145,32.20295482,33.05285,32.3904,33.43046,33.84323,29.65388,34.52269,36.32465,33.56186,34.53363,33.29063,30.73832,32.20438,32.14005,32.23955,32.22011,31.76402,34.35038,32.79447,33.62014,31.68006,32.09186,32.76906,35.37497,34.80268,30.71201,29.732,31.07017,33.5037,34.83018,28.10007,32.48272,33.68312,33.45663,31.23993,28.95608,32.66268,33.1913,34.16885,35.15009,33.41005,32.95143,22.6509,33.6767,29.09142,33.80051,34.33945,28.55157,33.75931,29.55226,33.26272,23.73929,29.78063,33.57132,35.47464,28.47541,33.29482,30.52151,32.12672,30.00445,34.56067,32.75556,21.47758,34.37101,33.01833,21.56296,38.21425,31.6645,34.61056,30.02789,32.12172,32.13862,31.21546,26.2617,32.97094,29.79059,31.50642,33.0613,35.03186,30.52351,33.07848,35.3711,31.08899,25.50414,32.7933,32.15445,35.42502,34.40316,32.62081,34.57324,37.51718,32.78642,31.28554,36.91118,31.50909,31.05624,36.41957,30.08133,29.53435,1
3,33.50457235,34.38828942,33.92180443,35.52280451,22.03041134,24.47997547,28.86351871,32.08043038,32.66318898,35.60542481,22.42737011,28.09995752,33.82227576,32.79851228,30.47317261,30.52466323,31.88517361,33.95416309,30.97822806,31.87482,31.35791,32.82706,34.4183,30.42717,34.03312,35.31059,33.41049,34.35777,32.30567,32.31985,31.16331,32.60248,32.32255,32.59413,32.99919,33.96884,32.89226,33.55383,32.97341,33.4603,32.31699,35.75634,34.80297,33.18777,30.41409,31.19771,33.34435,34.51162,25.84996,31.7578,31.82842,33.49951,31.08524,23.96284,33.17061,33.34278,33.06502,34.892,32.85616,32.79367,22.6509,33.80118,30.63099,34.5325,34.25498,29.47544,33.3432,30.92669,33.00459,32.08319,26.8154,34.80075,34.89399,30.53537,34.2493,30.82821,32.17721,32.39723,33.71444,33.07072,21.47758,34.20743,34.31318,21.56296,38.31521,32.04845,33.53519,31.22881,32.14799,32.31056,32.79986,26.98369,33.66821,30.66161,31.61304,32.20634,34.07295,34.23986,33.32578,35.75049,31.97237,27.53904,32.69261,33.75946,35.00023,33.72488,31.6869,33.06747,37.50937,31.60685,30.86918,35.41662,32.18003,30.20403,35.95344,29.61611,29.3277,0
4,33.96016889,32.78499626,34.56639372,36.0509885,22.03041134,21.29250635,25.03612701,25.44371053,33.15671419,35.92976991,22.42737011,23.30613771,33.88454489,31.92955465,24.27460282,29.90583457,32.20402147,29.64649039,24.08986007,33.64163,22.79574,32.82967,34.03057,25.0887,33.76729,36.59994,34.797,32.36945,32.92783,31.30131,32.07908,32.97592,31.66518,32.21939,32.559,34.84839,30.71106,33.75159,33.94307,32.42933,32.98294,36.02567,35.43823,31.54127,29.65909,30.27158,32.80046,33.26646,22.18652,33.00576,32.17699,31.96469,29.90581,21.7955,33.61123,32.29031,35.03678,35.16598,33.19406,33.5399,22.6509,33.10418,30.51497,34.23407,34.29476,30.54561,31.38225,23.18019,34.54715,29.96897,29.53309,34.8615,33.68247,29.63356,34.49665,30.61938,32.40321,31.1215,32.85758,32.82365,21.47758,32.97055,35.61929,21.56296,37.93314,25.86491,34.28419,25.33568,31.9929,32.00485,29.91208,22.45731,33.75289,24.21847,29.5253,32.30597,35.70394,33.44003,33.49095,37.18068,33.31277,22.36402,30.10995,33.85258,35.27965,33.83427,32.50817,34.04029,36.23707,32.31155,28.88966,36.12132,32.74898,27.76103,34.91137,31.53988,30.59498,1
5,34.54436419,32.13491805,32.03848359,36.27842722,22.03041134,21.29250635,30.39738787,32.13195088,31.99733698,35.3652116,22.42737011,23.30613771,33.24589991,32.7951625,31.99072262,30.60852885,32.03993776,33.22824491,32.34468807,34.02498,32.32086,32.59353,34.77008,32.01985,34.14445,35.79148,33.11353,32.76636,34.0801,30.46727,27.13848,33.40372,32.11581,33.42516,32.4515,33.31487,33.09726,34.06596,32.40421,31.85115,31.61603,35.79713,33.78642,31.66781,30.04643,30.51615,34.23771,33.75885,22.18652,32.0516,32.53622,32.45859,29.30182,21.7955,33.30681,33.95471,33.94578,34.94529,34.18648,33.33995,22.6509,34.04608,23.56318,33.06776,34.49448,24.16067,31.74682,23.18019,33.28621,32.09345,29.79078,34.82633,33.43566,31.28981,33.57119,30.65953,32.41376,30.39091,34.39237,32.94449,21.47758,34.31395,35.28484,21.56296,37.89419,32.792,33.60264,25.33568,30.91165,32.46472,31.19242,22.45731,31.58399,31.79274,28.06801,30.40127,34.80909,30.70005,33.31567,35.56521,34.30618,22.36402,32.54691,34.28414,35.31193,33.92187,32.82093,33.502,36.73111,33.07595,31.03169,35.73434,33.2401,33.26293,36.59836,27.46649,31.70895,1
6,35.16675615,33.70829757,34.06850927,34.53606672,22.03041134,21.29250635,29.955209,31.89645503,32.13772757,35.22387753,22.42737011,31.39772684,34.03328931,32.86391579,29.3422046,29.35058715,32.66522765,34.61837871,32.85929405,33.75658,30.88195,32.82782,35.30357,30.5854,32.30915,34.89572,33.69678,34.48093,33.11138,29.66953,31.95947,33.45251,32.90277,31.61811,34.52482,33.59332,32.26466,32.95084,32.66542,31.27326,32.30216,34.29362,34.75749,32.06499,29.67327,32.4342,33.32266,34.46245,28.03717,31.77144,31.40602,33.49566,31.82402,27.35196,33.20032,33.36679,33.58932,34.65424,32.91007,33.31198,22.6509,34.03882,29.23867,33.46943,34.18635,28.86562,33.44912,29.13641,34.09298,31.966,30.42874,35.00969,34.68896,30.54981,33.91879,32.14142,34.44702,31.50227,33.44334,32.20237,21.47758,33.76298,33.76567,26.81624,37.80771,32.76029,32.86241,30.28133,31.56924,32.2567,31.12705,22.45731,33.65426,29.77903,32.47316,33.53538,34.32083,31.92723,32.7276,35.58832,32.29825,27.37686,33.28682,32.79864,33.95197,33.69824,32.22198,33.3927,37.23474,31.88082,30.9831,35.15326,32.72175,30.89788,35.26,27.98866,29.38172,0
7,34.52102514,33.36694964,34.60212092,35.36473134,22.03041134,21.29250635,29.22458856,32.3431834,32.87942516,35.65651128,28.32275985,23.30613771,32.60465911,32.31572332,31.8212265,28.36589498,32.18443209,29.48569084,31.38289005,33.40616,32.2718,32.90085,34.49579,31.02245,33.27335,34.34681,33.50134,32.69935,32.75177,31.40107,31.63119,32.11003,32.65884,32.6485,33.23639,33.8734,32.10977,35.12768,32.59304,31.63323,32.85085,34.25647,33.35794,33.06852,29.79567,30.71539,32.97983,34.04426,22.18652,30.14203,32.1258,33.0579,30.77211,27.25353,33.92635,33.35885,34.15157,34.10464,32.56183,32.63743,22.6509,32.30179,30.21193,32.87712,34.7594,28.42068,32.85861,30.0306,32.92011,29.44342,30.62782,33.855,34.23444,31.48718,34.34795,30.9041,31.32987,29.5135,32.75918,31.95321,21.47758,32.73307,34.83971,29.95442,36.43501,32.6203,33.12693,32.43932,33.41223,32.51519,30.68402,28.51605,33.88883,32.01878,32.79595,32.4735,34.48979,30.51395,32.76785,34.10548,33.6868,28.80748,33.13829,33.33549,33.8679,33.7777,32.27824,33.42823,36.80575,32.1889,33.04207,35.24348,32.8246,31.03356,34.97466,29.20316,31.61262,0
8,34.45728255,34.42538678,34.56276681,35.76460028,22.03041134,21.29250635,29.08709295,32.48767517,32.93255346,35.47866528,22.42737011,23.30613771,33.50767979,33.2882489,31.53848872,30.10402766,32.13382667,33.94695604,24.08986007,33.48793,31.20403,32.89106,33.89674,29.58968,34.50593,36.12716,32.13833,33.52071,32.67009,30.02105,31.81519,32.98653,32.73289,31.80016,32.86997,33.49288,33.11814,33.8392,32.95975,33.03788,32.50032,35.04737,34.53235,30.16666,29.05794,32.31466,32.53398,34.75235,22.18652,31.23827,31.41361,33.69437,32.52905,26.21944,34.298,32.53506,33.21162,34.45435,31.38141,33.93496,26.88615,33.48735,32.41816,34.53582,34.05325,24.16067,32.69828,25.7318,33.56837,23.73929,27.05526,34.88071,34.89177,30.33529,34.58504,31.56858,34.05749,31.83257,34.01269,31.93947,21.47758,33.26733,34.1894,21.56296,37.1709,30.73559,32.43763,30.0524,31.38428,32.83518,32.66794,22.45731,32.85427,29.99587,32.07317,31.73002,35.08922,33.45599,33.09593,35.67155,32.38907,28.9282,32.13563,33.80996,35.67409,33.06239,32.42253,34.3636,36.85954,32.51919,30.65196,35.87439,31.73087,31.54828,35.8816,30.44153,28.62839,1
9,34.17444214,33.96427606,31.29729032,35.13911775,22.03041134,21.29250635,29.95721575,32.01354731,33.37756868,35.20867581,28.79524879,29.47511869,32.74648671,32.96021371,30.8876894,30.05292833,32.07325346,34.40868905,31.30104142,33.87014,32.17503,33.2713,34.55125,31.71111,33.41833,35.43665,33.57188,33.09097,32.88448,30.95485,31.65057,32.12859,33.88644,33.83388,33.5402,32.18522,31.95377,33.32266,32.41828,32.75968,31.68021,35.13014,34.45394,30.94178,30.20865,32.10841,32.79071,34.05973,22.18652,32.50843,32.48049,32.06324,33.50462,32.46921,34.17976,32.61412,32.67396,35.75716,33.6665,33.59081,22.6509,32.8938,28.89282,33.27939,33.06229,31.32649,33.19351,25.3658,33.37736,30.04147,30.03615,34.8772,34.14749,29.74323,33.68639,29.24964,32.16136,31.64195,33.45549,30.97482,21.47758,33.35226,34.4626,21.56296,37.20086,31.91417,33.32328,28.85498,34.11735,32.6853,31.87346,26.15824,33.8546,33.47762,32.30346,32.47303,34.03263,32.87135,32.4463,34.28,32.62587,29.2018,32.63967,32.90193,35.03629,33.98977,32.56115,32.87084,36.74611,32.46521,31.0839,34.1451,31.7795,28.32082,36.13284,28.52665,28.2083,1
10,33.8759697,33.34209738,34.36326457,34.82247077,29.69693443,21.29250635,28.46294254,31.50984349,32.44142743,35.06860576,26.26537692,30.96013753,34.15174766,32.94784561,30.82755669,30.04346564,32.53795913,32.63378253,32.10139643,32.22963,31.93876,33.37367,35.2407,31.29561,33.90631,35.34546,33.12227,32.55894,33.06119,29.29738,31.91231,32.74184,32.92056,32.38199,32.91489,33.52932,32.71199,33.74213,32.35111,33.05765,32.28069,35.27219,34.68443,32.31583,30.30935,30.20169,33.20321,34.49076,26.69215,31.05776,31.40374,33.10597,30.89786,29.00891,33.61608,33.38827,33.90208,34.74659,33.33386,32.93257,30.2393,33.561,30.76162,33.81536,33.81114,30.57129,33.70154,28.20571,33.98273,28.28484,30.24447,34.89838,34.27705,31.47325,33.78633,30.38856,33.27784,31.20582,34.55089,32.31458,21.47758,33.49399,34.37963,25.57747,37.7992,33.00312,32.95128,30.26147,31.71346,32.46724,32.02632,25.03133,33.32835,30.08961,31.43664,31.74958,34.50408,32.71034,32.89407,35.53638,32.29041,26.55429,31.92048,32.41124,34.30377,33.65309,32.73664,33.80169,37.5361,32.09043,31.07986,35.24488,31.5485,30.86607,35.43675,30.41405,30.84682,0
11,33.77700158,33.82557903,32.32772819,35.31597696,22.03041134,21.29250635,30.26578469,32.1656478,31.72321956,35.27978049,22.42737011,23.30613771,34.55730062,32.4999168,29.45920245,29.12592207,31.80174726,32.76571501,31.51558358,33.9597,32.0465,33.60318,35.02607,31.66573,32.14759,35.76508,33.99413,33.73072,32.77019,29.73301,30.8072,32.85648,32.98036,32.55807,33.98745,33.51723,32.8341,34.41772,32.54851,32.33535,32.13201,34.14875,34.68352,34.87829,29.29641,31.6374,33.73999,34.8213,22.18652,31.51806,30.82008,33.82536,30.41027,24.94496,33.95282,33.18917,33.79169,34.84974,32.44784,33.04314,28.83115,32.6645,31.41682,34.68111,34.02402,28.88657,32.55381,23.18019,33.64392,28.19872,26.34627,34.67311,34.66678,31.46701,33.70018,31.9591,32.64552,32.13245,34.09096,33.41307,21.47758,34.2128,33.89119,21.56296,37.3831,31.29659,33.13437,29.34445,31.48542,32.68871,32.91165,22.45731,33.50339,30.69843,32.48403,32.20641,33.97771,32.91857,32.33928,35.16066,33.12314,29.28954,33.44874,33.20596,34.32045,33.39017,32.4043,33.9178,37.23723,32.18555,30.66755,36.06245,32.09951,29.67129,35.5598,24.51337,30.62451,0
12,33.99519204,34.01528527,33.89508378,35.83764446,22.03041134,21.29250635,29.26488701,32.08886807,32.26486948,35.9854593,22.42737011,23.30613771,32.58311193,32.73014185,30.29248843,29.34074499,31.76512799,34.05762624,30.52447176,34.44109,32.51715,32.60954,35.12361,30.19183,33.38334,35.18987,34.00032,33.30394,33.31352,30.39176,32.13694,32.52264,33.00392,32.90192,33.57552,34.38373,32.62678,34.50992,32.41538,32.81059,31.52474,34.54337,34.87004,33.71549,30.19864,31.03448,33.34031,34.78304,30.49772,31.38237,31.68121,32.10933,31.96646,26.05315,33.63479,32.86266,33.71213,34.50775,33.32055,33.78616,22.6509,33.22197,31.74678,34.59283,34.51539,29.43293,32.57624,23.18019,33.56855,23.73929,21.99428,34.60679,34.94396,32.93289,34.39329,30.91247,33.60733,31.04408,33.86804,32.11679,21.47758,33.45177,33.8838,21.56296,36.83083,32.19837,33.70363,29.21653,32.31794,31.54836,32.34682,22.45731,32.21554,29.63241,32.1433,33.56197,34.30968,30.43347,32.49795,35.86504,32.62106,28.13168,32.10979,32.78037,34.49699,33.49834,32.18259,32.67301,36.09851,32.14821,29.38756,35.35645,32.28728,30.13758,35.63345,28.96791,29.52476,0
13,36.14212534,34.08831382,34.48780676,35.3548937,22.03041134,21.29250635,29.32053704,31.87477855,33.83354207,35.6750053,28.2986115,27.44879191,32.93086969,33.76644874,31.11783494,33.33911627,32.20776662,30.56927759,28.3365467,35.43711,30.62097,33.9399,35.70361,29.81253,32.88313,34.82571,33.59538,35.22659,32.48543,30.80858,32.41859,33.7799,35.16308,33.09679,33.07626,32.67587,32.71669,34.09994,32.35222,33.78018,31.86222,35.13734,33.61209,32.36208,31.13265,31.08657,30.8789,34.69294,22.18652,29.20994,32.3565,32.93581,31.14773,25.78383,36.74214,32.17901,33.64177,33.8124,33.11326,33.89308,22.6509,33.95841,30.51728,32.98007,33.77381,32.21777,32.89435,30.7499,34.72364,23.73929,30.55482,34.56574,34.16324,30.36816,33.88847,30.79154,32.72821,29.40874,33.69645,31.37088,21.47758,32.36427,35.38491,21.56296,35.47868,32.30968,31.74546,30.3365,32.82964,32.92359,33.01269,22.45731,31.88379,31.25793,32.35306,32.96414,34.11501,33.93588,32.75733,35.54374,33.57022,27.66308,33.86442,32.44365,33.32875,31.75255,33.27524,34.4079,34.48984,33.6708,30.41022,34.24478,31.99442,31.1154,36.16724,33.5024,30.62905,0
14,34.1383893,33.54039978,33.53312687,34.73624451,22.03041134,21.29250635,29.81177559,31.52749494,33.63376619,35.4182475,27.4598321,32.66683589,34.3661422,32.67148468,31.78036173,29.77136066,32.71274981,31.92760604,30.73626614,34.33373,32.54066,33.46668,34.05568,32.675,34.13743,35.39198,33.98014,33.05558,32.93251,29.17316,31.90992,33.51377,33.52861,33.18631,33.68842,32.59476,33.09298,33.37282,31.86866,33.06648,31.43028,35.13687,33.31233,32.31578,30.18353,33.21301,32.81033,34.64409,29.79002,29.9159,33.12128,32.13119,30.27176,28.99111,36.5693,32.36763,32.92345,34.95197,32.60082,33.46408,30.57161,33.45551,30.3901,33.59623,32.41475,31.65468,33.91223,29.56621,33.94525,27.75274,30.63434,35.72364,34.41335,31.24961,33.04328,30.41203,32.75304,30.93116,32.81918,31.59165,30.69675,32.5224,34.39133,21.56296,36.37304,31.84167,31.58023,29.69104,32.99009,32.59161,31.84856,32.13314,32.54409,32.45405,32.93887,31.80744,34.19766,32.14936,33.71452,35.51678,34.30749,29.0538,33.24142,32.79049,34.09598,34.66289,33.84318,33.59602,35.05717,32.20282,32.64647,34.65963,31.70705,30.39723,36.54201,30.70847,32.95067,0
15,34.54058168,33.26669989,36.04253439,36.88259976,22.03041134,27.70335859,28.38861437,31.82964043,33.04629272,35.89140913,22.42737011,23.30613771,33.21668227,32.04580116,30.48223834,30.85506062,32.04557509,33.20946509,31.06269908,32.58407,32.40128,32.63879,34.61882,29.71678,35.36648,34.529,35.48852,33.03956,34.12157,30.531,32.10791,31.87136,33.39912,33.12531,33.09433,33.38375,33.00644,33.82313,33.1325,34.19172,32.0115,36.62372,33.59829,33.13951,31.42352,31.66425,32.4096,33.84764,27.56154,32.60697,33.46828,33.31685,30.48907,26.97516,36.37246,31.25067,33.04186,34.69249,31.72222,33.4283,22.6509,34.36929,31.65914,33.39767,33.57939,32.07394,32.31176,23.18019,35.35067,31.24435,30.99975,33.24079,34.47489,32.36024,33.55817,29.98218,31.77478,31.66489,33.54622,32.75738,21.47758,32.26523,33.83348,21.56296,36.93622,32.78934,33.17651,31.18927,31.97207,32.88349,33.53332,29.81572,33.53638,30.50748,32.52099,33.32474,34.21681,34.17797,34.19836,35.63278,33.76384,29.34165,31.88975,33.8712,33.06356,33.92258,32.5509,34.72386,35.76149,31.23448,28.00363,35.08463,31.80915,32.49139,35.43564,32.63069,32.00496,0
16,33.66341395,33.04261968,33.07636604,34.755936,22.03041134,21.29250635,28.96288173,32.21881409,32.84660756,35.23719052,25.14547935,28.48143543,33.71773575,32.57571522,31.11004863,27.58051031,33.03311678,33.85682962,32.4397556,33.5179,32.15069,34.29039,33.77754,31.31565,33.85848,35.65022,33.01553,33.44115,32.58134,29.72788,32.42322,33.22572,32.44567,32.26149,32.43986,33.62634,33.38765,33.90985,33.05495,32.85141,31.8394,34.91027,34.56148,31.41516,30.6735,32.32146,33.24541,34.52755,29.01168,31.2955,31.96271,33.79137,31.23364,29.36098,33.93763,32.92865,33.14766,34.60515,33.54303,33.51841,22.6509,33.05579,30.96233,33.78745,33.89402,30.09188,33.00343,29.18029,33.73492,29.7656,31.39763,35.28084,34.44015,31.06135,33.79547,30.48326,32.09237,31.01857,33.52237,32.95737,21.47758,33.82316,34.17987,26.377,37.32438,33.10296,33.13873,32.09813,32.56314,32.938,31.43156,22.45731,33.76045,30.07081,32.70324,32.56771,34.73747,33.05551,32.26468,34.71762,32.85811,27.70695,32.90105,31.96071,34.52601,33.93371,32.78813,33.39783,36.54537,32.27538,31.50754,35.36975,31.17737,30.65177,36.32087,29.75118,30.43247,0
17,33.89556812,33.40536973,33.70382117,34.9062471,22.03041134,21.29250635,29.74383117,31.17873802,32.60016891,34.85908769,27.9981948,23.30613771,33.12283471,34.01290968,31.31095365,30.05951329,31.94866106,32.75884866,31.59787237,34.41928,32.55431,33.67374,33.82007,31.88462,33.52188,35.09034,33.14847,32.85215,33.52482,27.79661,31.04094,32.75612,34.23288,32.73811,32.6787,33.38081,32.78335,33.56564,33.33117,32.12025,31.8809,34.23689,33.74911,34.05317,28.05699,32.45483,32.55184,34.20464,22.18652,30.4208,32.60802,33.15169,29.93371,25.47409,34.46452,33.37339,34.01619,35.07682,32.69726,33.47963,28.08839,33.1047,28.02056,33.87667,34.0262,30.53828,33.57914,30.34531,33.52078,23.73929,31.34565,34.85088,34.28539,32.02827,33.9312,29.12313,32.50997,31.18749,33.91061,32.68192,21.47758,32.9654,34.09815,21.56296,36.51552,32.54084,31.43403,28.02671,33.46424,33.89207,31.54036,22.45731,32.25153,31.63046,33.20567,32.40373,34.5222,31.89785,33.25093,35.33133,34.4365,29.03358,34.0392,32.44419,34.44436,34.15689,33.24932,34.35499,36.1737,33.2075,31.30819,36.06591,31.15461,31.91569,36.34107,25.97255,32.33281,0
18,34.07472512,34.21223962,33.2350008,35.87569829,22.03041134,21.29250635,29.57645512,32.53209228,34.22460458,36.14274482,26.4251457,23.30613771,33.96937909,33.42671458,31.10415387,31.08692464,31.31489536,30.6629212,30.87662907,34.00167,32.46959,33.54263,35.04368,31.42998,32.69558,34.65076,32.3093,33.98155,33.26411,30.58173,31.76643,32.49311,33.35321,32.85202,33.03829,33.8161,32.91364,33.44159,33.23569,33.09415,32.04852,35.50306,33.74643,31.65685,29.92143,31.80117,32.77555,34.03315,25.91953,31.28243,32.79782,32.00313,30.64373,26.7894,33.50846,32.7395,33.89867,34.31465,32.1408,33.17384,22.6509,32.88709,31.28302,33.8191,31.7298,32.5369,32.64916,23.18019,33.30187,30.39173,30.50502,33.70452,35.10971,30.90865,34.53409,30.0141,32.02087,30.21499,32.82314,32.02488,25.79183,33.71679,33.7517,21.56296,36.35477,30.8268,32.46831,28.9919,32.87593,32.28565,31.27002,29.55335,33.46236,31.99347,32.52733,31.85168,34.34167,32.77562,31.88724,35.79237,33.40264,28.21787,33.10136,34.32977,34.64207,33.83385,32.87801,34.05577,36.22786,32.65073,32.87209,35.1377,31.95627,31.89914,35.71717,28.54557,31.63428,1
19,33.15853064,33.72126785,31.36462345,35.42618973,22.03041134,21.29250635,29.64430831,31.97064401,31.77494704,35.92792677,28.37546659,23.30613771,34.65008489,32.98124919,30.83447661,28.51518463,32.2668568,33.58543731,32.4075382,33.97696,32.8793,33.2709,34.20736,31.48244,33.889,35.54639,33.86022,33.26401,32.44173,31.42992,31.77541,33.12609,32.56732,32.33758,32.94434,33.98415,33.26215,35.31133,32.8475,32.51997,32.33636,36.46054,33.79398,31.1705,30.22826,32.83119,33.68782,33.52672,23.57449,31.87236,31.18466,33.65316,29.70125,24.02464,33.68719,32.83856,33.99557,35.80854,33.92231,33.06781,22.6509,32.87731,28.13821,34.12416,33.63487,30.41199,31.86972,27.60758,33.75235,32.2202,31.07852,34.19448,34.22829,30.48336,33.85306,26.28974,31.35567,31.039,34.24449,33.33451,21.47758,33.81616,32.6332,21.56296,37.18599,31.3798,33.89096,31.40035,33.06823,33.65865,30.94703,33.3717,33.10268,30.58829,30.84872,32.49311,34.95814,31.61359,33.30589,34.60544,34.03998,25.57086,33.30239,32.7363,34.76852,33.96327,32.82382,34.07851,36.4179,32.81132,31.46891,36.80833,32.13138,30.66321,36.07257,29.0194,31.34634,0
20,34.08291963,33.78939992,34.11713066,35.09528967,22.03041134,27.28756188,30.42070842,28.6204614,33.61205846,34.94176308,29.8981707,32.03279603,34.7186245,33.29173384,31.47505692,30.03911523,32.245239,35.4979133,32.45382668,35.02622,32.0872,35.41413,33.61162,30.73226,33.64887,35.59702,33.23038,34.46192,32.03833,26.75104,31.48544,32.39459,33.58228,32.76741,32.53539,33.95434,32.27976,34.14264,31.081,32.60173,32.7212,36.60862,33.46129,28.78903,26.75733,31.17095,32.643,34.37813,29.99636,30.66876,32.89338,32.15013,28.52031,26.27889,34.24926,32.8997,33.32168,34.05684,31.60505,33.6855,25.89822,33.06115,31.92711,33.45814,33.61607,28.73416,34.65093,29.37575,33.69361,29.00471,31.37107,36.15818,33.48543,33.17443,33.44822,29.16101,30.18301,32.39337,33.58509,31.58094,21.47758,32.92533,33.66479,29.02896,37.2295,33.37289,33.50152,26.53338,32.94866,33.22396,30.17213,22.45731,34.52707,29.84205,32.17468,33.81714,35.23063,28.9676,33.88233,36.06359,33.36781,30.33266,33.14132,32.4344,35.3908,33.60936,34.07594,32.68576,36.73683,35.26513,30.69137,35.60159,31.32711,31.88457,36.20401,29.3674,31.34963,1
