,ACAD10,ACTB,BANF1,CCDC22,COMMD3,COPS7A,DLGAP4,DRD2,EIF4E,GPR155,GRIN1,GYPE,HOMER1,IL25,IL6,KDM1A,KLHL5,LEMD1,MORF4L2,NASP,PCMT1,RANBP2,RP11-96O20.4,SDR42E1,SUMO1,SUPT16H,TARBP1,TARBP2,TRIM43B,TRMT6,XPC,ZSCAN4,Y
79,32.32281942,42.67401075,36.69423845,32.88248099,34.70068035,34.77236151,36.33451,19.17202,34.95777,31.57902,26.90146,25.43515,33.18061,26.04127,35.17341,34.15371,33.55782,23.59272,34.82555,35.87779,33.33499,36.17689,20.77248,20.29074,33.94813,34.67445,34.1063,31.93294,28.56204,32.39737,32.14871,19.64094,0
80,33.33205503,39.85686735,34.21198872,30.64033387,32.92808141,33.41575374,34.57155,26.23862,33.58365,32.00533,20.14651,27.58013,30.66073,20.87258,31.99734,33.10978,35.00579,25.38289,32.76434,35.24017,32.44231,35.92915,20.77248,28.332,34.14257,33.02254,33.01322,30.44011,27.28352,30.39653,32.70498,26.05989,1
81,34.13250971,39.45955043,33.65997845,30.28249366,34.56979554,34.05512475,34.92455,24.36948,33.85896,32.86074,23.04157,21.21382,33.36848,20.96655,26.23374,33.19101,34.05301,21.37538,32.67951,33.92974,32.36604,36.59004,21.03524,29.7386,34.32989,33.04748,33.55039,22.66962,20.68433,31.99598,33.55045,21.16338,1
82,33.91889165,41.12622754,34.85859121,30.53103643,33.7503839,32.7728479,34.58243,24.32519,35.70561,31.44165,21.02797,21.21382,31.4179,20.96655,31.09248,32.9415,34.45412,21.37538,34.24847,34.67199,33.66278,36.54113,21.03524,30.70963,36.20078,33.33265,32.12691,30.32924,20.68433,31.93107,32.96776,21.16338,0
83,33.63438398,41.02354806,35.38447924,32.39374099,33.29708743,33.89944202,34.88807,25.97557,33.18184,30.35055,24.02701,21.21382,30.33188,20.96655,35.26206,32.29019,32.96135,25.41371,33.7183,34.09411,32.81251,36.04223,21.03524,28.51481,34.9212,32.46322,33.82643,31.8419,22.88397,32.36971,32.51367,23.30548,0
84,33.13996139,40.94262049,34.98571137,31.32865456,33.05142213,33.74091764,34.51063,25.88737,34.47331,32.19359,23.61275,26.07872,32.22215,20.96655,29.17769,32.93964,33.86311,21.37538,33.47468,33.82212,32.1438,35.92737,21.03524,29.0294,34.98731,32.35667,33.02767,31.10008,20.68433,31.53564,32.4646,23.66571,0
85,33.68528222,40.54131969,34.54060064,31.2033447,33.03643822,34.58529779,34.64034,28.0113,34.77555,32.57022,21.02797,21.21382,31.49774,20.96655,25.84534,32.58002,32.41124,21.37538,33.54398,34.25023,33.93927,36.09285,21.03524,32.30108,35.76804,32.41536,33.36772,32.26232,20.68433,33.40885,32.77138,21.16338,0
86,33.08339223,40.65036841,34.79477088,31.25574935,33.10992953,34.12581329,34.58927,25.92869,34.81313,31.78616,21.02797,27.87464,31.55759,20.96655,33.07141,32.54151,33.63869,25.81624,33.92002,34.57393,32.61918,36.20367,21.03524,25.55624,34.7125,33.30439,32.71879,31.21235,22.97126,31.63123,32.47115,21.16338,1
87,33.52439108,41.587366,35.31229044,31.34349094,33.13901754,34.47699717,34.6834,25.07746,34.67654,30.70512,25.23017,27.80674,32.23902,20.96655,29.79557,32.85974,33.58706,21.37538,33.92629,35.42189,33.21321,36.30273,21.03524,28.76208,35.27573,33.70807,33.18127,31.78483,20.68433,32.63162,32.95352,25.00874,0
88,33.26748373,41.62263211,34.29476038,32.36654496,32.50171929,34.01226295,34.86014,19.17202,35.37402,31.19416,25.0075,18.99387,29.89099,20.87258,31.17076,31.58754,33.62382,19.07305,34.52065,34.00191,33.28319,35.97569,20.77248,29.15667,36.16638,33.637,32.87628,30.73081,21.11484,32.73888,33.61257,27.23172,0
89,33.210794,40.18874206,35.52250919,31.26589737,33.12826422,33.38628036,34.44226,21.13571,33.84956,31.80418,21.02797,21.21382,32.60588,20.96655,30.73992,32.86173,33.15477,21.37538,33.31123,34.79906,33.35908,35.41647,21.03524,28.02042,34.28126,33.15725,34.40824,30.9712,20.68433,31.28637,33.42112,21.16338,1
90,32.71106965,40.82126575,34.37061919,31.25127544,33.14062562,33.4194759,34.46897,25.04861,33.73225,30.50867,26.70568,27.32486,31.27145,20.87258,35.45606,32.95584,33.50784,26.93875,33.62658,34.14321,31.9726,35.9834,20.77248,29.22575,34.01433,33.21379,33.15216,29.88587,21.11484,32.22639,32.46079,22.34275,1
91,33.56912279,41.40596278,35.0864229,32.15548297,32.25527624,34.50208626,35.68968,27.45961,33.9532,29.87306,21.02797,28.22413,31.86195,20.96655,30.26243,31.80277,32.56418,29.54121,33.40252,34.78348,33.37653,35.49507,21.03524,28.68231,33.95787,32.69462,34.73224,31.6375,25.16621,32.03444,32.4475,21.16338,0
92,33.18138446,40.23230192,34.03247938,31.16409364,33.16967317,33.86191184,34.4146,28.94812,34.07637,31.79062,21.02797,21.21382,31.63162,25.42664,28.88874,32.7006,33.20251,29.51767,33.5956,34.65085,31.65228,35.63096,21.03524,27.75694,34.78418,32.71475,32.58896,31.63493,20.68433,31.74782,32.46366,21.16338,0
93,33.43420513,40.30714452,34.21387333,30.67121834,33.45739209,33.86766453,33.82151,21.13571,35.00724,30.49623,21.02797,27.5468,31.66643,20.96655,33.68218,33.24126,33.74223,21.37538,33.63657,34.98752,32.68813,36.42487,21.03524,27.22749,35.38105,33.35355,32.85219,30.61002,23.21367,31.74244,32.45886,21.16338,1
94,35.43757088,41.08272629,35.12365149,31.51962261,34.21160059,34.78672729,34.99465,19.17202,35.06007,28.86509,20.14651,23.79055,31.81395,20.87258,30.8655,33.91888,32.89425,19.07305,33.7937,34.6652,33.96299,35.90411,24.69391,24.39225,35.30556,33.64003,32.91709,32.14354,26.31179,31.37264,33.95237,23.38159,1
95,34.1419304,40.435775,34.76534815,30.92548386,32.50790142,34.14754544,35.18144,21.13571,34.26961,31.82696,26.22045,21.21382,31.23616,20.96655,25.73696,32.51882,33.83801,21.37538,33.32236,34.62283,32.41134,35.8937,21.03524,30.39642,34.9599,33.06165,34.41637,32.33055,24.45274,32.14287,33.09659,24.35003,0
96,33.41944289,41.55913906,35.28019692,32.05356049,33.30023647,34.29274104,34.36687,27.34201,34.2785,32.00895,24.16942,21.21382,31.01906,20.96655,31.90987,32.58061,33.55099,21.37538,33.18997,35.03601,32.84765,35.96801,26.78979,29.28776,34.13926,33.07664,33.89336,32.11805,25.53475,31.74495,32.53237,24.20463,0
97,33.12550202,40.71462718,34.17426267,32.02660541,32.91896796,33.90135224,34.63788,26.17828,33.79025,31.65991,23.67484,24.66735,34.76849,20.87258,31.75433,31.98624,32.93268,25.5209,33.53044,34.1837,31.52859,35.85531,20.77248,25.36149,34.048,32.42309,34.23774,30.68296,21.11484,32.11181,32.36345,22.6242,1
98,33.64529817,40.88140905,34.50977489,31.63165757,32.47153162,33.81657219,33.93659,24.95945,33.58113,30.77953,26.02316,26.69243,30.99343,20.87258,35.81854,32.59834,33.63378,28.1619,33.35249,34.54884,32.52295,35.86542,24.43913,26.22712,32.73946,32.87841,33.9302,33.11364,21.11484,31.92492,34.06131,19.64094,1
99,33.26236652,40.95963255,34.14699191,31.33359914,33.06274129,34.0546569,34.79482,27.9887,34.21484,31.58314,21.02797,21.21382,29.88199,20.96655,26.72387,32.48995,33.28437,21.37538,33.46991,34.75178,32.07736,35.96238,21.03524,25.95083,34.57955,33.01933,33.20376,30.97597,25.06975,31.12816,33.04875,21.16338,0
100,33.63770687,40.91163292,33.63287537,30.66217767,33.193873,34.00484836,34.88608,28.84241,34.40568,30.50923,22.95035,23.08914,32.05442,20.96655,29.26836,33.21851,33.9554,28.01302,33.2268,35.00429,32.63213,36.08078,21.03524,28.40017,35.02867,32.94652,32.75474,31.38404,26.9309,31.713,32.61093,23.75276,1
101,33.03421191,40.31300094,33.44105335,31.2382625,32.50049026,33.54520314,34.50138,25.98463,33.24544,30.91748,24.62076,26.77639,31.96368,20.87258,33.38143,32.54058,33.38918,22.86895,32.9134,34.7881,31.49074,36.00911,20.77248,29.61381,33.56808,33.11031,33.43982,30.14067,21.11484,31.50503,32.81786,21.91129,1
102,32.40864054,40.81841696,34.2428943,31.14923876,33.68419813,33.33238357,34.32016,21.13571,35.13305,31.07073,27.68576,27.8671,32.5786,20.96655,30.81559,33.06135,33.88753,27.33947,33.87049,34.25486,32.55275,36.6432,21.03524,27.27045,35.3826,32.69279,33.34645,31.11583,23.57762,32.73871,32.69699,21.16338,1
103,33.84345963,39.97659092,33.55416931,31.87298705,33.0222463,32.62139734,35.85884,29.40843,33.86779,31.09722,25.53363,21.21382,31.20579,20.96655,35.14464,32.72831,33.43638,21.37538,33.89981,34.7762,31.57833,35.69393,24.99577,30.37268,33.08376,32.55282,33.76638,31.02594,20.68433,31.2918,32.93666,21.16338,0
104,33.56478449,40.3080294,34.70741532,31.75861167,33.09595016,33.36866312,34.54249,21.13571,33.87671,31.18852,24.84661,21.21382,32.41965,20.96655,32.66169,32.87739,33.92939,21.37538,33.22609,34.29106,32.52813,36.96402,21.03524,25.91792,34.44091,32.80719,33.52941,30.29641,23.64049,31.18735,32.19769,21.16338,1
105,33.93438158,40.97078482,35.17757991,31.57947192,33.55299826,34.43502221,34.82708,27.66083,33.92122,31.74221,24.17138,26.16985,31.44197,20.96655,26.30331,33.58295,32.77897,29.14068,33.90481,34.61098,32.91989,36.08171,21.03524,29.4306,34.91086,33.56896,33.3045,31.50169,20.68433,31.61514,32.76072,21.16338,0
106,33.35870146,39.76301546,32.88900646,31.24829869,32.59393191,33.45807338,35.69881,21.13571,33.18818,31.10485,27.21929,21.21382,31.60236,20.96655,32.14429,32.35283,33.87136,21.37538,33.19196,34.94316,31.62531,35.49675,21.03524,30.24064,33.32746,32.14716,34.18764,32.25806,20.68433,31.94271,33.20051,26.40148,0
107,34.49250611,38.99999251,31.91321492,30.71572096,29.97357818,34.41088626,35.23499,21.13571,31.3375,30.38041,21.02797,21.21382,29.45727,20.96655,29.7711,32.93923,32.79872,21.37538,33.71461,34.97365,32.20444,35.46518,26.84739,27.98719,31.76382,31.40947,32.32875,31.20172,20.68433,32.37025,33.17039,21.16338,1
108,33.55230759,40.80302561,34.4408141,32.09100939,32.95483121,33.98900138,35.54957,27.73158,33.04374,31.194,27.27788,21.21382,30.64304,20.96655,30.52317,32.37018,33.3988,26.90578,33.78399,34.43816,32.22284,35.00444,21.03524,29.92298,33.05233,32.2045,33.54869,31.63799,23.34701,30.5911,32.93561,24.55645,0
109,32.98349707,41.26479286,34.54906436,32.16720043,33.78215529,33.92302542,35.05474,26.06824,34.50507,30.99019,25.62823,21.21382,33.05605,24.52277,32.80515,32.78408,33.53285,21.37538,34.76907,35.02546,32.56906,35.83381,21.03524,27.60012,34.41515,32.81053,32.93057,32.40253,20.68433,32.57528,33.1667,23.50663,0
110,32.8754105,41.13087507,34.14294182,31.77536813,33.0992423,33.8220923,34.35742,24.50335,34.32566,31.62176,24.00435,28.07973,32.13941,20.87258,31.81089,32.95527,33.6557,24.38878,33.92441,34.72203,32.52821,36.16869,20.77248,29.93768,34.04098,33.09479,34.0343,31.24329,21.11484,31.34677,32.58051,23.98335,1
111,33.46171183,40.77979899,34.61424074,32.00418317,33.38010185,34.30501233,34.67581,21.13571,33.61313,31.39637,21.02797,21.21382,32.54672,20.96655,29.91545,31.4239,33.5064,21.37538,33.42559,34.24705,32.19299,36.23987,21.03524,28.86227,33.11702,32.24651,34.66941,31.48227,22.63601,31.97564,32.39679,21.16338,0
112,33.30662195,39.91994979,33.34807038,30.92702546,32.32946008,33.23187873,34.22127,24.99834,33.94562,32.11087,24.74344,22.79491,32.8479,20.87258,28.6386,32.66991,33.80237,26.39515,32.94015,34.92055,31.32541,35.99729,20.77248,29.618,34.39551,32.79612,33.06826,29.76143,21.11484,31.91468,32.45309,26.1929,1
113,33.31940373,39.3778986,33.76703478,30.63751336,33.15146932,33.27759005,33.94565,25.08225,34.70749,30.85526,23.67667,26.72229,30.99605,23.49606,27.86971,33.46434,34.32831,21.37538,33.06036,34.88082,32.50484,36.22821,21.03524,27.51317,35.06364,33.03419,33.26194,31.45781,23.31742,31.30493,32.08328,21.16338,0
114,33.55461773,41.81334774,35.64564888,32.47924922,32.06855247,34.93057903,35.09455,21.13571,33.30944,29.83697,25.44169,24.67031,29.04702,23.88086,33.26771,32.10085,32.61988,21.37538,34.55329,34.8139,31.91111,35.53609,21.03524,28.82822,34.38327,32.33448,33.05516,32.23716,20.68433,31.60323,32.871,21.16338,1
115,33.10698196,40.48334162,33.56749252,31.23128773,33.24537729,33.52613716,34.12768,27.21867,34.729,30.14724,21.02797,28.39349,31.20425,25.68148,29.64538,33.0494,32.98624,21.37538,32.90228,34.50356,31.55328,35.96453,21.03524,28.9174,34.94527,33.23396,32.40099,30.70256,23.06206,31.83392,32.69776,25.77641,0
116,34.29242273,40.56139731,36.01576668,31.10019734,33.4611841,33.56739278,34.90654,26.86174,34.72325,31.09083,22.80332,25.90462,33.64549,20.87258,28.69887,32.8684,32.59341,19.07305,34.07122,33.7468,32.91662,36.20677,20.77248,27.28682,35.63579,33.61029,33.84913,32.84034,21.11484,32.75893,31.32417,19.64094,0
117,32.38260605,40.56297715,34.33067831,30.76859665,33.58424397,33.08616248,34.20342,24.85905,34.92594,32.35131,25.08523,23.2647,32.39806,20.87258,34.27379,33.28673,34.0994,25.5525,33.6981,34.37816,32.42925,36.48827,20.77248,28.72936,34.96429,32.91333,33.35111,29.83216,21.11484,31.39718,31.89882,22.3371,1
118,32.92034556,39.7854862,34.75571074,31.22086432,33.15862168,33.23956652,34.95298,21.13571,34.56049,31.45071,23.15215,21.21382,32.24691,20.96655,30.31133,33.34681,32.99198,26.65666,32.94363,33.46823,31.82262,36.1319,21.03524,30.18819,34.65893,32.21696,32.67178,30.6174,29.50115,32.27778,32.40581,21.16338,1
119,34.88528404,40.05365144,33.19840939,31.38761872,33.99330089,33.38563446,34.8605,25.87089,34.0671,29.6431,21.02797,21.21382,29.11226,30.3898,32.04559,32.68333,33.53591,24.73758,32.97353,34.30929,31.09855,35.13439,21.03524,29.11116,34.12969,34.04885,33.4418,32.5928,20.68433,31.85271,32.11196,21.16338,0
120,33.45473454,40.31426099,34.05502669,31.33622064,32.67489138,33.71064257,34.61947,27.19514,33.94306,31.6777,20.14651,28.62775,33.06034,20.87258,29.53223,33.09578,34.03347,19.07305,32.84796,34.66472,31.48474,36.42823,20.77248,29.70421,34.43517,32.53573,33.69217,30.50514,21.11484,31.15722,32.57592,22.00137,1
121,32.76051076,40.81363773,34.41907009,31.61350014,33.32287939,33.71403249,34.73676,24.59263,34.0892,31.66157,26.37552,25.23346,31.2538,20.96655,30.73931,33.04311,33.21842,27.35804,33.61915,34.41121,31.97645,36.15433,21.03524,30.20599,34.00151,32.498,33.15315,31.8022,20.68433,31.70768,32.64655,21.16338,1
122,33.84688984,40.49385597,34.77360419,31.35601958,34.28009802,34.4028119,34.66296,27.10392,33.42599,31.79339,20.14651,23.62163,30.20563,20.87258,31.40354,33.03918,33.42801,26.1203,33.41713,34.92307,32.76916,35.33272,25.44011,24.91047,34.303,32.95801,33.14312,30.85605,23.36761,30.49465,32.53287,24.53201,0
123,32.88895538,41.07732998,35.68160534,31.77341387,32.28027644,34.2338735,35.37451,26.5782,33.75861,30.9103,20.14651,21.81232,31.89046,20.87258,28.4351,33.05764,32.90082,19.07305,33.92895,34.20081,33.06979,35.72542,20.77248,31.04423,34.93139,32.6329,32.63507,30.97755,21.11484,31.50841,32.70562,19.64094,1
124,34.12651819,40.97708156,35.38194791,32.29790792,33.04969382,34.37435562,35.10371,19.17202,33.34199,29.52866,25.55295,26.2071,30.57904,20.87258,28.58238,32.87538,32.60182,27.66844,33.92976,34.37951,31.47884,35.09101,20.77248,24.79033,34.26201,32.46084,33.57544,32.76481,21.11484,30.87584,33.06447,22.78909,1
125,32.93999341,39.21693004,33.33252481,29.83501615,33.71093607,32.305895,34.34422,27.90268,33.42823,33.13037,23.1129,26.48243,30.33892,20.87258,26.98311,32.75315,33.83294,27.30578,33.69519,34.18729,31.48728,36.21145,20.77248,25.7406,34.07106,32.32191,34.09471,30.3941,21.11484,31.69623,32.88657,25.06121,0
126,34.34536561,41.24355925,36.58436056,32.38888661,32.65267687,34.81833653,35.2576,29.74436,32.57328,31.09553,21.02797,31.43675,29.95013,20.96655,25.11812,33.10034,32.67298,21.37538,33.84586,34.4748,33.71315,36.83242,21.03524,25.94439,33.29677,32.79928,33.09764,31.52948,20.68433,30.67515,32.86523,21.16338,0
127,33.97687858,40.89343266,34.03269281,31.12570548,33.72829547,33.88062111,34.60978,26.10028,34.30022,30.80061,21.02797,26.87908,31.65855,20.96655,29.02682,33.01639,33.46618,29.0576,32.60494,34.23209,32.32205,35.93462,21.03524,28.75209,34.61602,33.30971,33.24761,31.71796,23.26765,31.94343,32.92759,21.16338,0
128,33.06950404,40.550531,34.53873002,30.88092514,33.58122119,33.39050955,34.22095,25.74155,34.80038,31.27141,22.83621,26.17739,32.25942,20.87258,34.74756,32.87099,33.39495,26.62461,33.23735,34.43232,32.22397,36.26049,20.77248,30.33651,34.31679,32.79333,33.2144,30.7062,21.11484,31.57717,32.48028,25.06014,1
129,34.5162526,41.03884618,36.22708949,32.14286491,32.54384023,35.24267584,34.08621,21.13571,33.84469,30.39265,23.6549,21.21382,31.64104,20.96655,32.00544,33.60961,31.59394,30.50876,34.1832,35.4651,33.13664,35.05138,21.03524,31.86353,34.61974,33.72104,33.25236,32.35724,20.68433,33.08985,33.33422,21.16338,0
130,32.61004066,41.7341591,35.46532817,32.36231459,32.72003046,34.95510079,35.31939,21.13571,32.60111,32.10573,21.02797,21.21382,25.74016,20.96655,32.24876,32.42451,34.0474,21.37538,33.65221,35.35208,32.50627,35.13987,21.03524,29.00517,34.55381,33.04922,32.80783,31.98092,20.68433,30.38574,32.18879,26.40584,0
131,31.93309054,41.95877489,36.18824509,31.99302786,32.74252551,34.61598608,35.29732,21.13571,34.45628,30.60276,21.02797,27.71894,31.15004,20.96655,32.58077,32.78193,33.26918,21.37538,33.80518,34.18791,32.95339,35.62455,21.03524,29.37697,34.403,32.83371,33.42342,30.75954,20.68433,31.3199,31.9444,25.59119,1
132,33.33464234,39.6771424,33.66495401,31.21734296,33.11217409,32.59265368,34.34018,30.13096,34.27426,31.78286,21.02797,27.83286,31.64046,20.96655,31.41989,32.68663,33.61444,28.82369,33.44606,34.23224,31.85461,36.0467,27.70121,28.11986,34.72383,33.14939,33.53373,31.27639,20.68433,31.81091,32.63999,26.27267,0
133,33.54923217,39.98634245,33.94922534,30.6974998,33.29590716,33.27290188,34.39752,27.77568,34.62999,31.91989,21.02797,24.62241,31.47679,20.96655,29.15728,33.20106,34.26434,26.16385,32.93986,35.03507,32.00244,36.55466,21.03524,30.28653,34.61921,33.16436,32.82271,30.61102,26.01155,31.40764,33.04157,21.16338,1
134,33.82691232,40.56203351,34.31698954,31.12080327,32.9027775,33.78922779,34.80591,23.19098,33.57465,31.50135,25.86875,21.21382,32.32019,20.96655,27.39291,32.24836,33.93339,21.37538,33.12679,34.47007,32.97496,36.22044,21.03524,30.07048,35.01279,32.1286,32.79818,31.59391,24.84737,32.33228,32.59501,21.16338,1
135,32.76029432,40.91612476,35.31125311,30.98885218,34.39342027,33.21100216,35.166,25.62344,35.84941,32.94188,21.02797,21.21382,34.96702,20.96655,35.74304,33.75904,34.87858,21.37538,34.3975,34.32675,33.67787,36.89092,21.03524,31.25836,35.95907,33.10704,33.55449,28.76971,29.45442,32.96621,31.28944,24.69518,1
136,33.33778366,40.77496452,34.34345906,30.80549201,32.86550863,33.82504485,34.34754,23.21088,34.14011,31.36716,21.02797,26.9001,31.91628,20.96655,30.91364,33.10211,33.54712,24.89231,33.07801,34.18178,32.19983,36.19313,21.03524,29.32053,34.64638,32.8862,33.43751,31.45145,23.53169,31.85541,32.58406,24.40547,1
137,32.90898703,41.11238163,35.3815918,31.42960629,34.43731847,34.67966972,34.65861,23.66802,35.05389,30.02163,20.14651,25.53371,29.76766,20.87258,33.04862,33.5735,33.55101,27.07778,33.88811,34.7662,33.70922,36.01805,20.77248,28.21206,35.73817,33.59996,32.55328,31.08353,23.59794,31.78334,32.81431,24.20143,1
138,32.30495769,40.85923098,35.22245689,31.49296043,33.33796774,33.27381514,34.92996,28.76333,35.13431,31.26459,24.10688,21.21382,33.15077,20.96655,36.09935,32.68057,33.59404,26.7312,34.05508,33.86656,32.29669,36.29829,21.03524,29.93353,35.68497,33.00925,33.81128,30.38477,20.68433,32.6311,32.84361,21.16338,1
139,33.17246733,39.4722351,33.05832622,30.2375771,33.57946673,33.06067288,34.18134,26.47811,34.09853,31.77655,22.11187,26.96515,29.24993,20.87258,24.79016,33.02107,34.21988,26.37228,32.92471,34.84392,31.8272,36.0765,25.83197,28.91228,34.19321,33.11402,33.08715,29.28123,21.11484,30.72682,32.37435,24.08859,1
140,33.14218096,40.94429607,33.35043261,31.28780268,33.89557699,32.52305184,34.15967,21.13571,35.46,32.17178,21.02797,21.21382,27.46394,20.96655,25.53195,33.81694,33.6652,21.37538,33.77924,35.12371,33.15408,36.76836,21.03524,31.86225,36.07954,34.08149,32.87732,26.73109,22.68975,30.94188,33.92095,21.16338,1
141,32.74309911,41.4320965,35.33714738,32.01164463,34.68708326,33.47701038,34.23466,21.13571,35.32314,30.86861,21.02797,21.21382,32.66308,20.96655,29.6046,33.133,34.3998,21.37538,34.09149,35.31759,33.53766,35.80645,21.03524,28.9319,34.72477,33.35522,34.39638,28.87541,20.68433,32.40313,32.72035,21.16338,0
142,32.32332168,40.70873858,33.5663232,30.64564093,33.84290023,33.0562544,35.19247,29.9025,34.91238,31.53899,21.02797,21.21382,32.47953,20.96655,28.35517,33.03476,33.58365,21.37538,34.15473,34.45756,32.68882,36.5183,21.03524,30.56377,35.61318,32.75884,33.60203,30.12019,24.56779,32.84869,33.0495,21.16338,1
143,32.56606626,41.36729792,35.66644253,31.48509847,34.33656788,34.24996454,35.87313,29.11744,35.53379,32.33052,20.14651,27.9604,32.82965,20.87258,33.69813,33.88725,34.15656,25.55792,34.46433,34.10298,34.04044,36.7007,20.77248,24.77436,35.71383,33.30891,33.58252,30.65826,21.11484,33.34692,32.8398,22.09579,0
144,33.46587608,39.60077647,33.29931439,30.99252042,32.83646421,32.05934092,34.29659,29.80533,34.00042,31.87288,20.14651,27.66265,30.52418,20.87258,30.74292,32.53828,33.49968,27.09,33.42664,33.86673,31.34729,35.94551,24.90015,27.46257,34.35648,33.08362,33.60454,31.49747,21.11484,31.27446,32.50208,26.12713,1
145,34.18226941,41.15887891,35.23257006,29.07408092,33.70712676,33.29178292,34.70825,21.13571,35.74509,31.66994,21.02797,21.21382,33.52616,20.96655,33.1141,33.8291,33.75934,21.37538,34.38372,35.03362,33.37681,36.33253,21.03524,20.40858,36.39277,34.3231,34.61434,29.49925,20.68433,33.15251,34.45919,21.16338,1
146,32.75209668,40.42803601,34.28365955,31.15887786,35.04615249,33.55872515,33.91822,24.35693,34.51417,30.63026,20.14651,27.69,30.4989,20.87258,26.32531,33.2922,33.96972,25.83668,33.45076,34.41809,33.23211,36.36449,20.77248,29.1032,35.54283,33.07626,33.02033,29.84009,21.11484,30.97337,32.30893,22.28754,1
147,33.21470765,40.34128221,33.37268941,30.69106181,33.30819761,32.61718668,34.40364,26.06128,34.37008,32.89827,25.02681,25.22028,31.98387,20.87258,31.79455,32.54279,34.06539,25.56595,32.94754,34.21436,31.80986,35.81898,20.77248,30.71903,34.61213,32.78684,33.73611,30.18425,21.11484,31.40002,32.0497,22.28217,1
148,33.66536945,41.27485367,35.22300924,31.83023545,33.23122086,35.32840343,35.28594,21.13571,34.47599,30.20822,21.02797,26.7387,30.39384,20.96655,24.97191,32.71258,33.30166,21.37538,34.59926,35.18862,31.79299,34.79435,21.03524,31.50797,33.80235,33.06277,33.61156,32.20817,20.68433,32.35807,32.72604,21.16338,1
149,34.19165295,40.01465757,34.61187946,30.31321388,32.30037126,33.49142777,34.5833,26.44677,35.65014,30.86563,27.06012,27.73143,32.37766,20.87258,29.33017,33.76792,33.74339,23.56164,33.47523,34.59652,32.28284,36.59588,20.77248,26.89624,34.15433,33.50003,34.48779,32.62173,28.90318,33.12611,32.73552,19.64094,1
150,33.78337455,41.08394279,34.79664993,31.32090842,33.10128244,34.25634376,34.57302,28.74388,34.6526,31.38569,21.02797,21.21382,32.64023,20.96655,32.22151,32.41334,33.25841,27.67401,33.31517,33.90163,32.46014,35.89288,21.03524,28.83099,34.61611,33.18008,33.36037,31.88825,23.47911,31.75994,32.37044,21.16338,1
151,33.73558806,41.19718752,34.71646114,31.40096032,29.23813901,34.53979932,36.18791,28.88484,34.20917,30.9534,24.60818,18.99387,31.7544,20.87258,29.20366,32.91467,32.47065,26.74046,33.35645,34.5778,32.74619,36.80561,20.77248,20.29074,34.92049,33.59399,31.18116,32.93037,21.11484,33.37936,34.07311,19.64094,1
152,34.50272531,41.10996975,34.81585701,31.69558001,33.67132566,34.88583476,36.14117,21.13571,35.34594,30.81718,21.02797,25.48539,32.86395,20.96655,31.61313,33.46131,34.18772,21.37538,34.01239,34.38372,33.43673,36.5339,21.03524,27.67562,35.12988,33.79038,33.29614,32.71808,20.68433,32.64139,32.15411,24.99025,0
153,33.03933304,40.49487362,35.39411181,31.49368918,33.5498527,33.79278974,34.16389,29.46426,35.14507,33.1528,24.66099,21.21382,32.35121,20.96655,33.69135,32.7783,34.2014,32.31886,33.35738,34.37605,32.83593,36.50162,21.03524,23.50121,36.04793,32.78732,34.24522,31.18161,24.29594,32.69624,32.64275,21.16338,0
154,32.93189169,40.85049874,34.97707661,31.7002592,31.07917289,34.48208276,33.49243,21.13571,35.20108,32.81021,21.02797,21.21382,32.9407,20.96655,35.85428,34.00557,34.25172,21.37538,34.01952,34.97027,33.51682,36.89084,21.03524,20.40858,36.30035,33.65458,34.59418,30.57529,20.68433,29.88815,31.87679,21.16338,1
155,31.66711989,41.16908403,35.0220518,31.77416508,34.19018024,33.25109095,34.91209,21.13571,35.66949,30.65469,21.02797,29.0606,33.55808,20.96655,33.21859,33.93917,34.19044,21.37538,34.43268,34.02074,33.00336,36.8051,21.03524,29.42448,35.69786,33.13009,33.19489,30.96897,20.68433,32.81356,33.04164,21.16338,0
156,33.1971195,39.26114148,33.00237045,30.45184885,32.96360576,32.88692791,33.92482,29.01101,33.73348,32.25366,23.98179,28.03754,30.7911,20.96655,26.33714,32.77944,34.48199,21.37538,33.51247,35.06751,32.19211,36.6985,21.03524,28.0971,34.16894,33.28338,34.46899,29.81779,20.68433,31.37901,32.50491,25.18997,1
157,33.05900201,40.40245436,34.33369265,31.05392178,33.32148061,33.77639989,34.75167,26.62439,34.07661,31.36507,21.02797,28.2564,30.98277,20.96655,31.02566,32.83093,33.75413,27.73979,33.29558,33.98151,32.28293,35.60036,21.03524,26.98001,35.14793,32.54116,33.14855,31.3359,20.68433,31.66912,32.37929,21.16338,0
158,32.94278407,40.6569678,34.45021168,31.82275521,33.47405983,33.4455839,34.64852,27.5993,33.74427,31.885,22.28833,26.03897,29.77934,20.87258,28.81243,32.37471,33.36935,25.94071,32.8509,34.53134,32.20461,35.37553,20.77248,30.23906,33.47865,32.22268,33.2357,30.66514,21.11484,30.54052,31.8152,22.97993,0
159,34.76323984,38.8933849,34.19003076,30.80181927,32.54359154,34.41558085,35.94134,21.13571,33.56464,31.12533,21.02797,21.21382,28.99503,20.96655,24.67455,32.89287,32.09449,21.37538,33.20176,34.8367,30.90987,35.54016,21.03524,23.08984,32.32382,32.71803,33.34231,30.96877,23.89819,32.58736,33.11184,21.16338,1
