,Target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
20,1,-1.2621818,1.326806,-0.01557792,0.81282055,-0.043802883,1.3129357,-1.5084528,0.5891865,0.96426344,1.4831486,-1.9333818,0.64028186,0.79069227,-0.28537816,0.8928087,0.8084209,-1.0516213,-0.10471579,-1.721617,-3.6109407,-0.7321631,0.87595826,0.93446666,0.8383588,0.24219951,-0.88419265,-1.3982482,-1.1392683,1.4961153,-0.8303052,1.9979745,-1.1655555,-0.20675315,0.1394392,0.09123579,-0.1487259,-0.5686295,0.25724813,1.5244932,-3.566222,-0.39069954,1.42573,0.32352513
21,1,0.016304065,0.6424417,-0.29884622,0.9007315,-1.4393038,0.6135312,-1.4299606,1.0586938,0.15206008,1.6508806,-0.01724317,-0.8186235,-0.35219887,-0.27850217,1.5100106,0.3817087,0.9822514,-0.41475135,0.14696772,-0.24379556,-0.12287274,0.78561306,0.24892008,0.7752076,-0.16872877,1.2633666,-0.43315038,0.65681344,-0.6478847,-0.6268348,0.76762944,-0.11056685,-0.43271592,-0.7609435,0.20337312,0.105257034,0.31221756,2.2484107,0.5399444,-1.5470189,0.88528216,0.023153305,1.1731685
22,1,-0.4027957,-0.77677256,-1.3944634,-0.23001654,-1.187825,-1.3373613,-1.2645369,-0.027517162,-0.060038056,-0.13438134,-0.40072292,0.18603688,-0.4575027,0.8244261,0.07917078,-0.21967354,-0.6851022,-0.70506006,0.55698246,-1.2399851,-0.393776,1.0984768,1.7673322,-0.37508547,-1.1248658,-0.83415294,0.87677425,0.086328246,-0.046956845,-0.2573902,0.1413644,0.4452679,-1.6858155,-0.056401268,-0.39938807,-0.45544413,0.47259122,1.700447,0.6853506,-0.38636923,-0.1965399,-0.46637616,0.3108715
23,0,-0.18830474,-0.11572756,-1.0317348,-0.364617,-0.8782539,0.49216864,-1.8565257,0.81009567,0.22163025,0.1636274,-0.47644752,0.20338826,-0.12284087,0.11260154,1.3206347,0.333976,-0.4814933,0.33827147,0.45949987,-1.1697847,-0.16624376,0.7813504,1.4906243,1.2622313,1.0516634,0.44658652,-0.75219375,-0.42043912,0.43377426,0.027693398,0.52214676,-0.8414216,-0.82117116,0.11246395,-0.39566264,0.0014668481,-0.5997545,0.38023552,0.049120706,-0.48441002,0.83291155,-0.20771006,1.6868006
24,1,0.7940502,0.9047816,1.3098965,0.12214026,0.66805834,-0.35049418,-0.5220107,-1.6073536,-1.73451,2.0563476,2.2433372,-0.2765966,0.32990268,-1.3827668,2.034491,-0.045811493,0.77061725,2.6246417,1.6995388,-1.5372777,-0.5432108,-0.836413,1.1061382,-0.11120289,-0.9620172,-0.21759656,-0.5334215,-0.27832535,0.31872666,1.1743512,2.4757352,-1.669757,0.43290088,-1.2788078,1.0953784,1.3301729,1.7360018,2.6565073,1.2755165,-1.2584021,-0.12229274,1.0357866,-0.054699432
25,0,0.024039932,-0.31736907,-1.0809004,-1.000289,-0.22182445,-1.4693098,-0.15059903,0.3216022,0.28917417,1.2951115,-1.2309439,0.4004922,0.0024417571,-0.0043550143,-0.4941448,-0.84323424,0.038834024,1.7100873,0.9240811,-1.396614,-0.42708609,-0.8463025,1.2741896,0.16212001,-0.9459132,0.90540755,-1.882138,-1.0524819,-0.12510315,-1.1498492,1.2157115,-0.776843,-0.7962042,0.44489923,1.3287401,1.7253335,2.0976942,1.5519646,1.1200005,-0.9003211,0.17716324,0.7729174,-0.5009985
26,1,-0.7882071,0.06815831,-0.47196412,0.32188118,-0.4081125,-0.18863943,-0.9689684,0.3094422,-0.23899531,0.900751,0.24840997,-0.41964874,0.44356427,-0.23075645,0.6074793,-0.34793648,-0.20032819,-0.7240032,-0.103782885,-1.4408053,-0.73146415,0.5833903,0.8867748,0.23472935,-0.29587153,-0.0024061906,0.1429123,0.44688824,0.6355631,-0.04881398,0.7445391,-0.28453544,-0.35507497,-0.6343244,0.13659163,0.07293701,-0.010745379,1.2425413,0.72671455,-0.73475575,0.562281,0.23740208,1.6105374
27,0,-1.1163195,0.17779225,-1.1975583,-0.024248717,-1.8165951,0.87392753,-1.3106747,-0.09521466,0.6609346,0.41033563,-1.2686058,-0.8197379,0.22653411,-0.15744166,0.53108704,0.63248956,-1.1019022,-0.34743133,0.65869135,-0.7175015,-1.1688448,1.0965829,0.6784245,0.16769935,-0.2557591,0.14710009,0.22253886,-0.36546385,-0.003056833,0.7219819,1.0173488,0.71762806,-1.156831,-0.48634875,0.03983411,-1.2794566,-0.3846188,0.92827827,0.55437607,-1.8836697,-0.17994393,-0.24136576,0.86456513
28,0,-0.16231325,0.18893643,-0.605893,0.33267984,-0.72668236,0.7482121,-0.7214533,0.43367422,0.501361,1.3927054,0.06336509,-0.71096027,0.8122935,-0.9058624,1.122165,0.18798496,-0.06466249,0.04486243,1.1337589,-1.232596,-1.3907144,0.6047505,0.76589745,0.12949933,-0.42841145,-0.13149607,-0.35822117,0.20050208,-0.32184252,0.27877954,1.601587,-0.70549154,-0.2136572,-0.9736706,0.78364193,0.11847757,0.29782042,0.50071174,1.0613904,-0.99417806,0.2870189,0.3732858,1.265111
29,0,-1.3297889,-0.52372885,-1.5727683,-1.1573992,-0.22604288,-0.59105283,-0.28908035,-1.0329127,-0.3485578,0.163035,-1.698848,1.5114077,0.88210505,-1.5280674,1.040647,-1.5357506,-1.7171123,2.5628517,0.455003,-1.8243177,-1.5500717,-0.5470446,0.76258504,0.897269,-0.51311904,0.85254145,-1.1838309,-1.8459973,-0.17501959,-0.47692192,0.89678895,-0.16847683,-0.5421628,0.15363504,0.7931329,0.12213102,0.18020165,0.87636757,0.7920777,-1.691386,0.3631917,0.29742795,0.36393705
30,0,-1.2891682,1.7562661,-0.6528703,0.76338255,0.7318333,-0.62926316,-0.07278539,-0.4052166,-0.00017857578,0.9498002,0.105591655,-0.37364087,-0.54208446,0.13969368,0.4436953,0.8436732,-0.34832633,-1.0461335,-0.880264,-1.8274882,0.4529453,-0.36276817,0.038262036,-0.34730762,-0.07029778,-0.8743824,0.17134097,0.102095924,2.0788085,0.26008955,1.3666651,-0.39206463,-0.94813704,-0.59614,0.17104538,0.027373964,-0.21609132,2.08497,0.9191102,-1.2901627,0.3742401,0.44510505,1.0029912
31,1,-0.27109,0.038304072,-1.682135,0.8234834,-2.4646025,1.4767098,-0.36986014,0.3268269,1.1569887,1.9427029,-1.9338762,-1.0175287,0.36705166,-1.1028904,0.5053787,0.18859665,-0.110948935,0.10391668,0.46824062,-1.446048,-0.1199823,0.055054616,0.67171115,0.75090575,0.058241453,-0.21432361,-2.186611,-1.1622359,-0.6509282,0.15811948,1.7143253,0.6152315,-0.95598674,-0.59129435,1.7793938,0.51792884,-0.045318447,0.7750527,1.0203667,-2.4682112,-1.1316409,0.053215954,0.92794645
32,0,-0.21000133,-0.08492521,-1.7107198,-0.018797167,0.55675703,-1.2061532,-0.1318275,0.041245468,-0.24481636,0.39957634,-0.93709457,0.70220745,0.24343689,0.29073867,-0.24915671,-1.0536641,-0.699735,0.72962874,-0.10941173,-2.4916208,0.06740301,-0.71636623,0.8204055,0.5007465,-0.15858409,-0.63511443,-0.6090417,-1.1471666,0.34705916,-0.7581842,0.4613546,-0.47892976,-0.7035472,0.7684726,0.32006785,-0.06200053,0.14306639,0.57689756,0.7959145,-1.4255416,-0.70950633,0.2318741,-0.2508031
33,0,-1.3244153,-0.01530679,-0.36991507,0.2774865,-0.5804477,0.336376,-0.5905847,0.060971648,0.12720925,0.63605165,-0.07259367,-0.2681122,0.30523214,-0.03395176,0.1555078,0.35615838,-0.5738391,-0.41724166,-0.057428036,-1.3631222,-0.35538682,0.0048208153,0.33714134,-0.12980863,0.125454,0.019547248,-0.28365543,0.12573762,0.87742716,0.44456822,0.7188115,0.25402132,-0.46068108,-0.8014458,0.4724892,-0.40125996,-0.2477347,1.3747983,0.572234,-1.7262402,0.23618029,0.35176504,1.141523
34,0,-1.8637565,0.28677693,0.110543415,0.9056915,-0.4135815,-0.14405616,-0.8096199,-0.47630516,-0.0057504824,0.94224316,0.002031826,-0.11045582,-0.7695521,0.26715606,0.7939839,0.18234174,1.0968493,-1.7339644,-0.9069583,-1.2935749,0.24031466,0.12407064,0.7311415,0.066648185,-0.1638421,0.92729795,0.09988633,0.8016192,0.6858437,-0.4553937,0.74669427,0.29981822,-0.32260185,-0.65978616,-0.5397729,0.031808108,0.7534952,1.9508901,1.4056213,-0.53161585,1.4835709,0.6923839,2.210017
35,1,-0.8893257,0.47223926,-1.162487,-0.38391802,-0.70881456,0.19339323,-0.9127205,0.33044064,0.30722624,0.7120083,-1.1659533,-0.25818163,0.29635268,-0.49942932,0.24636222,-0.08572798,-0.5983955,-0.2931495,-0.52553606,-1.4561958,-0.9432013,0.8390084,1.0112805,0.6754794,-0.1788072,0.34672612,-0.17826289,-0.29829353,0.7301049,-0.19243667,1.1240678,-0.20552275,-0.8116355,-0.090316564,-0.069142036,-0.090654604,-0.12615812,0.3238765,0.65993,-0.7661069,0.78033894,-0.24323371,1.2018598
36,1,-1.0985352,-0.69227034,0.5903517,-0.20435883,-1.3407862,1.8150141,-1.6952955,0.24420021,0.18017617,0.933265,0.23096038,-0.046501573,1.941041,-1.2887999,1.6899894,0.085254796,-0.8752961,0.68100715,0.33818147,-1.6806479,-1.4911114,0.70401907,0.8116159,1.6059277,0.48502582,0.76951563,-1.1869763,-0.6046435,0.98686826,0.6958594,1.0149235,-0.63278776,0.25037938,-0.64528525,0.27158973,0.35290742,-0.1497863,0.3708988,0.53214353,-1.8038185,0.91498214,0.73599905,2.0156887
37,1,-1.3470404,-0.21861851,-0.35067713,-1.0831692,-2.0049925,0.318011,-1.0763884,0.14860573,-0.65641767,1.0360398,-0.77882534,-0.94009674,1.6508439,-0.11196513,-0.66677874,-0.43182284,-1.226075,0.91988516,0.84411335,-1.4236693,-1.9435263,0.14346282,1.0216526,0.0021736121,-0.36956054,-0.004222805,-0.8420852,-0.7776643,1.0978943,0.48973313,0.9421663,-0.14501876,0.28162876,-0.025968257,1.5698928,0.16131029,-0.5428611,0.64709055,-0.17679666,-1.6085508,-0.34252846,0.2767938,0.67416024
38,1,-1.4386408,0.6662212,0.16602813,0.28870746,-0.39768887,0.22474352,-1.267675,0.11812829,0.21094517,1.2750387,-0.9195385,-0.21429063,0.47762564,-0.49246782,0.7239032,0.15519214,-0.07219374,-0.17620787,-0.8813901,-1.6588082,-0.5644447,-0.10397491,0.18323012,0.6451202,-0.615647,1.2485657,-1.0873395,-0.426325,0.8418681,-0.6751119,0.6523383,0.26159206,0.24894066,0.07447311,0.44290414,0.87888736,0.8171236,1.6483698,1.2003514,-1.8489683,1.0130899,1.061633,1.7973347
39,1,-0.561888,0.28179583,-1.2437583,0.5005975,-0.43016586,0.07591219,-0.8421987,0.50686413,0.32532778,0.54335594,-0.21336658,-0.89045846,0.6355722,-0.083828166,0.6970783,0.1430364,-0.9788688,-0.74505687,0.40998435,-1.4695406,-0.8612091,0.41403583,0.8106962,-0.25026095,-0.34147784,-1.1105454,0.40059483,0.10734388,0.57240725,0.26735175,0.91012627,-0.22373803,-0.7579189,-0.26411337,0.4358276,-0.434727,-0.5919684,0.9080684,0.48369324,-1.2118953,-0.5714185,0.055412464,1.1654172
40,0,0.13532172,-0.8512422,-0.8555558,-0.12747017,-1.4349718,-1.2357684,-1.2030886,0.6963357,-0.6655628,1.0584931,-0.022231903,-0.099824615,0.15249248,0.5606086,-1.1127856,-0.9676178,1.0001881,-0.253734,0.8864729,-2.3720665,-0.14072168,-0.5189601,2.3112946,-0.14904313,-0.4311346,-1.0530393,-1.1697268,0.060046095,-0.23119672,-0.241913,-0.14750373,-0.23144439,-0.032765392,1.3241053,1.3915195,1.0704097,0.6138687,1.3208077,0.70669645,-1.5311047,-1.8157386,0.92104995,0.46859384
41,0,-0.98990834,0.3566588,0.46558207,0.40146303,-0.8447516,0.5587626,-0.7619351,0.7846635,0.56385106,1.0872343,-0.42031252,-0.46791404,-0.23868571,-0.03217547,0.5634224,0.64468426,0.48115396,-1.2133049,0.285229,-1.614291,-0.9179968,0.95334,0.7136795,0.27775845,-0.29673168,0.78473765,-0.97137815,1.192595,0.4325758,-0.39045975,1.1112466,-0.26230496,-0.31702203,-0.81339145,0.30869305,-0.19212846,-0.20119753,0.5921695,1.4575845,-1.2324883,1.0550665,0.54752946,1.6995035
42,1,0.36426145,-0.011231697,-1.8604605,-0.120751195,-0.46617088,-0.07707662,-0.7298508,0.9262935,0.1573083,1.1014426,-1.1511959,-0.26485205,0.12633495,-0.66851836,0.59776247,-0.44143096,0.2165334,0.30381873,0.017265422,-1.2854081,-0.13219757,0.39722982,1.8852965,0.77743393,-0.008233963,-0.280007,-1.0739762,-0.61678606,-0.050677832,-0.53736275,1.252351,-0.8932894,-0.9854409,0.6949775,0.6550625,1.0076226,-0.1710318,0.18981245,0.45531416,-0.08304098,-0.098607175,-0.49371138,1.0603702
43,1,0.077068105,0.3106988,-1.2689577,0.28036785,-0.5376138,0.25164035,-0.023827916,0.35811198,0.5505156,0.49172062,-1.304418,-0.33644846,0.0022318603,-0.046224926,-0.2659443,-0.16181333,-0.83120406,0.11443657,0.6238822,-1.9425783,-0.42201492,0.32511026,0.5571919,0.37560427,0.17114948,-0.1167418,-1.1283998,-0.19033739,0.18873823,-0.040225904,1.0965222,0.12236912,-1.1714325,0.07164466,0.9217858,-0.90716773,-0.76552093,0.30442786,1.4626627,-2.0793889,-0.7871144,0.13490291,0.017811447
44,0,-0.8194818,0.5781352,-0.5690434,0.5057043,-0.3773263,-0.001495401,-0.852128,-0.0050891177,0.15737613,0.6626197,0.2782099,-0.54043585,0.16748475,-0.02681075,0.9110783,0.72296727,-0.92605287,-1.2633911,-0.04512714,-1.5571203,-0.67339665,0.91794604,0.48365495,0.067502595,-0.6202763,-0.8613393,0.79695797,0.4165932,1.37386,0.54524225,0.77182543,0.053775806,-1.1737993,-0.8948383,-0.10749523,-0.4583107,-0.4158647,1.5674578,0.8434542,-1.332147,0.034793258,-0.0047011273,1.4930416
45,0,1.273094,1.027094,-0.4867303,-0.58184755,-0.12071475,-1.0795039,0.17769349,0.3893368,0.025477156,0.11438486,-0.35066333,-0.8312634,-0.23292106,1.129415,-0.9790815,-1.5758891,-1.2419502,0.6094501,0.23480566,-1.9000901,-0.17630206,-0.47035822,0.57329774,0.53592664,-0.55810523,-1.6151853,-0.17057943,-0.64818364,1.2283388,-1.4065304,0.8653644,-1.2215928,-0.27202824,-0.178426,-0.7279435,1.090222,0.33011273,-1.1212794,0.39585182,0.9436433,0.31037632,-0.028230008,-1.7832916
46,0,-0.85615116,-0.2837691,-0.51380306,-0.24748886,0.77390635,1.1681118,0.5510829,0.37394562,-0.5767717,-0.44606122,-0.3816584,1.106976,-1.029089,-1.6050508,-0.76506984,-0.8225416,0.14365046,2.392701,-0.86217093,0.3150443,0.35888615,0.112970464,-0.18114421,-0.021720055,0.27985358,-1.1893345,-0.25503024,-0.8481183,0.4490076,-0.22616102,0.47019377,0.51781833,0.4994375,0.8711057,-0.1857709,-0.69394433,-0.9355383,-0.9795053,-0.782987,-0.6709823,-0.18565674,-1.0068781,-1.6502706
47,1,-1.7701876,-0.03325378,0.25865707,-0.6519764,0.5324959,2.457756,2.1117663,0.6684245,0.92353356,0.018073803,-0.8105837,0.54488444,0.41275543,-2.2549486,-0.39952558,1.4442655,-2.1786785,0.75345623,-0.4330589,-1.5270596,0.028094796,1.3936552,-1.5365089,0.345329,-1.1624789,-0.5387301,-2.1131098,0.031438008,2.765124,0.0320959,0.25153854,0.14512438,0.787708,0.18468627,1.5609393,0.56931585,0.36181337,-1.2812538,0.60912114,-0.86274713,0.39019755,0.70768666,0.3894534
