,Target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
20,2,-0.21640049,-1.6474093,-1.9404334,-0.6138201,-1.1950127,0.32425836,-0.5565963,0.2159146,-0.9838338,0.13280305,0.6339562,1.4411404,0.7927961,-1.8275295,0.67807126,-1.5151209,-1.3555235,-0.09245606,0.47988033,-2.0405767,-0.1836532,0.604852,0.47311112,-0.20633377,-0.5105271,0.34615597,0.8131103,-1.1102171,-0.45762128,-0.36363164,-1.2211003,-0.71420443,0.6875909,-1.0385364,0.3571883,-0.630754,-0.47920063,0.32624814,1.1192666,-0.7665345,0.26464927,-1.5924554,-0.31202918
21,1,-0.10203725,0.24071258,-1.1528764,0.17204984,-0.9309739,1.0489963,0.67895585,0.42317247,-0.65937245,-2.2630198,-0.07996532,-0.090041615,0.076633915,0.5554214,0.44842395,-1.1831547,-0.027472723,-1.6192821,0.025370806,0.45283723,0.5830623,0.54094696,-0.33998945,-0.3494703,2.0885315,-0.5010408,0.8555335,0.8742574,1.6214429,-0.47681725,0.3720664,1.2915539,-0.299903,-0.20341282,-0.25293702,-0.41366628,0.2649899,1.7759347,0.27456507,-0.19548349,-0.3596424,-0.7646492,0.13047688
22,1,0.6128875,0.28219298,-2.54958,-0.62754565,0.15124898,1.014866,-1.2647526,-1.1296357,0.3203567,-2.369699,0.5940799,1.8894858,0.047568686,1.3796002,0.03426526,-0.63721615,0.6991734,-1.036977,-0.47190392,0.3822017,0.3197641,1.588892,0.80414754,-0.54100823,1.2388399,-1.625258,-0.54191804,0.20818125,1.6747433,-0.15812768,0.20982155,0.7368271,-0.3194277,-0.83348763,1.3204075,-0.15957673,0.7561022,0.3765538,1.5097753,0.006344521,-0.43802142,-0.12766542,0.6081825
23,0,-0.32143098,-0.8570062,-1.6142315,0.17072311,-0.4657988,0.85743755,-0.6680017,0.122956626,-0.93251127,-1.9667577,-0.4561131,1.2957404,-0.2884056,-0.74125814,0.48637414,-0.6417004,-0.14911044,-0.96173316,0.20052284,-0.68726647,0.48831114,0.83477134,1.2468542,-0.9944039,0.5630764,-1.0275688,0.7315206,-0.44680443,0.92734224,0.39040148,-1.0242965,0.12893274,0.5742051,-1.210025,-0.44998154,0.63709307,-0.20276658,1.5972921,0.54033774,0.78511614,-0.484304,-1.3915856,-0.33465236
24,2,0.46525922,-0.8092635,-1.9111903,-1.5644075,-2.204111,-0.206157,-0.043254055,-0.4602273,-2.1966484,-1.4219047,0.010344239,0.5320379,0.027297596,-0.58565414,0.3898696,-1.1743246,-1.5867336,-1.5719323,-0.5954701,-0.12776525,-0.13423745,-0.27766493,1.1553115,-1.2421165,0.93694377,1.0072304,0.71282905,0.28202212,-1.293302,-0.056442536,0.40035802,-0.87363285,0.74262065,-1.4127865,0.59955144,-0.9466765,0.27753183,2.1082034,0.11935838,-0.5707387,1.9365158,-1.0752249,0.8660796
25,0,0.48324162,-0.22280507,-2.0681262,0.0776569,-1.671493,0.46091357,-1.4573319,0.045956884,0.09502895,-0.28930634,1.0721194,0.65372306,0.22656676,0.46152544,0.2131862,-2.1937156,0.37542313,-0.39611638,-0.16409527,-0.6414262,-0.88709134,-0.24487664,-0.38520634,-0.5906043,1.5641853,-1.0419657,0.3814602,0.41470438,1.2757733,-0.6814506,1.6034648,-0.59442836,-0.4598204,0.69488025,-1.2919161,-0.8232334,0.68174607,-0.24468003,-0.12819953,-1.5394976,0.16764154,-0.9233492,-0.1555505
26,2,-0.20688528,0.89513475,-0.7735454,-0.3055718,0.23661037,-0.104410075,0.602461,-1.9781963,1.0007209,-2.3579443,1.473734,1.3088617,-0.093681544,2.3258321,0.038282968,-2.3205028,-0.5227259,-0.01027801,0.69851243,1.5461257,2.8383603,-0.12610044,-0.4698694,-0.8582114,2.2502582,-0.9761221,0.9823463,2.672403,2.3485343,0.34335437,1.1456277,1.6561064,-1.113848,-2.1980824,1.2323931,-0.2273174,-0.54716307,2.2783751,1.3036935,-0.5574019,-0.36110455,-1.4383118,1.6872377
27,0,-0.12935898,-0.7487492,-1.1299835,-0.20752172,-0.565722,0.870175,-0.18683288,0.21005784,-0.3010054,-0.45093033,-0.760913,0.7032938,-0.39748588,-0.1657097,-1.3228278,-0.6586701,-0.13919987,-0.67505366,-0.33463103,-0.8299574,-0.5113149,0.5499,0.7273351,-0.22860219,0.9857429,-0.75390464,-0.22812843,-0.25909147,0.5507343,0.40237665,1.2883371,0.7580248,0.8272141,-0.266435,-0.6851995,-0.11541502,0.08805031,1.1027044,0.36149693,-1.2388813,0.18551812,-1.1941465,0.0018589258
28,0,0.032257106,-0.17678024,-1.4344326,-0.27406913,-1.1525251,0.6223386,0.29816473,-0.6053816,-0.2512276,-1.0152915,-0.8682842,-0.041720297,-0.2843267,0.1463578,-0.56927013,-1.5086163,0.16815303,-0.44921482,-0.36016145,0.40397385,0.6595399,-0.023951456,0.8050399,-0.30501312,1.6703378,-0.4955195,0.73424566,1.472463,1.2057514,-0.10933499,0.7039499,0.7810365,1.4089377,-1.6888279,-0.3227344,-0.47828668,0.11509061,1.589493,1.35423,-0.8239578,0.15648875,-1.4394541,-0.21103822
29,0,0.19260448,-0.86127216,-1.3645859,-0.4675356,-1.349684,0.30846748,-0.89658374,-0.386261,-0.5567746,0.26899502,0.26961023,0.71962625,0.14201967,-0.4441779,-0.1369564,-1.4081949,0.17205514,0.22347045,-0.17314136,-1.2039866,-0.57763034,0.36963174,0.6669145,-0.31140372,0.36039874,-0.74120265,0.27886793,0.14852692,0.46383715,0.09655463,0.7718382,-0.24947613,0.15742037,-0.5627744,-1.1206698,-0.8250699,0.39972922,0.72974634,0.25707468,-0.7715057,0.51885605,-0.90930116,-0.419161
30,0,-0.20828658,-1.014392,-1.3834621,-1.573302,0.034694806,-0.06025216,-0.5788088,-0.685293,-0.8587542,-1.2193184,0.5338132,1.6353112,0.11021721,0.6013119,1.0082082,-0.8666651,-0.81555766,-0.42429358,-0.46641064,-1.0982105,0.9727998,1.2033972,0.9599541,-0.90723383,0.20498875,-0.4774577,-0.21470767,0.34729132,0.0019738749,0.203168,-0.15199155,0.5257372,-0.4845067,-0.9227772,0.52006274,0.46185103,0.67522955,1.483872,0.9806593,0.33101073,0.35078412,-0.09617876,0.9436242
31,2,0.19116133,0.39579982,-1.6272302,0.008795919,-0.2067921,0.68150425,-0.054840203,-0.22258122,1.1678344,-1.0650171,1.1214788,1.004624,-0.60618544,0.67666745,-1.0956743,-2.1080377,-0.31236595,-0.29826725,0.44907543,0.44487083,0.59257257,-1.3526319,0.6339937,-0.20504585,1.5833516,-0.05188785,0.08374462,0.22742666,1.7144537,-0.28529063,0.6613372,0.27076152,0.7238939,-0.60123295,0.5033619,0.053732336,-1.0237591,0.57111806,0.72960895,-3.1780539,-0.5242701,-1.5548925,0.58247286
32,0,0.054073535,-1.0407406,-1.4352959,-1.229777,-1.0120198,-0.028932342,-1.3839722,-0.9807083,0.32973272,-0.354863,0.8497596,1.6428219,0.12500203,0.98538035,1.0335904,-1.4299207,0.13562945,0.2452154,-0.40024123,-1.3075608,-0.26597,0.5172238,0.28768787,-0.63140255,0.6955589,-1.5713208,-0.6845505,-0.042238407,0.8143511,-0.12017809,0.29207885,0.12568133,-0.29449758,0.010892467,-0.8597717,-0.05170269,0.6936374,0.14314336,0.26010564,-0.45659167,-0.07827438,-0.33468318,-0.03442579
33,0,-0.65869325,0.42040655,-1.094409,-0.34821418,-0.15903984,0.38440377,-0.6668921,-0.29496658,-0.35961446,-0.90769535,0.14490381,0.6916361,-0.20523603,0.44260645,-0.48535514,-1.2626004,-0.9952229,-0.6514118,-1.2283893,-0.12262629,0.46223962,-0.10170563,1.522525,-0.6397514,0.8965821,-0.31229073,0.36076906,0.38660926,1.1678108,0.44237465,0.8450517,0.80677766,0.45521203,-0.49398902,-0.052619398,0.14704753,0.20562837,1.4951242,0.13359986,-0.86873204,0.10148421,-0.764285,0.076738164
34,0,-0.5287813,-0.8667104,-0.637447,-0.92260426,-0.30024856,-0.22420037,0.41903585,0.69693464,-0.9455441,-1.8525113,0.47918588,0.52880645,-0.09323575,0.15855496,0.7900326,-1.2163266,-1.4861957,-0.91024995,-0.31390455,-0.6021139,1.1410785,0.50303173,0.38024813,-1.1228373,1.6098479,0.6641728,0.14436385,0.4307152,0.7707391,-0.5280774,-0.19630632,0.89090514,-0.78619033,0.12733985,0.4537524,0.5238913,0.365145,1.12196,0.88447964,-0.5234529,0.18836083,-0.2460726,0.6975
35,2,0.048719253,-1.2640151,-1.2888807,-0.4918731,-0.4189741,0.606224,-0.6897992,-0.12581131,-0.7852123,-1.2340126,-0.23730789,1.2688525,0.029788004,0.19066736,0.5855783,-0.863119,0.26009053,-0.65799356,-0.006000363,-0.9161456,0.203999,1.3960644,0.5619271,-0.89236945,1.0418096,-1.146035,-0.080839135,0.1362669,1.0251929,0.0776612,0.30083555,0.7779813,-0.073035635,-0.66153944,-0.75058264,-0.04554685,0.82143503,1.5724497,0.6322074,0.70222485,-0.080649085,-0.45078504,-0.17125478
36,2,-0.64634603,-0.2591224,-1.181804,0.505984,-1.0962807,0.51979464,-0.7251553,-0.18129754,-0.25573748,-0.5642339,-0.4482984,0.7245079,-0.8721182,-0.45593402,0.09498928,-1.3172734,-0.40196162,-0.45670182,-0.30828932,-0.99907184,0.07449077,0.4594196,0.40832323,-0.60741526,1.0268592,-0.29719564,0.81930244,0.25152236,1.1912097,0.9276167,0.7791368,0.24727069,0.92231524,-0.92118055,-0.93031347,0.33359382,-0.12009915,1.2699101,0.30263305,-0.39269483,-0.336734,-1.5824733,-0.6263814
37,2,0.00790717,0.18305591,-1.7609876,0.038275924,-0.29701477,1.7557725,0.020741573,-0.19524589,-0.29883945,-0.8323931,-0.5653398,0.048320584,0.32209745,-0.52507746,-1.9813478,-1.1984694,-0.58834004,-0.8937178,-0.44483295,0.549571,-0.1826713,0.18672696,0.39106834,0.8956768,0.7279181,-0.9074723,0.6520553,0.122668214,1.2966647,-0.24558334,0.9357884,0.37481186,1.5170077,-0.79612774,0.6372556,-1.1102164,-1.1152369,0.37315953,1.6464633,-0.9815333,0.20383924,-1.6497147,0.1193179
38,2,-0.97246224,-0.7983225,-1.8874472,-0.77253205,-0.65060383,0.775942,-0.45630592,0.7800848,-1.2299141,-1.480022,-1.2013491,0.665378,-0.12795426,-0.5204368,0.6176141,-1.5435377,-1.0839888,-0.8326988,-0.54289204,-1.0322068,0.33230045,0.43203282,1.3432376,-1.0738652,0.9558468,0.37204263,0.6132161,-0.14783335,0.5520572,-0.5115932,-0.33509803,0.34758782,1.6228406,-0.6305622,-0.015928965,0.65000576,0.040408086,1.2582195,1.188154,-0.65177953,0.2454482,-1.012679,-0.098683886
39,2,0.14495616,0.52173257,-1.3424374,-0.64973706,-0.39680815,0.5335501,-0.49651757,-1.3160192,0.1354011,-1.6611924,0.046318535,0.8185932,-0.5652562,0.63450426,-0.36589307,-1.387929,0.11610904,-0.32455456,-0.5843626,-0.48013481,0.9370316,0.5693352,0.7688834,-0.89425516,1.5763594,-1.7275152,0.60132384,1.2121334,1.5432069,0.5543542,0.37625548,1.2843509,0.5310709,-1.6321614,-0.6739091,0.5473539,-0.08233628,1.554548,1.0751809,0.0902886,-0.66419077,-1.4539634,-0.29380992
40,0,1.1243178,0.49827942,-1.9356833,-2.0839994,0.2938328,1.2418951,0.01571358,0.0001880618,-0.2848373,-2.0572286,1.2266628,0.52753687,0.59692776,0.70331466,-0.41096458,-2.1735396,-0.9948832,-0.9704146,0.08043615,-0.42572564,0.76107,-0.84205854,0.33904243,-0.9105024,0.7018142,-0.450378,0.51400626,0.26893458,0.034143694,-1.7969135,-1.3492339,-0.40354964,0.4413326,-0.25144663,0.14296821,0.5505026,-0.61634666,-0.42284942,0.78764164,-1.4761028,-0.12000492,-1.4893986,0.75671554
41,0,-0.5587941,-0.80015576,-1.0732086,0.016095579,-0.61279863,0.4106788,0.13407633,0.3377525,-0.7242959,-1.1500564,-0.65037817,0.47311196,-0.10715839,-0.19771111,0.13765794,-1.2857838,-0.48037702,-0.8258552,0.15801412,-0.37148446,0.43797186,0.60869026,0.14475067,-0.49011236,1.4623291,0.25971213,0.3909109,0.5678537,1.279127,-0.09746817,0.5625752,1.2699229,0.5206486,-0.6387661,-0.25165662,-0.14034155,0.19145392,1.2902309,1.2129362,-0.58157784,0.08714436,-0.7439503,0.14868921
42,2,0.66536915,-0.70858604,-2.0342777,-1.0866208,-1.1114885,0.855495,-0.6559755,-0.46096304,0.2218445,-1.4826617,0.5745254,0.9945904,-0.9137419,1.0691832,1.0179051,-0.69734955,0.18953812,-0.8222691,-0.5766454,-0.4664156,0.11698655,0.08405632,0.71355194,-1.4246109,1.6310263,-1.4703615,-0.5761873,0.14113298,0.7910743,-0.2901073,-0.40016794,-0.4645859,0.47578168,-0.5841263,-0.6218827,0.5678326,0.86448246,0.15310866,0.17759618,0.684309,-0.7447354,-0.63409084,-0.677496
43,1,0.43489367,-0.57768995,-1.6273482,-0.32353258,-1.2858499,0.3997146,-0.5267878,-0.40843275,-0.25218192,-0.8169086,0.2915606,0.8415601,0.39348128,0.5614017,-0.11487567,-1.1757985,0.41806877,-0.13346575,0.05762401,-0.59570116,-0.51984197,1.0162144,0.27769056,0.45448643,0.53766733,-1.8670883,0.18075931,0.107484646,0.501209,-0.2541584,0.55868626,0.25350317,-0.20271412,-0.1938136,-0.974071,-0.889512,0.0961582,0.68779486,-0.027233629,-0.89573133,0.23058213,-1.0201753,-0.15394711
44,0,-0.28022245,-0.021470023,-1.1283439,-0.94245416,0.25829986,0.4599334,-0.49653798,-1.0213593,-0.32218143,-1.5181525,-0.30406204,1.2600169,-0.3563212,0.8921102,-0.06451556,-1.0016654,-0.36970222,-0.6835978,-0.69064903,-0.32398483,0.96818763,1.1099938,0.906321,-0.75993973,0.8466872,-1.0509094,0.24525368,0.8388833,1.2329098,0.6836546,0.87040657,1.3911021,0.3274055,-1.170066,0.03734555,0.6057703,0.48607144,1.939888,1.1072874,0.16878471,-0.09965133,-0.65941024,0.5453929
45,0,0.23725562,-1.344008,-1.2870977,-1.8717407,-0.9251137,0.9659091,0.4001656,-0.2510592,0.16905883,-0.4283462,0.08918363,1.025812,-0.49885002,-0.4183016,1.6772705,0.16185123,0.4560975,-0.51356405,1.2431873,-0.5179643,0.33652586,1.0874182,0.8659373,-0.4811152,0.42495605,-0.5325936,-0.33282703,-0.24088351,0.13458364,-1.1008074,-1.6706225,0.05415577,-0.10987102,-1.3632396,-0.229526,0.6693099,-0.07256925,0.28129876,-0.35170418,1.3668517,-0.6611275,-1.1532694,0.54134023
46,0,0.4486362,0.73816097,-0.33108097,-1.5589176,0.5981738,0.25665826,0.11325681,-0.9278308,-0.20851791,1.3768066,0.5094158,0.7982109,0.2202747,0.24834335,0.1816534,1.1358602,1.1817161,0.8169155,0.18319769,-0.55234855,0.41805577,0.033163585,0.6376111,0.7148816,-0.89901304,-0.20456375,-0.67109305,0.2971343,-0.1351016,0.29521272,-0.8947145,-1.1272632,-1.7703265,-0.45592013,1.0377369,0.8181079,0.26857626,-1.0313144,-0.061214678,0.4238606,-0.40988463,0.44488358,0.9276683
47,1,0.47254774,0.9996594,-1.1570005,2.1481292,0.32077038,-0.8980537,-1.1361909,0.63695526,-0.016874205,2.9012823,-0.8586162,-0.42693296,0.04301008,-1.192823,-0.3479986,0.9575694,-0.5683848,-0.10133818,-0.5615443,0.04661485,-0.8884629,-1.0118276,0.8981429,-0.94136107,0.39122462,-0.076791845,1.2614921,-0.21677914,-0.9135187,1.2252467,2.6461873,-0.8130649,1.9468457,-0.8224285,0.80346847,0.4393719,0.46460462,-0.8979886,0.93441296,0.432922,-0.51805407,-0.5153585,-0.8704186
