,ACKR3,ACTN4,AHR,AKT1,ALB,ANGPT2,ANXA2,APLN,APLNR,AR,ARHGDIB,AVP,AVPR2,BCCIP,BCL2,CA9,CCND1,CD274,CD28,CD34,CD44,CDKN2A,CEACAM1,CHI3L1,CLDN7,CRP,CTLA4,CTNNB1,CUBN,CUL2,CXCL12,CXCR4,DNMT1,DYSF,EPAS1,EPCAM,EPHA2,EPO,ERBB2,ERBB3,ERBB4,ESRRA,FERMT2,FLOT1,FLT4,FN1,FOLH1,FOXP3,GATA3,GSTM1,HIF1A,HMMR,HNF4A,IGFBP3,IL13RA2,IL2,IL6,JADE1,KIT,KPNA2,LDLR,LOX,MAP3K5,MAP3K8,MAPK3,MET,MME,MMP2,MMP9,MTOR,PDCD1,PDGFRA,PIK3CB,PIWIL1,PIWIL4,PKM,PTEN,PTPRU,RBX1,SDHB,SDHC,SERPINE1,SLC6A3,SND1,SOX2,SPARC,SPOP,STAT3,TCEB1,TEK,TERT,TGFA,TGFBI,TICAM2,TIMP1,TMED7-TICAM2,VCAM1,VDR,VEGFA,VHL,WWOX,Y
20,33.99588739,38.49825566,33.46031813,34.99797527,29.49002308,30.32394617,38.57820759,32.53416509,27.97758985,26.63335191,34.31075251,24.95562442,28.98297113,34.14802833,29.71019278,35.21568865,35.29428227,35.63903772,32.46073433,30.28280735,37.34164695,30.99344346,30.23531574,30.28491776,30.56794897,22.09712,31.73677,35.78709,29.46423,33.047,34.31918,34.03617,35.46867,33.05147,36.31018,31.76131,34.08565,21.21182,33.72511,28.93588,35.13887,32.3759,35.49103,35.92959,29.344,40.87331,25.41584,29.53998,32.24649,34.26302,36.36112,31.57493,23.70446,38.8598,26.67562,22.61387,31.33716,33.34413,29.51688,33.91598,34.6441,34.744,31.081,33.09131,34.37813,36.07423,37.49999,38.08056,27.7784,33.14262,31.6365,33.27131,32.9353,22.08228,27.89925,38.04434,36.09633,33.38087,32.28197,34.43002,36.12065,36.23428,29.15819,36.47855,30.87287,39.89323,34.22068,36.363,33.41226,33.23531,28.2174,29.22159,35.90019,22.41477,36.47549,30.5049,31.74645,31.36849,37.76296,32.64736,33.594,1
21,34.10783476,37.23081855,35.41988813,33.44439675,32.64045509,33.20846769,37.62636957,32.81864983,24.06492249,31.36949966,35.75228635,21.24941462,29.77206109,33.91640033,34.41269508,33.38499028,35.16371825,27.20571111,24.55881988,32.69585502,36.22167041,31.95792852,32.15876682,27.43975313,31.50149404,28.68261,30.7677,36.07385,34.67084,32.28858,34.71349,36.08133,35.70979,33.82775,37.82743,34.49722,32.60075,21.21182,32.40563,35.69291,22.89212,31.70259,33.77127,36.13827,30.8499,38.65634,33.19416,29.95056,25.18977,35.67634,36.91534,28.37242,33.50483,36.14963,22.13976,22.61387,33.04247,31.74953,28.2532,33.32332,29.79679,35.40766,32.77595,33.76602,33.72469,35.70092,35.62906,33.3201,31.61171,32.64441,29.89205,31.82723,34.67796,22.08228,31.26153,38.01028,36.58067,32.03635,32.27819,35.09592,35.87016,35.61922,34.18113,36.21075,22.65089,38.16184,34.53221,36.10098,33.13841,31.40661,21.71091,28.23104,37.47445,22.41477,35.66459,31.02371,35.69787,28.93097,39.28753,32.61222,35.80783,1
22,33.03477855,37.16676618,34.20342768,34.3328936,30.83832863,31.94756533,37.3002142,32.29965158,28.50663117,33.71167616,34.73929168,21.24941462,21.79842717,33.14993345,32.93851137,36.37167347,37.65818272,28.96919935,30.62321365,32.3508846,34.7966957,32.06002299,30.65496018,30.87209847,34.89862762,30.465,31.35909,35.01788,36.28165,31.35724,33.55497,34.89109,34.38091,32.80131,38.2906,34.8358,33.90502,21.21182,34.48587,37.30925,29.71554,33.64706,31.67093,35.21934,32.03804,37.72172,31.35316,28.98343,30.44775,35.89431,35.85187,28.75264,35.50771,37.15393,22.13976,22.61387,28.26596,34.44102,30.56453,31.18933,31.4347,34.28298,32.32268,32.2144,34.76838,35.62244,36.25876,33.25275,31.43228,32.74635,31.21269,30.91625,34.21561,22.08228,30.70541,37.70072,35.14085,34.15352,32.2235,34.94512,35.88876,35.62995,34.61063,35.95195,22.65089,37.7805,33.71995,35.83486,33.60694,30.55489,21.71091,32.93624,36.24935,22.41477,36.58542,30.99302,36.78214,31.23173,39.55848,32.12949,34.60835,1
23,33.79399675,37.11513762,34.20372334,34.80551958,31.00320127,33.18695276,37.6027561,36.48203931,30.86687346,30.19782964,35.3868975,30.7444567,28.95496165,33.6286841,32.87025608,35.34697245,36.74599912,31.36835281,30.95462272,34.34806488,37.31567257,32.47968988,31.63712162,30.19439628,31.10423547,22.09712,28.35266,35.54114,31.84402,32.67289,34.54122,35.33178,35.92578,34.85412,38.0228,31.58527,31.74911,31.52822,32.09354,35.16058,24.36082,31.43321,32.90682,35.30098,33.37219,39.53362,34.05855,27.79898,29.73654,29.27531,36.90783,31.5654,31.99843,39.08146,29.70711,22.61387,34.54201,32.12476,29.37155,34.18197,33.08185,36.04012,31.95383,34.39959,35.007,35.86781,35.94162,35.38538,34.82616,33.90466,29.30933,31.31273,33.04253,22.08228,30.22994,38.68691,35.98864,31.67567,32.81517,35.05103,36.63911,36.67336,33.90767,36.26925,22.65089,39.43881,34.17314,36.91421,33.39375,31.40551,26.23723,30.89012,38.64136,22.41477,35.88942,31.73975,34.22035,30.91594,38.93485,32.03143,34.4871,0
24,30.52026959,36.02508948,33.75790216,33.7749401,23.48653449,32.44470949,37.49449955,29.12004741,24.06492249,30.0311726,36.23581427,21.24941462,21.79842717,33.22986592,32.26198385,33.23882297,34.00261718,29.90418762,34.31323192,31.54375089,37.78021032,33.11331449,33.10102642,24.49280637,31.94249902,22.09712,32.6415,35.78474,30.36529,33.34732,35.6679,36.13424,37.14926,33.91066,35.66616,31.70803,32.81407,21.21182,33.45492,31.2676,27.11607,31.35856,33.18882,33.95306,32.59135,37.96492,32.52992,28.28471,32.37012,34.27311,37.41999,30.5538,27.95964,37.56242,30.6832,22.61387,32.50834,32.87893,23.12057,33.68194,32.95092,31.92052,33.14466,34.80338,34.35892,35.16939,31.51257,31.69808,32.02063,33.50727,30.72256,29.32481,34.60816,22.08228,30.10897,38.82496,36.17544,31.21893,32.18133,35.82033,36.31628,33.44516,22.63746,35.98719,22.65089,35.08179,32.34708,36.94662,33.33912,28.85316,21.71091,31.15121,35.6827,28.77546,36.11581,32.99989,36.42879,31.27646,37.49879,33.92074,33.5304,1
25,31.53631891,36.83744157,33.10025742,34.74741393,35.99712159,32.08989834,37.72577194,33.33288436,30.67810915,27.37395827,35.76240721,21.24941462,30.37458069,33.48294131,32.35334428,33.74116305,35.48599288,22.97541495,31.26538671,33.60370082,37.33139549,30.40249947,33.15137738,31.97302145,35.80657848,35.33535,32.26321,35.53576,33.26641,31.35062,32.77899,35.52193,34.88536,33.89507,38.07107,34.11662,33.57445,21.21182,33.25974,36.16615,32.68555,31.20379,33.74162,35.22232,33.02525,40.22801,32.67899,23.72013,32.03302,33.80017,35.73958,27.81353,34.14399,36.50716,22.13976,22.61387,33.20111,32.69037,30.45958,33.14828,33.11505,36.18433,33.08803,35.23129,34.135,34.11702,35.03573,35.48131,32.84637,32.98304,29.37982,33.38903,32.74475,22.08228,31.62907,37.50559,36.85031,33.34542,32.52817,35.15136,36.24215,36.11839,32.91641,34.99091,22.65089,37.23958,34.19305,35.96157,32.54037,32.62072,21.71091,28.50389,35.64152,22.41477,37.79783,30.83285,31.28052,32.81798,38.92869,31.39375,33.88788,0
26,32.35058369,36.61090992,35.19769366,32.89512135,32.5796478,32.1698742,37.91553812,32.72379087,28.84926626,32.22588652,34.72830105,21.24941462,23.98362253,34.07956298,31.32392075,35.00004396,33.90659796,28.83490978,30.91208372,32.65648055,35.71070411,32.78293767,31.51264242,25.31944946,33.00080665,22.09712,27.1382,35.51514,34.88022,32.75797,32.98307,35.501,34.10868,34.0652,37.26878,31.12381,30.33099,26.40893,33.13265,35.62517,28.82478,29.63099,33.6614,34.91202,32.1993,39.41629,33.46305,28.44183,31.99282,30.09199,36.85886,31.06428,34.01738,37.5315,28.53511,33.45383,26.45394,32.47391,31.39177,32.66058,29.22063,35.10256,33.62897,33.40061,33.66825,37.50486,36.35364,34.29826,32.79231,33.6217,26.42969,31.1641,34.54866,22.08228,32.31978,39.25411,37.02355,32.05928,33.74303,35.82356,35.88864,35.58206,34.41749,37.24646,22.65089,37.94813,33.4549,35.35321,33.91821,31.59719,21.71091,30.76349,39.79033,22.41477,36.24451,31.57817,35.58445,30.13559,38.88476,31.32365,33.25217,1
27,32.77729095,38.23465405,33.79579565,35.14441914,31.18043904,33.21874094,36.76741746,32.68286509,31.85273524,32.66602696,36.39910916,21.24941462,29.9264379,32.66822084,33.5312503,34.72618327,37.05622373,30.89131719,31.7313051,34.22230925,35.86235032,31.92511195,31.26925695,31.29087578,28.42656545,22.09712,29.11895,36.57797,34.27789,31.27826,35.05082,35.55183,35.65341,34.74536,39.31331,33.43619,33.85272,21.21182,34.53039,34.42577,29.39163,31.42003,34.93304,35.70397,34.60342,38.67293,34.36908,29.2157,27.06962,24.90393,36.69962,27.71004,30.01772,35.43134,22.13976,22.61387,31.91482,33.31083,30.63296,33.21572,34.59661,34.53409,32.1817,33.96108,34.37395,35.21454,34.28209,36.08269,33.62197,33.97665,30.07057,31.75854,33.33341,22.08228,31.24202,37.62796,36.77963,34.60552,32.86644,34.4047,34.41847,37.12277,34.87134,35.69289,22.65089,39.04122,33.6801,36.81301,32.78574,32.46902,27.63738,31.17096,36.00283,22.41477,35.46462,30.64235,35.21183,28.4166,40.9044,32.36932,35.10438,0
28,31.51408573,36.8418685,35.01328723,34.22570675,33.66024279,33.22852344,35.69223587,33.37801678,30.82823756,31.4329733,34.72222448,21.24941462,27.90163926,32.23926937,31.50468316,33.38173342,34.92780122,32.43383496,29.99443964,33.57149923,35.26032671,31.22596627,30.18232108,30.69576675,29.79284386,30.13302,29.67414,36.13851,34.28899,34.06957,35.27951,34.01729,36.53583,34.79572,37.72016,33.00391,30.8229,21.21182,32.39182,36.1761,27.17955,30.59887,34.04243,35.09796,32.67079,38.73192,34.39035,30.02044,32.5713,31.92496,36.72745,30.31839,33.9633,33.55518,22.13976,22.61387,24.29608,32.75008,29.83768,32.80867,31.30757,31.6834,32.96463,33.96808,34.36783,35.72511,34.09502,35.58129,30.81237,34.19899,29.8439,33.13123,35.18461,32.39152,30.09091,36.94463,36.16043,29.62617,32.1615,34.93472,35.33925,34.37632,29.77887,36.01823,32.27652,37.38534,32.56689,35.6337,32.85039,32.88897,21.71091,31.66947,37.69311,28.06208,35.86544,30.9032,35.3659,31.09432,40.05177,33.07403,34.68913,0
29,31.98335619,37.41914352,35.02900923,34.71324155,30.48829422,31.50258836,36.87297383,33.47298555,29.77086836,31.75200941,35.89888533,21.24941462,27.72680958,33.56748066,34.20678297,34.01192699,33.68405555,28.85649297,32.40518254,33.03162105,36.35149693,30.73481171,32.26419867,30.55267438,31.99019378,22.09712,31.95501,36.06762,34.07592,32.62912,33.13541,35.51708,35.16991,33.6897,37.91654,33.85627,34.05541,26.49506,33.89563,34.1009,31.96828,31.74219,33.62069,35.17469,33.55718,39.77384,32.6664,30.32545,32.33496,30.68656,36.7166,29.55548,30.33794,34.55603,22.13976,22.61387,30.78242,32.86853,32.5868,33.01334,34.91619,33.56674,32.64098,33.95336,33.96021,33.99664,32.24419,35.62711,32.45146,34.22337,30.20721,33.73847,32.36418,29.08049,32.12125,37.01344,35.71361,31.67012,32.54692,35.53236,35.14284,37.59532,25.09262,35.84175,22.65089,39.43652,34.09622,36.88032,32.32085,32.6354,30.06121,30.00822,36.48886,27.05775,37.90274,31.68041,34.66137,32.14956,39.73532,32.26444,34.85789,0
30,31.78146161,37.41198985,33.96756521,33.7919363,30.46858382,32.18774669,37.81693166,31.59023833,28.72272134,32.50411274,35.8541558,21.24941462,28.6923304,34.03409848,31.14090128,33.84673636,35.60229175,31.53167046,31.97349744,32.1881993,36.81682488,32.62155005,31.52755894,30.44713344,30.37495372,22.09712,31.81671,35.47718,36.21023,33.47222,34.0248,35.25845,35.91488,34.18614,37.06045,33.03028,32.71732,21.21182,33.81135,35.58005,26.63251,31.17653,33.23062,35.64324,30.83713,38.9167,31.68573,29.83182,32.93767,30.07158,36.48189,31.4029,32.74702,34.23936,27.19874,22.61387,30.50102,32.43311,30.55271,33.96143,33.00162,32.39929,32.80818,33.88627,34.2332,36.58639,36.21454,33.70236,31.07894,33.24428,29.86614,31.50357,33.86852,27.84748,31.44685,38.28185,36.97114,31.01296,34.02494,34.94143,36.45884,35.52321,31.07829,35.66599,24.44228,37.2461,33.89468,36.27608,33.37232,32.03452,21.71091,29.61557,34.89255,29.25274,35.22702,31.56658,36.55669,31.32268,38.41022,32.18444,33.15569,0
31,32.34325937,38.55483042,34.09437031,34.51373272,32.81147022,32.13784533,36.82228054,35.41769531,30.31757048,32.03108132,34.43422374,21.24941462,25.96112214,33.01994288,32.61590971,35.03955171,37.43736107,32.62572645,24.55881988,33.931803,35.54596947,29.08671965,29.22325618,24.49280637,33.61777504,22.09712,32.53439,35.5614,34.08436,31.1918,33.84951,33.21508,34.8964,34.01642,38.88147,34.648,32.69255,30.41345,34.29627,34.96031,31.58596,28.47251,34.03067,35.40108,31.56358,39.04755,31.99691,28.20213,25.18977,36.85438,36.63475,29.57759,30.41794,35.08331,26.2036,22.61387,33.31571,33.41128,31.98237,31.83957,33.15985,33.35594,32.9357,34.28449,35.32657,36.08334,35.86408,35.31989,32.82029,33.45795,22.59372,33.97466,33.65576,22.08228,32.09708,38.19665,35.27228,31.19871,32.78704,35.43181,36.11694,34.51713,34.52722,36.19247,22.65089,39.2967,34.19021,35.44808,33.25212,32.68556,21.71091,33.14129,37.49767,22.41477,36.39598,28.28501,34.50246,23.636,40.79282,29.55647,32.70808,1
32,29.72414628,37.27906191,33.70646437,34.94248262,29.93454053,30.69787295,36.66179523,34.04678922,29.86698282,32.74183925,34.88499545,21.24941462,28.27100474,33.57095996,32.57114927,33.38325073,35.1592052,31.27886366,31.03764978,31.91951643,36.2868973,33.51038672,33.00133416,31.7101155,34.66826591,30.61168,31.52357,35.56126,33.55274,32.23129,31.76139,34.75562,34.86426,33.74506,36.74275,34.0476,32.07432,29.23554,34.74669,35.91466,32.81306,32.18162,32.48127,34.61265,32.35898,36.94897,32.39946,29.94832,33.31226,34.59156,35.82765,29.01864,34.48347,34.77868,22.13976,22.61387,30.40736,33.41888,30.74572,32.80992,30.65436,33.39945,32.22612,33.36323,34.26513,35.66324,34.67516,34.02117,29.21352,33.79023,30.81539,32.811,33.65297,22.08228,30.45569,37.54272,36.49972,34.32013,32.84543,34.02538,35.47617,34.01869,31.23528,34.94155,22.65089,36.91707,34.54234,35.84324,32.50078,31.8569,21.71091,30.1752,37.34252,26.2074,36.06378,30.22952,34.05214,31.69691,36.67216,32.07804,33.94474,0
33,32.17260406,37.38189367,34.53014513,34.17646208,30.93786992,33.78949194,36.08380318,36.53918695,30.86559064,32.18379042,35.17692192,21.24941462,28.99933741,33.53449863,33.32267939,35.58830527,36.3799745,31.14524499,30.79635682,32.74146209,34.96466565,30.86067217,31.15059036,31.77721261,30.76946778,25.14936,29.1057,35.69497,36.24135,33.21834,33.54496,34.12012,34.84212,34.77034,37.95201,33.98936,32.72399,31.02953,32.47482,35.63351,31.68793,30.61,33.47691,35.66712,33.27057,38.85248,32.09335,28.65119,33.00274,24.90393,37.30767,29.70807,32.31175,35.48242,22.13976,22.61387,30.94604,32.32756,30.60291,32.88358,32.49696,33.01944,32.22975,32.56664,34.56042,35.69927,35.86492,33.83624,32.89938,32.43436,30.62645,31.94051,34.98314,26.83055,30.79056,38.26434,36.89801,31.22676,32.83459,34.86941,35.76843,34.56175,34.40877,35.42408,22.65089,38.27304,32.83112,35.9605,33.06759,31.61402,26.35161,31.16243,37.35503,22.41477,35.77431,32.26935,35.84473,30.69626,39.98429,32.19045,33.01468,0
34,32.5379186,37.77673895,33.6975281,34.14550487,28.90163632,32.08449611,38.68696142,34.32292388,28.23997692,32.56207897,35.68015806,21.24941462,26.8209519,34.90979517,31.45450427,35.41541411,35.10316316,28.95941353,30.57091973,33.29798074,37.00552995,24.50161888,31.54181704,31.88001542,35.84968358,29.17935,28.67237,35.23354,36.71769,34.12367,34.14152,35.26634,36.28878,33.4137,37.04465,35.00145,33.56457,21.21182,33.84459,36.5121,27.77043,29.49207,33.78938,35.44193,31.71483,39.08265,32.39468,28.42393,31.20801,27.87242,36.05877,31.50856,33.5186,36.58179,27.76461,22.61387,32.2074,33.77224,30.15974,33.91186,32.05258,33.90651,32.89018,32.66834,34.40064,37.59625,36.05928,34.74942,29.56717,32.87964,28.00123,32.41741,35.20981,22.08228,32.26427,39.83491,37.58374,31.26677,33.8605,36.06655,37.55857,34.55336,30.55779,35.34988,22.65089,38.78872,34.26448,35.90175,34.1483,31.99985,21.71091,31.12148,34.46344,28.81739,36.87809,32.42838,38.56705,29.23404,38.33288,31.0072,34.50606,0
35,34.6269132,37.44171914,34.95834109,34.21461159,31.03649549,31.64653216,37.5994101,35.18807818,30.723415,31.36751506,35.97169076,21.24941462,26.78294015,33.62488294,32.46332931,34.86509745,36.58636784,30.30935619,31.08303349,33.43954986,36.44142865,32.01758954,31.02077611,29.89026118,32.35597627,24.03519,28.77649,36.18709,32.09462,33.01659,36.2508,35.50122,35.55839,34.88787,38.31093,31.84055,32.68989,24.61425,33.46668,35.356,27.17345,31.03258,32.392,34.88712,33.22002,38.897,34.04607,28.36119,30.60785,34.74526,36.81748,30.82946,32.95859,37.48839,26.45844,30.74644,34.48801,33.13761,32.25053,33.53957,31.8605,35.87233,32.28917,34.57309,34.51871,36.24835,36.0642,35.93397,33.21058,33.68001,26.84588,32.03119,32.83159,29.26307,30.27695,38.49044,36.6287,33.29584,33.40798,35.08543,36.24065,36.47647,34.19783,35.66505,31.86477,38.66943,33.81519,36.23278,33.06631,32.4538,28.94039,30.42442,37.35954,23.41271,36.43601,31.03956,35.2747,30.77591,39.27414,31.90031,34.05102,1
36,33.91369024,36.70768878,34.26980902,33.86038713,31.38692692,32.81982601,38.06750916,36.2209887,31.51532843,32.02226167,35.25452592,21.24941462,28.62965117,33.69123627,29.77335238,35.18126161,35.98497555,29.96462447,28.5986464,32.83119863,38.22205952,32.875043,28.04091101,32.4547048,31.64986006,29.65463,27.82184,36.17475,34.10033,33.50837,33.27236,35.43012,35.60879,33.73494,38.49299,33.42136,32.40229,30.84047,30.70377,30.78726,28.77466,30.90677,33.95205,35.90733,32.7408,39.8681,34.31763,27.49357,31.59863,32.72919,37.73381,31.57344,26.40499,36.12744,22.13976,22.61387,33.346,32.23303,31.1725,33.40285,33.29931,35.49036,31.46042,35.33072,34.51982,35.62803,37.16113,35.44682,34.5806,33.72647,28.98385,31.39614,34.34799,22.08228,31.03953,38.54265,37.1101,30.39976,32.62696,35.18836,36.52663,37.98581,38.25169,36.85225,28.33346,38.65005,33.75364,36.25694,33.16365,31.92088,29.29818,30.63605,40.26421,28.0629,37.2194,32.48209,32.8136,30.4414,40.76846,31.35354,32.91155,1
37,34.48096893,37.43888761,35.04167071,35.64948749,31.26562608,32.42088841,35.21316925,34.2590436,28.94384952,31.66871503,34.41797153,21.24941462,26.67266259,32.4137484,33.3067092,34.15883558,36.35505761,33.79630121,31.34600219,32.61130114,36.41793975,30.44942068,29.21104564,29.98940844,30.41678017,22.09712,23.04175,36.15657,33.7766,31.94261,35.06418,35.62016,36.23234,34.3787,38.30625,33.19299,33.54887,21.21182,33.26534,32.31885,30.75214,30.29101,33.43274,36.49839,33.89036,38.38729,33.27686,23.72013,25.18977,26.30369,37.4527,28.32587,29.54643,35.41817,22.13976,22.61387,32.13692,32.35271,30.51685,31.80582,33.19332,32.4278,32.45302,33.40996,34.03045,35.50288,36.33883,35.08251,32.50616,32.98039,32.82434,31.85742,34.527,22.08228,31.16415,38.8745,37.6299,31.11901,31.91862,34.93865,36.2429,34.27273,35.91985,35.63576,22.65089,38.10776,33.85016,36.37566,31.72946,33.67508,28.71741,33.05003,37.30969,22.41477,33.94829,33.11066,37.15852,29.62124,40.72336,30.8842,33.62845,1
38,34.52046277,36.15202187,35.57445701,33.84073701,27.69462931,33.4104635,37.73321729,34.54856409,26.71674252,30.45799091,35.13643524,21.24941462,29.27736481,34.18372598,30.64034378,35.31148651,36.53778519,22.97541495,30.84119926,32.93275135,36.54985013,31.16182149,32.14537106,24.49280637,34.20410141,22.09712,31.35334,35.55795,34.87271,33.04177,33.79841,35.46515,34.45764,33.83223,37.93276,34.66203,31.40762,27.05154,32.8475,35.09163,30.32007,30.58472,33.29101,35.20725,32.75802,38.54106,32.24338,28.87193,30.46987,24.90393,36.32478,29.04197,32.61025,39.21875,33.35426,22.61387,33.31508,31.3479,31.15175,31.88566,33.03409,34.58571,31.76219,32.9886,33.07238,35.93644,36.5931,34.45295,31.07534,32.63446,30.72724,32.63337,33.41884,22.08228,29.81395,38.05266,36.26911,31.77563,33.66939,34.65242,36.53152,35.89174,33.22971,36.15786,33.22792,38.09648,33.33307,36.53897,33.23791,30.82,21.71091,32.23544,36.24077,26.02289,37.42952,32.86629,36.09586,29.24652,40.71375,31.17131,33.08254,1
39,33.56626336,37.11488469,33.72013091,34.44208043,32.34837141,32.9995734,36.33479448,34.70619287,30.3470592,32.61172748,34.88452577,21.24941462,26.39492542,33.79598468,32.04506261,34.8984634,34.70517947,30.53223478,27.90714778,33.06794738,33.59382361,32.40284637,31.83520932,29.74825616,33.82046679,26.99369,23.04175,35.91886,35.18448,32.61444,32.72,32.95209,35.43402,34.65661,37.57839,33.46863,32.57536,29.81257,33.06746,36.45151,29.13005,29.81033,33.53442,35.68907,33.01597,39.56366,32.91402,28.43599,30.20428,31.29267,35.46381,30.98059,33.71825,35.51855,32.58468,22.61387,29.45396,32.71209,29.84856,32.24691,31.7239,32.88747,31.75654,33.02329,33.27677,35.58959,34.42493,35.97648,34.71283,33.589,27.20819,32.15157,34.47991,22.08228,30.03099,37.35288,36.85926,32.25324,31.91136,34.49669,35.10498,34.6555,35.05809,36.09352,22.65089,39.17219,33.12782,35.32549,32.06544,31.95222,21.71091,30.97767,38.59364,28.1597,35.27724,30.27945,33.42323,31.20019,39.17223,32.3053,35.42876,1
40,33.73259502,37.48041442,35.26068297,33.94770136,35.8745239,29.12757073,37.75908073,32.57527677,24.06492249,32.30013173,33.10963002,21.24941462,21.79842717,32.77339183,31.05033884,25.79732359,33.56106722,28.64455488,24.55881988,27.0157596,34.99587334,24.50161888,27.37754517,24.49280637,33.8343139,22.09712,23.04175,35.20336,32.67201,32.91179,31.73817,31.78659,35.05612,29.94246,35.23492,34.2814,33.94439,21.21182,35.68377,36.44638,22.89212,32.88618,33.46009,34.23167,31.05363,34.78804,26.59942,23.72013,25.18977,34.75896,34.10728,22.92145,33.65469,34.23718,26.99637,22.61387,24.29608,32.4013,27.49569,33.2645,29.05734,24.74906,30.9732,32.8169,33.89535,38.56811,31.74005,32.1095,22.78257,33.30874,22.59372,24.61456,33.52692,22.08228,24.77421,38.09508,37.70073,32.1232,34.53978,35.34574,36.47276,31.28031,22.63746,35.55399,22.65089,35.83571,34.53158,35.37698,32.40039,24.69751,21.71091,30.94675,32.73919,26.96457,36.38068,30.33327,36.94372,30.86288,34.98679,30.89403,32.66447,0
41,34.18939778,37.72890709,34.86272473,34.84979332,37.86307737,32.79675234,37.38323778,34.15812086,30.33227887,31.90050216,35.73171581,21.24941462,29.59777777,33.93027595,31.13570955,36.15969541,35.23848358,29.19588152,32.07811735,33.20462126,36.2931706,31.29942329,32.2101252,30.31885955,31.35468112,35.22286,30.1848,35.92035,34.72722,32.79923,34.17404,34.7253,36.47745,34.47579,38.4452,33.89902,32.27717,28.79815,33.48815,34.23963,27.46439,32.13726,33.99458,35.3972,33.43545,39.49931,32.95037,28.2233,29.4953,32.21378,37.11639,29.62707,33.7152,36.17768,27.60245,22.61387,31.81679,32.53223,31.91615,32.29589,33.98234,35.50501,33.5001,34.32588,33.3548,35.52445,35.55557,35.47558,32.91402,33.69631,27.8963,34.04776,34.37897,25.73741,32.12135,38.94428,37.95014,32.81578,34.43751,35.45536,36.76301,36.47438,35.73764,36.10311,22.65089,39.29142,33.38555,36.6808,32.69311,32.53154,21.71091,29.56704,37.6644,22.41477,36.88894,31.98767,35.64867,27.43586,39.49356,31.16832,34.4718,0
42,33.67018189,36.7194288,34.07308684,34.15731086,23.48653449,31.31317982,36.83663997,33.22627357,28.88025329,27.04156791,34.59210188,21.24941462,27.1987495,33.97004336,31.12258498,35.73371561,37.73446737,31.33346116,31.24137422,32.69189151,35.24006474,31.35757337,32.14132751,30.28837008,32.38029804,22.09712,30.7077,35.29629,32.72385,33.04348,33.78,34.50125,35.7307,34.69151,36.61642,28.64395,31.48113,21.21182,31.92299,36.03158,22.89212,32.65093,33.11536,35.17904,32.13022,36.7362,34.44272,27.30115,31.22121,24.90393,35.01942,29.9651,33.86719,38.13026,30.96978,22.61387,34.89661,32.78519,28.92266,34.13375,32.51316,35.76022,31.89866,33.285,33.94729,36.57704,36.04839,34.57174,32.70608,32.88711,30.21102,24.61456,33.20676,22.08228,31.21176,38.69386,36.74205,32.41528,32.32634,33.7426,36.21674,36.37244,34.13933,36.81103,22.65089,37.95628,33.631,36.23363,32.75715,30.33572,21.71091,29.67071,37.65956,28.26321,35.74305,32.61891,33.63329,31.40303,39.48724,30.68011,35.25089,1
43,31.87503217,37.59457576,34.83753154,34.26903929,30.84832097,32.03398005,36.96318557,33.74223559,29.04428203,31.83316442,35.09820368,21.24941462,29.85014183,32.85753401,33.12137661,36.33457502,35.88725516,30.98574875,31.99541279,32.09445458,36.6929704,32.04858305,31.71018372,30.01773231,32.72998687,28.30269,31.9033,36.10113,34.21496,33.10153,35.49479,35.75286,34.66999,33.8552,38.00481,33.88144,34.75107,21.21182,32.98295,35.67036,30.59214,32.07906,33.23696,35.2668,32.74965,38.53212,33.33329,25.28278,31.22539,34.24441,37.1399,28.3103,34.03126,34.57248,31.98057,22.61387,32.11174,33.06725,28.75963,31.98562,34.77129,34.56611,32.79582,34.43495,33.36934,35.88683,36.58007,35.21926,33.33823,33.94408,31.11647,32.63127,34.24907,29.82416,31.71149,37.59087,35.13166,32.42461,32.27376,34.61833,35.43505,37.32218,35.74689,36.36046,22.65089,37.83979,33.60196,36.19054,30.82269,31.64639,27.22862,30.59698,38.20841,28.40684,36.27542,30.65945,34.79937,31.3644,39.71235,32.08039,33.87855,1
44,33.3984551,36.73617361,35.01286889,34.28549158,30.68193735,33.40797516,37.03401624,32.42904232,29.84732343,32.55972277,35.1357403,21.24941462,27.25933906,33.85753564,32.31941776,35.34995071,34.60892686,31.49354106,31.56981018,33.70062496,35.62684787,32.01187308,30.98384684,31.76518322,34.44360372,31.39339,26.25214,35.82344,36.4289,33.53815,32.91689,35.38631,34.39077,33.50467,37.89336,34.05212,33.84827,27.04319,32.87087,36.65941,29.78124,30.34229,32.77234,35.39793,31.8832,37.97437,34.61438,28.79149,29.5223,25.75098,37.24818,28.63442,34.69819,35.64153,29.16996,31.18654,30.75427,32.74307,30.05199,32.97673,31.78227,33.8717,32.33301,33.72737,34.14244,35.69831,33.9864,34.11659,31.36246,33.46656,29.69908,31.72192,34.07808,23.20265,31.17392,38.62196,36.58375,32.41904,32.72685,35.51293,36.17627,36.63045,33.03973,36.1113,22.65089,37.98883,34.25465,36.27013,32.46748,32.10706,21.71091,31.36649,38.88946,29.26454,35.65017,31.87923,36.16658,31.33011,39.37661,32.71556,34.66566,0
